ORF	predicted_protein	Full_Seq_E-value	Coverage	Location
_89	GH36.hmm	2.2e-193	46.239370	NODE_232_length_80836_cov_46.239370_40
_90	GH29.hmm	1.8e-116	4.395215	NODE_237_length_80140_cov_4.395215_41
_92	GH130.hmm	1.1e-89	34.984074	NODE_246_length_77577_cov_34.984074_48
_93	GH112.hmm	0	3.895058	NODE_249_length_76204_cov_3.895058_26
_94	GH2.hmm	1.6e-216	2.589610	NODE_267_length_72626_cov_2.589610_12
_95	GH29.hmm	4.4e-75	12.459519	NODE_280_length_70721_cov_12.459519_5
_97	GH130.hmm	3.1e-91	4.406473	NODE_296_length_67364_cov_4.406473_14
_98	GH95.hmm	9.3e-273	5.733345	NODE_312_length_64459_cov_5.733345_33
_99	GH2.hmm	2e-96	3.586564	NODE_339_length_59802_cov_3.586564_16
_100	GH36.hmm	3.8e-223	4.189191	NODE_355_length_57175_cov_4.189191_32
_101	GH36.hmm	1.7e-268	4.036300	NODE_357_length_56844_cov_4.036300_4
_102	GH36.hmm	7.2e-261	4.036300	NODE_357_length_56844_cov_4.036300_11
_103	GH130.hmm	9.2e-86	4.036300	NODE_357_length_56844_cov_4.036300_13
_104	GH31.hmm	4.4e-91	32.082887	NODE_361_length_56485_cov_32.082887_2
_105	GH31.hmm	1e-53	32.082887	NODE_361_length_56485_cov_32.082887_3
_106	GH2.hmm	5.9e-211	37.156227	NODE_365_length_56212_cov_37.156227_17
_107	GH95.hmm	3.2e-260	35.570390	NODE_451_length_45471_cov_35.570390_1
_108	GH2.hmm	8.6e-216	4.446609	NODE_465_length_43623_cov_4.446609_13
_109	GH29.hmm	8.1e-79	4.255006	NODE_475_length_42643_cov_4.255006_6
_110	GH36.hmm	2.7e-242	2.971917	NODE_480_length_42185_cov_2.971917_29
_111	GH95.hmm	7.4e-278	3.405781	NODE_507_length_39636_cov_3.405781_31
_112	GH36.hmm	9.6e-204	10.559287	NODE_515_length_39193_cov_10.559287_29
_113	GH2.hmm	7.2e-216	12.069549	NODE_524_length_38600_cov_12.069549_21
_114	GH29.hmm	5e-74	35.047387	NODE_529_length_38460_cov_35.047387_3
_115	GH2.hmm	5e-182	35.047387	NODE_529_length_38460_cov_35.047387_4
_116	GH112.hmm	0	9.226533	NODE_603_length_34143_cov_9.226533_21
_117	GH84.hmm	1.7e-111	50.202884	NODE_615_length_33109_cov_50.202884_26
_118	GH2.hmm	3.3e-215	4.036811	NODE_658_length_31037_cov_4.036811_14
_120	GH130.hmm	2.4e-94	3.104048	NODE_665_length_30677_cov_3.104048_23
_121	GH130.hmm	2.8e-89	3.332659	NODE_685_length_29756_cov_3.332659_10
_122	GH38.hmm	8.5e-76	3.931523	NODE_697_length_29477_cov_3.931523_15
_123	GH95.hmm	3.3e-261	3.931523	NODE_697_length_29477_cov_3.931523_16
_124	GH84.hmm	1.3e-109	4.178849	NODE_716_length_28879_cov_4.178849_5
_125	GH110.hmm	4.3e-222	4.178849	NODE_716_length_28879_cov_4.178849_7
_126	GH13_31.hmm	2.7e-125	8.368957	NODE_748_length_27895_cov_8.368957_10
_127	GH2.hmm	1.1e-169	2.664032	NODE_774_length_26916_cov_2.664032_28
_128	GH29.hmm	4.4e-81	3.885673	NODE_781_length_26799_cov_3.885673_1
_129	GH29.hmm	2.2e-86	25.454827	NODE_874_length_24291_cov_25.454827_1
_130	GH29.hmm	2e-82	2.242238	NODE_920_length_22899_cov_2.242238_8
_131	GH2.hmm	2.7e-221	3.635178	NODE_963_length_21722_cov_3.635178_3
_132	GH2.hmm	1e-218	3.710472	NODE_979_length_21333_cov_3.710472_9
_133	GH42.hmm	3.9e-96	2.625699	NODE_984_length_21193_cov_2.625699_5
_134	GH2.hmm	4.8e-185	3.009444	NODE_1085_length_19049_cov_3.009444_4
_135	GH2.hmm	1.1e-105	13.688145	NODE_1138_length_18129_cov_13.688145_5
_136	GH36.hmm	2.1e-208	3.773986	NODE_1158_length_17855_cov_3.773986_2
_137	GH2.hmm	5.2e-221	3.134049	NODE_1188_length_17320_cov_3.134049_11
_138	GH29.hmm	2.2e-80	3.134049	NODE_1188_length_17320_cov_3.134049_12
_139	GH13_39.hmm	1.2e-127	2.541733	NODE_1206_length_16952_cov_2.541733_10
_140	GH2.hmm	4.3e-213	2.413476	NODE_1255_length_16420_cov_2.413476_11
_141	GH84.hmm	2.1e-103	2.423841	NODE_1305_length_15799_cov_2.423841_2
_142	GH36.hmm	5e-248	2.444707	NODE_1311_length_15739_cov_2.444707_4
_143	GH95.hmm	7.4e-268	3.918662	NODE_1331_length_15586_cov_3.918662_10
_144	GH31.hmm	5.2e-101	3.918662	NODE_1331_length_15586_cov_3.918662_11
_145	GH67.hmm	2.4e-252	2.537522	NODE_1379_length_15073_cov_2.537522_3
_146	GH110.hmm	2.6e-228	3.107076	NODE_1501_length_13917_cov_3.107076_2
_147	GH2.hmm	5.9e-106	2.937559	NODE_1519_length_13756_cov_2.937559_4
_148	GH35.hmm	1.5e-118	2.043622	NODE_1609_length_13070_cov_2.043622_10
_149	GH35.hmm	5.2e-121	3.102767	NODE_1732_length_12239_cov_3.102767_9
_150	GH84.hmm	4.6e-113	3.306430	NODE_1741_length_12163_cov_3.306430_4
_151	GH13_39.hmm	5.2e-127	7.025057	NODE_1771_length_11948_cov_7.025057_9
_152	GH36.hmm	2.2e-217	3.203274	NODE_1814_length_11641_cov_3.203274_4
_153	GH2.hmm	1.8e-181	2.127296	NODE_1899_length_11093_cov_2.127296_12
_154	GH35.hmm	2.7e-117	3.935908	NODE_1911_length_11048_cov_3.935908_1
_155	GH2.hmm	8.3e-218	3.272502	NODE_1922_length_11005_cov_3.272502_5
_156	GH110.hmm	2.1e-219	2.058111	NODE_2049_length_10334_cov_2.058111_4
_157	GH36.hmm	2.4e-264	4.368261	NODE_2053_length_10316_cov_4.368261_3
_158	GH130.hmm	5e-91	5.192909	NODE_2082_length_10136_cov_5.192909_8
_159	GH130.hmm	2.2e-83	2.035475	NODE_2088_length_10102_cov_2.035475_9
_160	GH84.hmm	2.3e-120	2.295818	NODE_2256_length_9469_cov_2.295818_1
_162	GH101.hmm	4.3e-206	1.768123	NODE_2441_length_8841_cov_1.768123_1
_163	GH13_29.hmm	4.5e-179	2.802688	NODE_2948_length_7611_cov_2.802688_7
_164	GH13_39.hmm	1e-119	2.092324	NODE_2969_length_7547_cov_2.092324_4
_165	GH112.hmm	3.6e-254	1.605018	NODE_3170_length_7070_cov_1.605018_1
_166	GH2.hmm	7.1e-178	2.513970	NODE_3348_length_6788_cov_2.513970_5
_167	GH112.hmm	4.7e-249	1.946677	NODE_3724_length_6265_cov_1.946677_3
_168	GH29.hmm	7.1e-84	2.156634	NODE_3773_length_6192_cov_2.156634_2
_169	GH84.hmm	1.8e-103	1.985463	NODE_3915_length_6011_cov_1.985463_1
_171	GH130.hmm	3e-89	1.861087	NODE_4037_length_5854_cov_1.861087_6
_172	GH2.hmm	1.4e-222	1.891441	NODE_4046_length_5843_cov_1.891441_5
_173	GH13_31.hmm	4.6e-101	1.646014	NODE_4496_length_5389_cov_1.646014_6
_174	GH36.hmm	1.6e-238	2.780478	NODE_4578_length_5320_cov_2.780478_1
_175	GH35.hmm	1.3e-125	1.802245	NODE_4637_length_5263_cov_1.802245_4
_176	GH2.hmm	6.3e-223	3.622638	NODE_4682_length_5228_cov_3.622638_2
_178	GH130.hmm	5.6e-93	1.748334	NODE_4715_length_5197_cov_1.748334_4
_179	GH29.hmm	1.8e-79	3.863563	NODE_4874_length_5057_cov_3.863563_5
_181	GH130.hmm	1.5e-49	3.122632	NODE_4933_length_5004_cov_3.122632_1
_182	GH2.hmm	6.2e-156	2.044659	NODE_5000_length_4954_cov_2.044659_1
_183	GH95.hmm	2.7e-259	1.708109	NODE_5026_length_4929_cov_1.708109_2
_184	GH13_39.hmm	5.8e-124	2.091511	NODE_5030_length_4925_cov_2.091511_3
_185	GH13_39.hmm	1.3e-111	1.669360	NODE_5032_length_4922_cov_1.669360_3
_186	GH2.hmm	2.7e-214	1.617377	NODE_5667_length_4457_cov_1.617377_1
_187	GH31.hmm	1e-137	1.393424	NODE_5766_length_4383_cov_1.393424_3
_188	GH2.hmm	1.8e-213	1.707940	NODE_5864_length_4327_cov_1.707940_2
_189	GH13_31.hmm	2.3e-61	1.950738	NODE_5924_length_4297_cov_1.950738_3
_190	GH84.hmm	2.7e-111	2.796875	NODE_6358_length_4063_cov_2.796875_2
_191	GH31.hmm	5.3e-47	3.761355	NODE_6678_length_3904_cov_3.761355_1
_192	GH130.hmm	5.2e-52	1.742972	NODE_6840_length_3830_cov_1.742972_2
_193	GH130.hmm	7.5e-13	1.742972	NODE_6840_length_3830_cov_1.742972_3
_194	GH29.hmm	1.3e-60	2.149632	NODE_6993_length_3764_cov_2.149632_1
_195	GH2.hmm	5.3e-110	2.004088	NODE_6994_length_3764_cov_2.004088_1
_196	GH31.hmm	4.4e-147	1.333236	NODE_7530_length_3531_cov_1.333236_1
_197	GH13_29.hmm	1.9e-43	2.026494	NODE_7645_length_3492_cov_2.026494_1
_198	GH112.hmm	1.2e-106	2.029891	NODE_7693_length_3474_cov_2.029891_1
_199	GH67.hmm	5.7e-252	1.544590	NODE_7736_length_3459_cov_1.544590_2
_200	GH112.hmm	1.3e-189	1.584812	NODE_8167_length_3308_cov_1.584812_3
_201	GH67.hmm	5.8e-268	1.443171	NODE_8370_length_3236_cov_1.443171_2
_202	GH2.hmm	5.5e-208	1.541774	NODE_8468_length_3207_cov_1.541774_2
_203	GH130.hmm	1.8e-14	2.637248	NODE_8870_length_3075_cov_2.637248_1
_204	GH35.hmm	4.4e-115	1.541850	NODE_8978_length_3046_cov_1.541850_3
_205	GH36.hmm	1.7e-157	1.762569	NODE_9868_length_2820_cov_1.762569_3
_206	GH29.hmm	7.3e-115	1.502067	NODE_10193_length_2756_cov_1.502067_2
_207	GH36.hmm	3.4e-190	2.716609	NODE_10562_length_2678_cov_2.716609_1
_209	GH130.hmm	1.9e-90	2.484290	NODE_11587_length_2482_cov_2.484290_3
_210	GH2.hmm	1.1e-174	1.704918	NODE_11640_length_2474_cov_1.704918_1
_212	GH130.hmm	2.1e-88	1.877646	NODE_11750_length_2457_cov_1.877646_2
_213	GH130.hmm	1.2e-81	1.550170	NODE_11799_length_2447_cov_1.550170_2
_214	GH31.hmm	1.1e-49	1.798718	NODE_11868_length_2435_cov_1.798718_1
_215	GH130.hmm	8.2e-53	1.587160	NODE_12447_length_2338_cov_1.587160_1
_216	GH110.hmm	1.7e-166	1.244624	NODE_12525_length_2327_cov_1.244624_2
_217	GH36.hmm	1.9e-173	1.638593	NODE_12989_length_2256_cov_1.638593_3
_218	GH112.hmm	5.2e-14	1.835066	NODE_13295_length_2211_cov_1.835066_4
_219	GH112.hmm	4.8e-141	2.061283	NODE_13364_length_2200_cov_2.061283_2
_220	GH35.hmm	5.9e-120	1.200667	NODE_13410_length_2193_cov_1.200667_1
_221	GH84.hmm	1.1e-09	1.323217	NODE_14334_length_2072_cov_1.323217_1
_222	GH31.hmm	2e-99	1.626396	NODE_14399_length_2065_cov_1.626396_1
_223	GH130.hmm	5.2e-85	1.714358	NODE_14455_length_2059_cov_1.714358_2
_224	GH42.hmm	3.2e-130	1.285939	NODE_14972_length_2001_cov_1.285939_1
_225	GH36.hmm	3.4e-211	1.330671	NODE_15220_length_1973_cov_1.330671_1
_226	GH13_39.hmm	7.6e-96	1.914601	NODE_15773_length_1910_cov_1.914601_3
_227	GH2.hmm	2.6e-134	1.890713	NODE_16303_length_1861_cov_1.890713_1
_228	GH110.hmm	1.7e-83	1.876579	NODE_16548_length_1837_cov_1.876579_2
_229	GH84.hmm	2.9e-102	1.251479	NODE_17182_length_1785_cov_1.251479_1
_230	GH35.hmm	1.8e-101	1.528494	NODE_17463_length_1762_cov_1.528494_1
_231	GH2.hmm	4.7e-85	1.506090	NODE_17767_length_1737_cov_1.506090_1
_232	GH13_31.hmm	1.2e-131	1.767311	NODE_18323_length_1698_cov_1.767311_2
_233	GH31.hmm	2e-144	1.379731	NODE_18884_length_1654_cov_1.379731_1
_234	GH84.hmm	2.4e-32	1.113338	NODE_20547_length_1542_cov_1.113338_3
_235	GH13_31.hmm	8.8e-97	1.462561	NODE_20833_length_1524_cov_1.462561_2
_236	GH84.hmm	5.3e-106	1.359769	NODE_21576_length_1482_cov_1.359769_1
_238	GH130.hmm	6.6e-81	1.941176	NODE_22061_length_1455_cov_1.941176_2
_239	GH95.hmm	1.2e-144	1.657016	NODE_22298_length_1442_cov_1.657016_1
_240	GH2.hmm	5e-113	1.752976	NODE_22349_length_1439_cov_1.752976_1
_241	GH95.hmm	3.5e-205	1.353435	NODE_23019_length_1405_cov_1.353435_1
_242	GH13_31.hmm	1.8e-111	1.100614	NODE_23198_length_1397_cov_1.100614_1
_243	GH27.hmm	6.2e-75	1.378251	NODE_23852_length_1364_cov_1.378251_1
_244	GH110.hmm	1.5e-126	1.611067	NODE_24306_length_1342_cov_1.611067_1
_245	GH36.hmm	1.4e-179	1.343499	NODE_24341_length_1341_cov_1.343499_1
_246	GH36.hmm	1.6e-58	1.305873	NODE_24756_length_1321_cov_1.305873_1
_247	GH2.hmm	6.4e-135	1.103533	NODE_24978_length_1312_cov_1.103533_1
_248	GH36.hmm	6e-124	2.274874	NODE_25655_length_1281_cov_2.274874_1
_249	GH36.hmm	5.1e-149	1.156596	NODE_25901_length_1270_cov_1.156596_1
_250	GH84.hmm	3.3e-101	1.490385	NODE_26634_length_1239_cov_1.490385_1
_251	GH112.hmm	2e-199	1.739328	NODE_27852_length_1196_cov_1.739328_1
_252	GH2.hmm	4.3e-86	1.542751	NODE_28583_length_1171_cov_1.542751_1
_253	GH67.hmm	3.8e-107	1.516908	NODE_29806_length_1130_cov_1.516908_1
_254	GH2.hmm	2.8e-117	1.510848	NODE_30478_length_1109_cov_1.510848_1
_255	GH31.hmm	4.6e-90	1.667015	NODE_32380_length_1053_cov_1.667015_1
_256	GH2.hmm	5e-76	1.049784	NODE_33688_length_1019_cov_1.049784_1
_257	GH130.hmm	6.2e-45	1.647577	NODE_34244_length_1003_cov_1.647577_1
_258	GH42.hmm	3.6e-125	1.416018	NODE_34589_length_994_cov_1.416018_1
_259	GH36.hmm	1.7e-114	1.386592	NODE_34749_length_990_cov_1.386592_1
_260	GH13_31.hmm	5.2e-127	1.002245	NODE_34939_length_986_cov_1.002245_1
_261	GH130.hmm	1.6e-73	1.596639	NODE_37481_length_928_cov_1.596639_1
_263	GH130.hmm	3.3e-27	1.172070	NODE_38946_length_897_cov_1.172070_2
_264	GH84.hmm	2.1e-87	1.196250	NODE_39043_length_895_cov_1.196250_1
_265	GH84.hmm	9.3e-55	1.673443	NODE_39705_length_882_cov_1.673443_1
_266	GH36.hmm	1.1e-71	1.417476	NODE_43390_length_816_cov_1.417476_1
_267	GH2.hmm	9.6e-52	1.312230	NODE_45071_length_790_cov_1.312230_1
_268	GH110.hmm	3.2e-102	1.772006	NODE_45177_length_788_cov_1.772006_1
_269	GH2.hmm	2.2e-81	1.374636	NODE_45688_length_781_cov_1.374636_1
_270	GH36.hmm	3.2e-106	1.310395	NODE_45907_length_778_cov_1.310395_1
_271	GH36.hmm	2.8e-39	1.128358	NODE_46784_length_765_cov_1.128358_1
_272	GH130.hmm	3.7e-16	1.451515	NODE_47432_length_755_cov_1.451515_1
_273	GH130.hmm	2.7e-38	1.451515	NODE_47432_length_755_cov_1.451515_2
_274	GH2.hmm	1.5e-91	1.213729	NODE_48811_length_736_cov_1.213729_1
_275	GH95.hmm	8.4e-70	1.890127	NODE_49698_length_723_cov_1.890127_1
_276	GH2.hmm	1.4e-47	1.611557	NODE_50027_length_718_cov_1.611557_1
_277	GH110.hmm	4.7e-23	1.870279	NODE_51097_length_704_cov_1.870279_1
_279	GH130.hmm	8.1e-75	1.315436	NODE_52193_length_691_cov_1.315436_1
_280	GH130.hmm	1.1e-43	1.037543	NODE_52991_length_681_cov_1.037543_1
_281	GH95.hmm	4.8e-97	1.401905	NODE_58130_length_620_cov_1.401905_1
_283	GH36.hmm	1.7e-98	1.506903	NODE_59812_length_602_cov_1.506903_1
_284	GH13_31.hmm	7.9e-52	0.886905	NODE_60163_length_599_cov_0.886905_1
_285	GH31.hmm	6.4e-64	2.544000	NODE_60446_length_595_cov_2.544000_1
_286	GH42.hmm	3.7e-13	0.908903	NODE_62115_length_578_cov_0.908903_1
_287	GH36.hmm	5.8e-59	1.303226	NODE_63787_length_560_cov_1.303226_1
_288	GH112.hmm	6.2e-28	1.140044	NODE_64579_length_552_cov_1.140044_1
_289	GH84.hmm	1.3e-48	1.008830	NODE_65014_length_548_cov_1.008830_1
_290	GH112.hmm	5.4e-33	1.116592	NODE_65724_length_541_cov_1.116592_2
_291	GH130.hmm	3.7e-52	1.638636	NODE_66326_length_535_cov_1.638636_1
_292	GH130.hmm	3.4e-36	1.432494	NODE_66667_length_532_cov_1.432494_2
_293	GH2.hmm	1.6e-35	1.329356	NODE_68633_length_514_cov_1.329356_1
_294	GH2.hmm	7.6e-43	0.884615	NODE_69032_length_511_cov_0.884615_1
_295	GH36.hmm	1.3e-54	1.259804	NODE_69891_length_503_cov_1.259804_1
_297	GH130.hmm	1.7e-51	1.130194	NODE_76499_length_456_cov_1.130194_1
_298	GH13_31.hmm	1.2e-37	1.249300	NODE_77203_length_452_cov_1.249300_1
_300	GH130.hmm	1.3e-49	0.924419	NODE_79712_length_439_cov_0.924419_1
_302	GH130.hmm	1e-32	1.847561	NODE_82962_length_423_cov_1.847561_1
_303	GH36.hmm	2.8e-67	0.984076	NODE_86690_length_409_cov_0.984076_1
_304	GH36.hmm	9.8e-68	0.761146	NODE_86758_length_409_cov_0.761146_1
_305	GH130.hmm	1.9e-23	1.237179	NODE_87173_length_407_cov_1.237179_1
_306	GH2.hmm	3.4e-43	1.183007	NODE_88981_length_401_cov_1.183007_1
_307	GH13_31.hmm	6.8e-51	0.942568	NODE_92303_length_391_cov_0.942568_1
_308	GH112.hmm	1.4e-51	1.143345	NODE_93314_length_388_cov_1.143345_1
_309	GH31.hmm	1.8e-18	1.045296	NODE_95549_length_382_cov_1.045296_1
_310	GH36.hmm	7.6e-59	0.783217	NODE_96054_length_381_cov_0.783217_1
_311	GH112.hmm	2.5e-62	0.787986	NODE_97262_length_378_cov_0.787986_1
_312	GH130.hmm	5.5e-26	0.985765	NODE_98004_length_376_cov_0.985765_1
_313	GH130.hmm	7.3e-34	0.992832	NODE_98839_length_374_cov_0.992832_1
_314	GH2.hmm	3.6e-20	1.018182	NODE_100474_length_370_cov_1.018182_1
_315	GH36.hmm	8.7e-43	0.621818	NODE_100638_length_370_cov_0.621818_1
_316	GH110.hmm	8.9e-32	2.055147	NODE_101525_length_367_cov_2.055147_1
_317	GH112.hmm	4.9e-62	1.442804	NODE_102102_length_366_cov_1.442804_1
_318	GH36.hmm	2.6e-52	1.392857	NODE_112325_length_347_cov_1.392857_1
_319	GH42.hmm	5.6e-40	2.179283	NODE_112774_length_346_cov_2.179283_1
_320	GH36.hmm	1.8e-53	0.936000	NODE_113864_length_345_cov_0.936000_1
_321	GH130.hmm	7.4e-31	1.716599	NODE_115379_length_342_cov_1.716599_1
_322	GH112.hmm	6.6e-42	0.921811	NODE_118376_length_338_cov_0.921811_1
_323	GH67.hmm	3.4e-63	0.925620	NODE_119092_length_337_cov_0.925620_1
_324	GH35.hmm	4.2e-47	0.686192	NODE_121470_length_334_cov_0.686192_1
_325	GH112.hmm	2.4e-58	1.138655	NODE_121860_length_333_cov_1.138655_1
_326	GH31.hmm	2.8e-42	0.877637	NODE_122859_length_332_cov_0.877637_1
_327	GH4.hmm	2e-28	0.724576	NODE_123639_length_331_cov_0.724576_1
_328	GH13_31.hmm	1.3e-59	1.206897	NODE_126332_length_327_cov_1.206897_1
_329	GH2.hmm	8.3e-24	1.675325	NODE_126998_length_326_cov_1.675325_1
_331	GH36.hmm	9.3e-55	0.973913	NODE_128240_length_325_cov_0.973913_1
_332	GH2.hmm	2e-42	1.213974	NODE_128922_length_324_cov_1.213974_1
_333	GH36.hmm	2.1e-48	0.855263	NODE_130111_length_323_cov_0.855263_1
_334	GH112.hmm	2.6e-44	0.726872	NODE_131139_length_322_cov_0.726872_1
_335	GH2.hmm	3.1e-11	0.991111	NODE_132722_length_320_cov_0.991111_1
_336	GH42.hmm	3.8e-24	1.486607	NODE_133234_length_319_cov_1.486607_1
