"","Season","Species","Mean","SD","SE"
"100","Summer","Bacteroides fluxus",0,0,0
"101","Summer","Bacteroides fragilis",2.49433212616717,0.844284425708623,0.487447840455482
"102","Summer","Bacteroides graminisolvens",0.0559284116331096,0.0968708505351721,0.0559284116331096
"103","Summer","Bacteroides heparinolyticus",0.0789326054088076,0.076573175739446,0.0442095436258737
"104","Summer","Bacteroides intestinalis",0,0,0
"105","Summer","Bacteroides luti",0,0,0
"106","Summer","Bacteroides massiliensis",0.137035448958937,0.0410534980785531,0.0237022481668284
"107","Summer","Bacteroides mediterraneensis",0.0279642058165548,0.0484354252675861,0.0279642058165548
"108","Summer","Bacteroides ndongoniae",0.144169892916813,0.129782542608296,0.0749299859110138
"109","Summer","Bacteroides nordii",0,0,0
"110","Summer","Bacteroides ovatus",0.278419761751913,0.0997992756958154,0.0576191386879087
"111","Summer","Bacteroides paurosaccharolyticus",0.0811070373258272,0.0768764679910613,0.0443846494889869
"112","Summer","Bacteroides plebeius",0.106896811225362,0.0928738394617415,0.0536207362139105
"113","Summer","Bacteroides reticulotermitis",0,0,0
"114","Summer","Bacteroides rodentium",0.144169892916813,0.129782542608296,0.0749299859110138
"115","Summer","Bacteroides salyersiae",0.0509683995922528,0.0882798576742547,0.0509683995922528
"116","Summer","Bacteroides sartorii",0.749803384095873,0.0724321678409516,0.0418187316009615
"117","Summer","Bacteroides sp. 214",0.0789326054088076,0.076573175739446,0.0442095436258737
"118","Summer","Bacteroides sp. 51",0,0,0
"119","Summer","Bacteroides sp. 519",0.0301386377335744,0.0522016518254634,0.0301386377335744
"120","Summer","Bacteroides sp. AF27-10BH",0,0,0
"121","Summer","Bacteroides sp. AF36-11BH",0.0882414812837037,0.0904943192825163,0.0522469195978927
"122","Summer","Bacteroides sp. AF39-16AC",0.0279642058165548,0.0484354252675861,0.0279642058165548
"123","Summer","Bacteroides sp. AM16-15",0,0,0
"124","Summer","Bacteroides sp. AM44-19",0.0301386377335744,0.0522016518254634,0.0301386377335744
"125","Summer","Bacteroides sp. An269",0.0509683995922528,0.0882798576742547,0.0509683995922528
"126","Summer","Bacteroides sp. An279",0,0,0
"127","Summer","Bacteroides sp. An322",0.0789326054088076,0.076573175739446,0.0442095436258737
"128","Summer","Bacteroides sp. AR29",0.0301386377335744,0.0522016518254634,0.0301386377335744
"129","Summer","Bacteroides sp. CAG:144",0.0811070373258272,0.0768764679910613,0.0443846494889869
"130","Summer","Bacteroides sp. CAG:189",0.0301386377335744,0.0522016518254634,0.0301386377335744
"131","Summer","Bacteroides sp. CAG:443",0.0279642058165548,0.0484354252675861,0.0279642058165548
"132","Summer","Bacteroides sp. CAG:462",0.109071243142382,0.0381011823541121,0.0219977278885896
"133","Summer","Bacteroides sp. CAG:530",0.0509683995922528,0.0882798576742547,0.0509683995922528
"134","Summer","Bacteroides sp. CAG:633",0.0279642058165548,0.0484354252675861,0.0279642058165548
"135","Summer","Bacteroides sp. CAG:709",0,0,0
"136","Summer","Bacteroides sp. CAG:754",0.241146680060462,0.194554561892455,0.112326128680679
"137","Summer","Bacteroides sp. CAG:927",0.571145989611445,0.201913298967962,0.116574697512118
"138","Summer","Bacteroides sp. D2",0.0559284116331096,0.0968708505351721,0.0559284116331096
"139","Summer","Bacteroides sp. D22",0.0301386377335744,0.0522016518254634,0.0301386377335744
"140","Summer","Bacteroides sp. KCTC 15687",0.0789326054088076,0.076573175739446,0.0442095436258737
"141","Summer","Bacteroides sp. KFT8",0,0,0
"142","Summer","Bacteroides sp. NM69_E16B",0.0559284116331096,0.0968708505351721,0.0559284116331096
"143","Summer","Bacteroides sp. OM08-17BH",0.0279642058165548,0.0484354252675861,0.0279642058165548
"144","Summer","Bacteroides stercoris",0.0279642058165548,0.0484354252675861,0.0279642058165548
"145","Summer","Bacteroides thetaiotaomicron",0.463638030179265,0.34710131262945,0.200399036282685
"146","Summer","Bacteroides timonensis",0.0301386377335744,0.0522016518254634,0.0301386377335744
"147","Summer","Bacteroides uniformis",0.627074401244555,0.229901447647786,0.132733662686534
"148","Summer","Bacteroides vulgatus",0.385316572977275,0.064890492537072,0.0374645433341259
"149","Summer","Bacteroides xylanisolvens",0.137035448958937,0.0410534980785531,0.0237022481668284
"150","Summer","Bacteroidetes bacterium",0.0509683995922528,0.0882798576742547,0.0509683995922528
"151","Summer","Bacteroidia bacterium 44-10",0,0,0
"152","Summer","Barnesiella sp. An22",0.0279642058165548,0.0484354252675861,0.0279642058165548
"153","Summer","Barnesiella sp. An55",0.0301386377335744,0.0522016518254634,0.0301386377335744
"154","Summer","Barnesiella sp. WM24",0.276245329834893,0.02741012666298,0.0158252440073932
"155","Summer","Barnesiella viscericola",0,0,0
"156","Summer","Beduini massiliensis",0,0,0
"157","Summer","Bifidobacterium longum",0,0,0
"158","Summer","Bifidobacterium margollesii",0.0811070373258272,0.0768764679910613,0.0443846494889869
"159","Summer","Bifidobacterium moukalabense",0,0,0
"160","Summer","Bilophila sp. 4_1_30",0,0,0
"161","Summer","Blautia hydrogenotrophica CAG:147",0.0559284116331096,0.0968708505351721,0.0559284116331096
"162","Summer","Blautia schinkii",0.190178280468209,0.111253729979143,0.064232370951808
"163","Summer","Blautia sp. AF25-12LB",0,0,0
"164","Summer","Blautia sp. BIOML-A1",0,0,0
"165","Summer","Blautia wexlerae",0.0811070373258272,0.0768764679910613,0.0443846494889869
"166","Summer","Bradyrhizobium sp. URHA0002",0,0,0
"167","Summer","Burkholderia ubonensis",0,0,0
"168","Summer","Butyricicoccus porcorum",0,0,0
"169","Summer","Butyricimonas faecihominis",0,0,0
"170","Summer","Butyricimonas synergistica",0,0,0
"171","Summer","Butyricimonas virosa",0.0301386377335744,0.0522016518254634,0.0301386377335744
"172","Summer","Butyrivibrio fibrisolvens",0.0509683995922528,0.0882798576742547,0.0509683995922528
"173","Summer","Butyrivibrio proteoclasticus",0.0509683995922528,0.0882798576742547,0.0509683995922528
"174","Summer","Butyrivibrio sp. AD3002",0,0,0
"175","Summer","Butyrivibrio sp. AE2032",0,0,0
"176","Summer","Butyrivibrio sp. AE3006",0.0279642058165548,0.0484354252675861,0.0279642058165548
"177","Summer","Butyrivibrio sp. CB08",0.0301386377335744,0.0522016518254634,0.0301386377335744
"178","Summer","Butyrivibrio sp. MC2021",0,0,0
"179","Summer","Butyrivibrio sp. NC2002",0.0301386377335744,0.0522016518254634,0.0301386377335744
"180","Summer","Butyrivibrio sp. NC3005",0.0301386377335744,0.0522016518254634,0.0301386377335744
"181","Summer","Butyrivibrio sp. ob235",0,0,0
"182","Summer","Butyrivibrio sp. VCB2001",0,0,0
"183","Summer","Butyrivibrio sp. VCB2006",0,0,0
"184","Summer","Butyrivibrio sp. VCD2006",0,0,0
"185","Summer","Butyrivibrio sp. WCD2001",0.0301386377335744,0.0522016518254634,0.0301386377335744
"186","Summer","Butyrivibrio sp. XB500-5",0,0,0
"187","Summer","Butyrivibrio sp. XBB1001",0,0,0
"188","Summer","Butyrivibrio sp. XPD2006",0,0,0
"189","Summer","Butyrivibrio sp. YAB3001",0,0,0
"190","Summer","Campylobacter coli",0,0,0
"191","Summer","Campylobacter cuniculorum",0,0,0
"192","Summer","Campylobacter jejuni",0,0,0
"193","Summer","Campylobacter sp. MIT 99-7217",0,0,0
"194","Summer","Candidatus Amulumruptor caecigallinarius",0.261938863727274,0.33024303585153,0.19066590564688
"195","Summer","Candidatus Falkowbacteria bacterium RIFCSPLOWO2_12_FULL_45_13",0,0,0
"196","Summer","Candidatus Gastranaerophilales bacterium HUM_18",0,0,0
"197","Summer","Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10",0.0279642058165548,0.0484354252675861,0.0279642058165548
"198","Summer","Candidatus Stoquefichus massiliensis",0.0279642058165548,0.0484354252675861,0.0279642058165548
"199","Summer","Candidatus Stoquefichus sp. SB1",0,0,0
"200","Summer","Candidatus Symbiothrix dinenymphae",0,0,0
"201","Summer","Candidatus Thermofonsia Clade 1 bacterium",0,0,0
"202","Summer","Candidatus Thioglobus singularis",0,0,0
"203","Summer","Candidatus Woesearchaeota archaeon CG10_big_fil_rev_8_21_14_0_10_44_13",0.0301386377335744,0.0522016518254634,0.0301386377335744
"204","Summer","Capnocytophaga sp. H4358",0.0279642058165548,0.0484354252675861,0.0279642058165548
"205","Summer","Caproiciproducens sp. NJN-50",0,0,0
"206","Summer","Carnobacterium alterfunditum",0.0509683995922528,0.0882798576742547,0.0509683995922528
"207","Summer","Cecembia lonarensis",0,0,0
"208","Summer","Chamaesiphon minutus",0.0301386377335744,0.0522016518254634,0.0301386377335744
"209","Summer","Chitinophagaceae bacterium",0,0,0
"210","Summer","Chlamydia trachomatis",0.0279642058165548,0.0484354252675861,0.0279642058165548
"211","Summer","Chryseobacterium joostei",0,0,0
"212","Summer","Clostridia bacterium",0.0279642058165548,0.0484354252675861,0.0279642058165548
"213","Summer","Clostridiaceae bacterium",0.137035448958937,0.0410534980785531,0.0237022481668284
"214","Summer","Clostridiaceae bacterium MS3",0.0301386377335744,0.0522016518254634,0.0301386377335744
"215","Summer","Clostridiaceae bacterium TF01-6",0,0,0
"216","Summer","Clostridiales bacterium",0.262550011934091,0.234718925418399,0.135515034774212
"217","Summer","Clostridiales bacterium 36_14",0.0279642058165548,0.0484354252675861,0.0279642058165548
"218","Summer","Clostridiales bacterium 41_12_two_minus",0.0301386377335744,0.0522016518254634,0.0301386377335744
"219","Summer","Clostridiales bacterium 41_21_two_genomes",0.0279642058165548,0.0484354252675861,0.0279642058165548
"220","Summer","Clostridiales bacterium 43-6",0,0,0
"221","Summer","Clostridiales bacterium 52_15",0,0,0
"222","Summer","Clostridiales bacterium CHKCI001",0.0811070373258272,0.0768764679910613,0.0443846494889869
"223","Summer","Clostridiales bacterium CHKCI006",0,0,0
"224","Summer","Clostridiales bacterium GWF2_36_10",0,0,0
"225","Summer","Clostridiales bacterium Marseille-P2846",0.0279642058165548,0.0484354252675861,0.0279642058165548
"226","Summer","Clostridiales bacterium Marseille-P5551",0,0,0
"227","Summer","Clostridiales bacterium NK3B98",0,0,0
"228","Summer","Clostridiales bacterium VE202-01",0,0,0
"229","Summer","Clostridiales bacterium VE202-07",0,0,0
"230","Summer","Clostridium botulinum",0.0279642058165548,0.0484354252675861,0.0279642058165548
"231","Summer","Clostridium butyricum",0,0,0
"232","Summer","Clostridium hathewayi CAG:224",0.0279642058165548,0.0484354252675861,0.0279642058165548
"233","Summer","Clostridium indicum",0,0,0
"234","Summer","Clostridium magnum",0,0,0
"235","Summer","Clostridium oryzae",0,0,0
"236","Summer","Clostridium paraputrificum",0,0,0
"237","Summer","Clostridium perfringens",0.141384312792976,0.135990375285202,0.0785140797781097
"238","Summer","Clostridium puniceum",0.0279642058165548,0.0484354252675861,0.0279642058165548
"239","Summer","Clostridium saccharobutylicum",0,0,0
"240","Summer","Clostridium saccharoperbutylacetonicum",0.0279642058165548,0.0484354252675861,0.0279642058165548
"241","Summer","Clostridium sp.",0,0,0
"242","Summer","Clostridium sp. 1001175st1 A10",0,0,0
"243","Summer","Clostridium sp. 27_14",0.0279642058165548,0.0484354252675861,0.0279642058165548
"244","Summer","Clostridium sp. 3-3",0,0,0
"245","Summer","Clostridium sp. 7_3_54FAA",0.0301386377335744,0.0522016518254634,0.0301386377335744
"246","Summer","Clostridium sp. Ade.TY",0,0,0
"247","Summer","Clostridium sp. AF21-20LB",0,0,0
"248","Summer","Clostridium sp. AM30-24",0.0811070373258272,0.0768764679910613,0.0443846494889869
"249","Summer","Clostridium sp. AM33-3",0.0279642058165548,0.0484354252675861,0.0279642058165548
"250","Summer","Clostridium sp. AM48-13",0,0,0
"251","Summer","Clostridium sp. AM58-1XD",0.0509683995922528,0.0882798576742547,0.0509683995922528
"252","Summer","Clostridium sp. ASF356",0,0,0
"253","Summer","Clostridium sp. BL-8",0,0,0
"254","Summer","Clostridium sp. BSD2780061688st1 E8",0.0279642058165548,0.0484354252675861,0.0279642058165548
"255","Summer","Clostridium sp. C105KSO13",0,0,0
"256","Summer","Clostridium sp. C105KSO15",0.0279642058165548,0.0484354252675861,0.0279642058165548
"257","Summer","Clostridium sp. CAG:1013",0,0,0
"258","Summer","Clostridium sp. CAG:12237_41",0.0301386377335744,0.0522016518254634,0.0301386377335744
"259","Summer","Clostridium sp. CAG:269",0.0301386377335744,0.0522016518254634,0.0301386377335744
"260","Summer","Clostridium sp. CAG:288",0.0279642058165548,0.0484354252675861,0.0279642058165548
"261","Summer","Clostridium sp. CAG:343",0,0,0
"262","Summer","Clostridium sp. CAG:354_28_25",0.0279642058165548,0.0484354252675861,0.0279642058165548
"263","Summer","Clostridium sp. CAG:413",0,0,0
"264","Summer","Clostridium sp. CAG:440",0,0,0
"265","Summer","Clostridium sp. CAG:452",0,0,0
"266","Summer","Clostridium sp. CAG:510",0,0,0
"267","Summer","Clostridium sp. CAG:575",0,0,0
"268","Summer","Clostridium sp. CAG:594",0.0559284116331096,0.0968708505351721,0.0559284116331096
"269","Summer","Clostridium sp. CAG:632",0.0301386377335744,0.0522016518254634,0.0301386377335744
"270","Summer","Clostridium sp. CAG:7",0,0,0
"271","Summer","Clostridium sp. CAG:762",0,0,0
"272","Summer","Clostridium sp. CAG:793",0,0,0
"273","Summer","Clostridium sp. CAG:798",0,0,0
"274","Summer","Clostridium sp. CAG:964",0,0,0
"275","Summer","Clostridium sp. CT4",0.0301386377335744,0.0522016518254634,0.0301386377335744
"276","Summer","Clostridium sp. HBUAS56010",0,0,0
"277","Summer","Clostridium sp. Marseille-P3244",0,0,0
"278","Summer","Clostridium sp. Marseille-P7770",0,0,0
"279","Summer","Clostridium sp. SN20",0.0301386377335744,0.0522016518254634,0.0301386377335744
"280","Summer","Clostridium sporogenes",0,0,0
"281","Summer","Clostridium transplantifaecale",0.0301386377335744,0.0522016518254634,0.0301386377335744
"282","Summer","Cohnella sp. K2E09-144",0.0301386377335744,0.0522016518254634,0.0301386377335744
"283","Summer","Colidextribacter sp. OB.20",0,0,0
"284","Summer","Collinsella sp. AF31-11",0,0,0
"285","Summer","Collinsella sp. BA40",0.0509683995922528,0.0882798576742547,0.0509683995922528
"286","Summer","Collinsella tanakaei",0.0581028435501293,0.0504241377548694,0.0291123895064286
"287","Summer","Comamonas sp. CAH-2",0,0,0
"288","Summer","Coprobacillus cateniformis",0,0,0
"289","Summer","Coprobacter secundus",0.0279642058165548,0.0484354252675861,0.0279642058165548
"290","Summer","Coprococcus catus",0,0,0
"291","Summer","Coprococcus comes",0.0279642058165548,0.0484354252675861,0.0279642058165548
"292","Summer","Coprococcus eutactus",0,0,0
"293","Summer","Coprococcus sp. AF27-8",0,0,0
"294","Summer","Coriobacteriaceae bacterium",0,0,0
"295","Summer","Coriobacteriaceae bacterium CHKCI002",0.0301386377335744,0.0522016518254634,0.0301386377335744
"296","Summer","Cuneatibacter caecimuris",0.0301386377335744,0.0522016518254634,0.0301386377335744
"297","Summer","Cyclobacteriaceae bacterium CUG 91308",0,0,0
"298","Summer","Dehalobacterium formicoaceticum",0,0,0
"299","Summer","Deltaproteobacteria bacterium HGW-Deltaproteobacteria-13",0,0,0
"300","Summer","Dermatophilus congolensis",0,0,0
"301","Summer","Desulfallas arcticus",0,0,0
"302","Summer","Desulfobacter postgatei",0,0,0
"303","Summer","Desulfopila sp. IMCC35005",0.0811070373258272,0.0768764679910613,0.0443846494889869
"304","Summer","Desulfosporosinus sp. BG",0,0,0
"305","Summer","Desulfosporosinus sp. Sb-LF",0,0,0
"306","Summer","Desulfotomaculum ferrireducens",0,0,0
"307","Summer","Desulfotomaculum sp. OF05-3",0.0301386377335744,0.0522016518254634,0.0301386377335744
"308","Summer","Desulfovibrio desulfuricans",0,0,0
"309","Summer","Desulfovibrio piger",0,0,0
"310","Summer","Desulfovibrio sp. MES5",0,0,0
"311","Summer","Desulfovibrio sp. ZJ200",0,0,0
"312","Summer","Desulfovibrio sp. ZJ369",0,0,0
"313","Summer","Desulfovibrio termitidis",0,0,0
"314","Summer","Desulfovibrionaceae bacterium",0.596324615304163,0.278564237093976,0.16082913727281
"315","Summer","Desulfuromonas sp.",0.0279642058165548,0.0484354252675861,0.0279642058165548
"316","Summer","Dorea formicigenerans",0,0,0
"317","Summer","Dorea longicatena",0.0279642058165548,0.0484354252675861,0.0279642058165548
"318","Summer","Dorea sp. 5-2",0.0509683995922528,0.0882798576742547,0.0509683995922528
"319","Summer","Dorea sp. AGR2135",0.0301386377335744,0.0522016518254634,0.0301386377335744
"320","Summer","Dorea sp. CAG:317",0,0,0
"321","Summer","Drancourtella sp. An12",0.0581028435501293,0.0504241377548694,0.0291123895064286
"322","Summer","Drancourtella sp. An210",0.0301386377335744,0.0522016518254634,0.0301386377335744
"323","Summer","Drancourtella sp. An57",0,0,0
"324","Summer","Duganella sp. FT50W",0.0811070373258272,0.0768764679910613,0.0443846494889869
"325","Summer","Duncaniella sp. TLL-A3",0.0279642058165548,0.0484354252675861,0.0279642058165548
"326","Summer","Dyadobacter luticola",0.0811070373258272,0.0768764679910613,0.0443846494889869
"327","Summer","Dyadobacter sp. 50-39",0.0509683995922528,0.0882798576742547,0.0509683995922528
"328","Summer","Dysgonomonas macrotermitis",0,0,0
"329","Summer","Dysgonomonas mossii",0,0,0
"330","Summer","Dysgonomonas sp. 216",0.0581028435501293,0.0504241377548694,0.0291123895064286
"331","Summer","Dysgonomonas sp. 25",0.0811070373258272,0.0768764679910613,0.0443846494889869
"332","Summer","Dysgonomonas sp. 511",0.0279642058165548,0.0484354252675861,0.0279642058165548
"333","Summer","Dysgonomonas sp. 520",0,0,0
"334","Summer","Echinicola strongylocentroti",0.0509683995922528,0.0882798576742547,0.0509683995922528
"335","Summer","Eggerthellales bacterium",0.0301386377335744,0.0522016518254634,0.0301386377335744
"336","Summer","Eisenbergiella massiliensis",0.137035448958937,0.0410534980785531,0.0237022481668284
"337","Summer","Eisenbergiella sp. OF01-20",0.0279642058165548,0.0484354252675861,0.0279642058165548
"338","Summer","Eisenbergiella tayi",0.0882414812837037,0.0904943192825163,0.0522469195978927
"339","Summer","Elizabethkingia ursingii",0.0789326054088076,0.076573175739446,0.0442095436258737
"340","Summer","Elusimicrobium sp. An273",0,0,0
"341","Summer","Enterocloster aldensis",0.0279642058165548,0.0484354252675861,0.0279642058165548
"342","Summer","Enterocloster citroniae",0.0301386377335744,0.0522016518254634,0.0301386377335744
"343","Summer","Enterococcus casseliflavus",0,0,0
"344","Summer","Enterococcus faecium",0.0301386377335744,0.0522016518254634,0.0301386377335744
"345","Summer","Enterococcus termitis",0,0,0
"346","Summer","Epulopiscium sp. AS2M-Bin002",0,0,0
"347","Summer","Erysipelotrichaceae bacterium",0,0,0
"348","Summer","Eubacterium coprostanoligenes",0.0279642058165548,0.0484354252675861,0.0279642058165548
"349","Summer","Eubacterium plexicaudatum",0.0279642058165548,0.0484354252675861,0.0279642058165548
"350","Summer","Eubacterium sp. 41_20",0,0,0
"351","Summer","Eubacterium sp. AB3007",0,0,0
"352","Summer","Eubacterium sp. CAG:115",0.0509683995922528,0.0882798576742547,0.0509683995922528
"353","Summer","Eubacterium sp. CAG:161",0,0,0
"354","Summer","Eubacterium sp. CAG:180",0.0581028435501293,0.0504241377548694,0.0291123895064286
"355","Summer","Eubacterium sp. CAG:192",0,0,0
"356","Summer","Eubacterium sp. CAG:251",0.0279642058165548,0.0484354252675861,0.0279642058165548
"357","Summer","Eubacterium sp. CAG:274",0.0279642058165548,0.0484354252675861,0.0279642058165548
"358","Summer","Eubacterium sp. CAG:38",0.0279642058165548,0.0484354252675861,0.0279642058165548
"359","Summer","Eubacterium sp. ER2",0,0,0
"360","Summer","Eubacterium sp. TM06-47",0.0279642058165548,0.0484354252675861,0.0279642058165548
"361","Summer","Eubacterium ventriosum",0.0279642058165548,0.0484354252675861,0.0279642058165548
"362","Summer","Facklamia sourekii",0.0279642058165548,0.0484354252675861,0.0279642058165548
"363","Summer","Faecalibacterium prausnitzii",0.109071243142382,0.0381011823541121,0.0219977278885896
"364","Summer","Faecalibacterium sp. An121",0,0,0
"365","Summer","Faecalibacterium sp. An122",0,0,0
"366","Summer","Faecalibacterium sp. CAG:74_58_120",0,0,0
"367","Summer","Faecalicatena fissicatena",0,0,0
