ORF	predicted_protein	Full_Seq_E-value	Coverage	Location
_82	GH95.hmm	1.2e-262	2.942454	NODE_414_length_49377_cov_2.942454_29
_83	GH84.hmm	1.4e-105	8.162685	NODE_417_length_49325_cov_8.162685_5
_84	GH2.hmm	7.5e-198	8.162685	NODE_417_length_49325_cov_8.162685_13
_85	GH2.hmm	1.5e-215	11.739784	NODE_435_length_48155_cov_11.739784_20
_86	GH29.hmm	2.7e-82	14.976574	NODE_437_length_47906_cov_14.976574_13
_87	GH35.hmm	2.1e-118	13.331305	NODE_439_length_47743_cov_13.331305_6
_88	GH110.hmm	2.2e-203	11.111740	NODE_445_length_47437_cov_11.111740_21
_89	GH29.hmm	1.8e-79	4.116265	NODE_446_length_47203_cov_4.116265_36
_90	GH2.hmm	5.2e-195	11.032712	NODE_452_length_46744_cov_11.032712_21
_91	GH95.hmm	7.4e-268	12.721189	NODE_463_length_46223_cov_12.721189_21
_92	GH31.hmm	2.3e-145	12.721189	NODE_463_length_46223_cov_12.721189_22
_93	GH2.hmm	5.9e-106	3.667251	NODE_468_length_45718_cov_3.667251_11
_94	GH84.hmm	1.7e-100	3.932782	NODE_471_length_45425_cov_3.932782_17
_95	GH35.hmm	1.1e-120	3.974116	NODE_526_length_41511_cov_3.974116_32
_96	GH130.hmm	4.5e-91	2.795311	NODE_528_length_41387_cov_2.795311_9
_97	GH2.hmm	5.3e-223	4.252064	NODE_554_length_39700_cov_4.252064_8
_98	GH29.hmm	4.7e-84	2.472167	NODE_573_length_38880_cov_2.472167_13
_99	GH2.hmm	1.1e-234	14.505014	NODE_607_length_36995_cov_14.505014_11
_100	GH110.hmm	2.4e-195	3.008993	NODE_636_length_35791_cov_3.008993_23
_101	GH2.hmm	4.8e-223	4.049580	NODE_643_length_35432_cov_4.049580_13
_103	GH130.hmm	1.4e-89	13.876573	NODE_678_length_34115_cov_13.876573_22
_104	GH2.hmm	1e-223	13.876573	NODE_678_length_34115_cov_13.876573_24
_105	GH36.hmm	5.3e-219	3.058129	NODE_680_length_33796_cov_3.058129_13
_106	GH84.hmm	1.5e-111	3.107715	NODE_688_length_33628_cov_3.107715_7
_107	GH110.hmm	6.1e-205	11.198060	NODE_700_length_32979_cov_11.198060_24
_108	GH2.hmm	1.8e-215	3.467770	NODE_706_length_32859_cov_3.467770_3
_109	GH29.hmm	3.5e-76	13.433129	NODE_757_length_30878_cov_13.433129_17
_111	GH130.hmm	3.1e-91	2.522594	NODE_760_length_30855_cov_2.522594_19
_112	GH2.hmm	2e-113	12.407156	NODE_782_length_30140_cov_12.407156_9
_113	GH84.hmm	3.5e-113	3.855908	NODE_786_length_29937_cov_3.855908_13
_114	GH67.hmm	2.9e-268	11.787115	NODE_795_length_29571_cov_11.787115_5
_115	GH29.hmm	3.2e-76	3.644473	NODE_801_length_29367_cov_3.644473_27
_116	GH95.hmm	1e-279	16.031741	NODE_802_length_29363_cov_16.031741_20
_117	GH84.hmm	1.2e-105	12.130175	NODE_818_length_28933_cov_12.130175_1
_118	GH110.hmm	5.1e-205	21.093193	NODE_821_length_28874_cov_21.093193_6
_119	GH2.hmm	1.5e-211	2.891479	NODE_834_length_28541_cov_2.891479_17
_120	GH2.hmm	8.3e-218	11.169928	NODE_855_length_27948_cov_11.169928_14
_121	GH2.hmm	2e-184	11.467842	NODE_859_length_27895_cov_11.467842_4
_123	GH130.hmm	4.6e-90	11.467842	NODE_859_length_27895_cov_11.467842_14
_124	GH2.hmm	1e-218	12.241413	NODE_867_length_27753_cov_12.241413_16
_125	GH130.hmm	1.1e-88	12.678184	NODE_879_length_27446_cov_12.678184_5
_126	GH29.hmm	5.8e-74	3.070484	NODE_918_length_26328_cov_3.070484_1
_127	GH2.hmm	2.8e-182	3.070484	NODE_918_length_26328_cov_3.070484_2
_128	GH84.hmm	5.4e-106	4.022788	NODE_977_length_25108_cov_4.022788_16
_129	GH29.hmm	2.2e-86	53.172756	NODE_1005_length_24291_cov_53.172756_35
_130	GH130.hmm	2.7e-89	8.345835	NODE_1045_length_23265_cov_8.345835_10
_132	GH130.hmm	1.1e-89	3.331499	NODE_1052_length_23169_cov_3.331499_14
_133	GH2.hmm	1.3e-223	3.064344	NODE_1063_length_22910_cov_3.064344_11
_134	GH2.hmm	5.5e-203	2.154476	NODE_1093_length_22312_cov_2.154476_4
_135	GH84.hmm	5.3e-101	3.005378	NODE_1100_length_22224_cov_3.005378_17
_136	GH29.hmm	3.8e-82	3.603157	NODE_1136_length_21572_cov_3.603157_13
_137	GH36.hmm	2.3e-203	2.849835	NODE_1150_length_21265_cov_2.849835_9
_138	GH29.hmm	2e-83	2.488758	NODE_1152_length_21177_cov_2.488758_1
_139	GH2.hmm	7.9e-214	2.488758	NODE_1152_length_21177_cov_2.488758_5
_140	GH84.hmm	9e-107	2.652055	NODE_1254_length_19417_cov_2.652055_14
_141	GH2.hmm	8.7e-222	4.998942	NODE_1279_length_19006_cov_4.998942_12
_142	GH130.hmm	1.2e-81	2.743728	NODE_1318_length_18392_cov_2.743728_15
_143	GH2.hmm	2.4e-201	13.576428	NODE_1516_length_15953_cov_13.576428_12
_144	GH2.hmm	9.3e-220	2.903738	NODE_1527_length_15854_cov_2.903738_3
_145	GH27.hmm	1.8e-62	3.905912	NODE_1576_length_15421_cov_3.905912_6
_146	GH38.hmm	1.6e-83	1.877459	NODE_1626_length_14988_cov_1.877459_6
_148	GH130.hmm	2.1e-88	3.214868	NODE_1710_length_14071_cov_3.214868_8
_149	GH38.hmm	1.2e-83	2.095163	NODE_1718_length_13966_cov_2.095163_3
_150	GH95.hmm	1.5e-298	13.078437	NODE_1758_length_13609_cov_13.078437_3
_151	GH110.hmm	1e-52	3.946382	NODE_1779_length_13486_cov_3.946382_1
_152	GH130.hmm	1.5e-90	12.238625	NODE_1780_length_13480_cov_12.238625_8
_154	GH130.hmm	1.4e-95	3.405235	NODE_1792_length_13391_cov_3.405235_2
_155	GH35.hmm	8e-117	3.508207	NODE_1862_length_12889_cov_3.508207_5
_156	GH84.hmm	3.2e-111	3.982023	NODE_2037_length_11610_cov_3.982023_3
_157	GH84.hmm	1.2e-111	2.063114	NODE_2042_length_11598_cov_2.063114_6
_158	GH84.hmm	1.4e-107	2.703529	NODE_2052_length_11570_cov_2.703529_14
_159	GH2.hmm	1.5e-183	2.954790	NODE_2081_length_11420_cov_2.954790_6
_160	GH13_36.hmm	4.5e-104	1.806284	NODE_2203_length_10853_cov_1.806284_2
_161	GH112.hmm	0	2.132175	NODE_2347_length_10165_cov_2.132175_6
_162	GH84.hmm	1.1e-107	1.807279	NODE_2412_length_9876_cov_1.807279_6
_163	GH13_39.hmm	1.1e-123	2.002182	NODE_2465_length_9717_cov_2.002182_3
_164	GH13_29.hmm	8.4e-171	2.859159	NODE_2509_length_9517_cov_2.859159_3
_165	GH95.hmm	9.1e-286	3.990948	NODE_2635_length_9043_cov_3.990948_2
_166	GH29.hmm	1.6e-80	11.901356	NODE_2664_length_8945_cov_11.901356_7
_167	GH35.hmm	6.7e-116	2.163226	NODE_2681_length_8862_cov_2.163226_5
_168	GH36.hmm	2e-244	2.007418	NODE_2832_length_8318_cov_2.007418_2
_169	GH42.hmm	1.4e-47	2.054683	NODE_2887_length_8178_cov_2.054683_1
_170	GH110.hmm	3.3e-75	3.058941	NODE_2899_length_8137_cov_3.058941_1
_171	GH13_31.hmm	3.2e-165	2.213043	NODE_2917_length_8084_cov_2.213043_3
_172	GH13_31.hmm	2e-172	1.994715	NODE_2936_length_8042_cov_1.994715_3
_173	GH110.hmm	1.5e-147	2.653649	NODE_2984_length_7905_cov_2.653649_7
_174	GH2.hmm	4.4e-216	2.114449	NODE_3231_length_7286_cov_2.114449_2
_175	GH2.hmm	1.7e-108	3.751511	NODE_3271_length_7210_cov_3.751511_1
_176	GH2.hmm	4.3e-224	3.036431	NODE_3423_length_6875_cov_3.036431_3
_177	GH35.hmm	7.9e-119	4.065450	NODE_3451_length_6833_cov_4.065450_3
_178	GH112.hmm	2.8e-305	1.652266	NODE_3500_length_6738_cov_1.652266_5
_179	GH84.hmm	1.5e-120	3.042273	NODE_3567_length_6624_cov_3.042273_5
_180	GH84.hmm	1.3e-51	1.456438	NODE_3593_length_6580_cov_1.456438_5
_181	GH35.hmm	2.7e-117	9.758621	NODE_3755_length_6359_cov_9.758621_4
_182	GH84.hmm	4.4e-15	2.485714	NODE_3783_length_6325_cov_2.485714_3
_183	GH84.hmm	6.8e-51	2.485714	NODE_3783_length_6325_cov_2.485714_4
_184	GH67.hmm	6.7e-268	1.700660	NODE_3883_length_6155_cov_1.700660_7
_185	GH35.hmm	5.8e-115	2.019361	NODE_3900_length_6138_cov_2.019361_4
_186	GH13_31.hmm	1.4e-135	2.116130	NODE_3994_length_6028_cov_2.116130_1
_187	GH36.hmm	1.2e-268	2.309618	NODE_4085_length_5928_cov_2.309618_3
_188	GH95.hmm	7.6e-294	1.767799	NODE_4314_length_5629_cov_1.767799_2
_189	GH2.hmm	6.8e-98	2.148348	NODE_4453_length_5481_cov_2.148348_3
_190	GH36.hmm	8e-204	1.746792	NODE_4535_length_5395_cov_1.746792_5
_191	GH110.hmm	5.8e-217	1.992527	NODE_4858_length_5046_cov_1.992527_2
_192	GH36.hmm	4e-209	9.386224	NODE_5141_length_4828_cov_9.386224_3
_193	GH2.hmm	4.6e-99	2.276418	NODE_5267_length_4751_cov_2.276418_2
_195	GH130.hmm	4.3e-92	1.394479	NODE_5487_length_4587_cov_1.394479_2
_196	GH84.hmm	1.8e-104	1.994953	NODE_5664_length_4454_cov_1.994953_5
_197	GH84.hmm	2.6e-102	2.461876	NODE_5711_length_4423_cov_2.461876_4
_199	GH130.hmm	6.3e-95	1.468455	NODE_5991_length_4232_cov_1.468455_2
_200	GH36.hmm	1.4e-208	2.204728	NODE_6050_length_4198_cov_2.204728_2
_201	GH36.hmm	5.4e-214	14.902642	NODE_6273_length_4070_cov_14.902642_3
_202	GH36.hmm	3.3e-192	1.701128	NODE_6605_length_3906_cov_1.701128_2
_203	GH29.hmm	6.5e-81	3.597245	NODE_6973_length_3725_cov_3.597245_3
_204	GH110.hmm	3.3e-167	3.952941	NODE_7316_length_3580_cov_3.952941_2
_205	GH112.hmm	1.7e-234	2.466647	NODE_7720_length_3408_cov_2.466647_1
_206	GH2.hmm	1.9e-194	1.868847	NODE_7837_length_3366_cov_1.868847_2
_207	GH130.hmm	6e-93	1.728065	NODE_8003_length_3309_cov_1.728065_1
_209	GH84.hmm	6.4e-94	2.491138	NODE_8312_length_3198_cov_2.491138_1
_210	GH112.hmm	5.8e-126	2.915721	NODE_8375_length_3180_cov_2.915721_1
_211	GH36.hmm	1.6e-267	1.807603	NODE_8676_length_3094_cov_1.807603_2
_212	GH112.hmm	9.2e-238	1.823332	NODE_8743_length_3078_cov_1.823332_1
_213	GH2.hmm	2.7e-176	1.828492	NODE_9089_length_2987_cov_1.828492_2
_214	GH36.hmm	2.4e-246	1.686212	NODE_9433_length_2909_cov_1.686212_2
_215	GH2.hmm	5.8e-219	1.592244	NODE_10109_length_2751_cov_1.592244_1
_216	GH35.hmm	7.1e-120	1.755274	NODE_10308_length_2702_cov_1.755274_3
_217	GH42.hmm	7e-85	2.371834	NODE_10313_length_2701_cov_2.371834_3
_218	GH36.hmm	4.9e-147	1.885626	NODE_10396_length_2683_cov_1.885626_1
_219	GH130.hmm	5.6e-88	1.714454	NODE_10600_length_2641_cov_1.714454_2
_220	GH3.hmm	2.3e-29	1.176752	NODE_10793_length_2607_cov_1.176752_2
_221	GH35.hmm	3.3e-115	1.519215	NODE_10863_length_2593_cov_1.519215_2
_222	GH95.hmm	1e-238	1.782961	NODE_11022_length_2560_cov_1.782961_1
_224	GH130.hmm	9e-94	2.098039	NODE_11696_length_2441_cov_2.098039_2
_225	GH112.hmm	2.5e-161	2.025506	NODE_12107_length_2369_cov_2.025506_2
_227	GH130.hmm	7.5e-42	1.472503	NODE_12121_length_2368_cov_1.472503_2
_228	GH2.hmm	3.3e-184	1.836679	NODE_12673_length_2287_cov_1.836679_1
_230	GH130.hmm	3.7e-89	1.384873	NODE_13409_length_2184_cov_1.384873_1
_231	GH13_31.hmm	7.8e-170	1.760116	NODE_13517_length_2171_cov_1.760116_1
_232	GH2.hmm	5.3e-129	1.641872	NODE_13861_length_2125_cov_1.641872_2
_233	GH13_31.hmm	4.7e-102	1.730400	NODE_14313_length_2072_cov_1.730400_1
_234	GH2.hmm	2.8e-144	1.509974	NODE_14516_length_2050_cov_1.509974_1
_237	GH13_39.hmm	3.8e-118	1.202552	NODE_15217_length_1976_cov_1.202552_2
_238	GH130.hmm	4.2e-42	1.612267	NODE_15267_length_1970_cov_1.612267_1
_239	GH84.hmm	1.8e-105	1.461414	NODE_15475_length_1948_cov_1.461414_1
_240	GH110.hmm	8.3e-174	1.712437	NODE_16286_length_1872_cov_1.712437_2
_241	GH36.hmm	3.1e-189	4.494044	NODE_16438_length_1858_cov_4.494044_1
_242	GH4.hmm	4.5e-17	1.311005	NODE_17515_length_1767_cov_1.311005_2
_243	GH35.hmm	3e-11	3.713942	NODE_17607_length_1759_cov_3.713942_1
_244	GH36.hmm	9.8e-237	1.644712	NODE_18733_length_1674_cov_1.644712_1
_245	GH36.hmm	5.1e-150	1.552219	NODE_19423_length_1627_cov_1.552219_2
_246	GH35.hmm	2.3e-88	1.486397	NODE_19787_length_1602_cov_1.486397_1
_248	GH110.hmm	4.2e-39	1.219341	NODE_21071_length_1522_cov_1.219341_1
_249	GH29.hmm	8.1e-82	1.707282	NODE_21725_length_1482_cov_1.707282_1
_250	GH36.hmm	8.4e-174	1.445277	NODE_22714_length_1429_cov_1.445277_1
_251	GH110.hmm	1.9e-131	2.644966	NODE_22963_length_1416_cov_2.644966_1
_252	GH29.hmm	6.4e-90	1.634013	NODE_23935_length_1371_cov_1.634013_1
_253	GH35.hmm	2e-91	1.053183	NODE_24837_length_1336_cov_1.053183_2
_254	GH36.hmm	1.2e-161	1.427994	NODE_24925_length_1331_cov_1.427994_1
_255	GH2.hmm	2.1e-129	1.579082	NODE_26401_length_1271_cov_1.579082_1
_256	GH2.hmm	2.9e-85	1.469475	NODE_26760_length_1258_cov_1.469475_1
_257	GH13_31.hmm	9.1e-129	2.207106	NODE_26991_length_1249_cov_2.207106_1
_258	GH36.hmm	2.8e-133	1.592952	NODE_27499_length_1230_cov_1.592952_1
_259	GH35.hmm	8.7e-120	1.284581	NODE_27507_length_1230_cov_1.284581_2
_260	GH110.hmm	1.4e-85	1.066303	NODE_28528_length_1196_cov_1.066303_2
_261	GH2.hmm	2.1e-45	1.243858	NODE_28586_length_1194_cov_1.243858_1
_262	GH36.hmm	1.3e-49	1.260062	NODE_32876_length_1064_cov_1.260062_1
_263	GH95.hmm	1.2e-150	1.834563	NODE_33638_length_1044_cov_1.834563_1
_264	GH13_39.hmm	7.6e-107	1.051948	NODE_34663_length_1019_cov_1.051948_1
_265	GH29.hmm	2e-49	1.301754	NODE_37619_length_950_cov_1.301754_1
_266	GH95.hmm	5.4e-123	1.908019	NODE_37925_length_943_cov_1.908019_1
_267	GH138.hmm	1.6e-07	1.023002	NODE_39062_length_921_cov_1.023002_1
_268	GH67.hmm	5.4e-146	1.087485	NODE_39205_length_918_cov_1.087485_1
_269	GH2.hmm	1.1e-23	2.193431	NODE_39216_length_917_cov_2.193431_1
_270	GH36.hmm	7.2e-127	1.496807	NODE_41298_length_878_cov_1.496807_1
_271	GH112.hmm	3.6e-128	1.456072	NODE_41784_length_869_cov_1.456072_1
_273	GH130.hmm	1.1e-72	1.199741	NODE_41966_length_866_cov_1.199741_1
_274	GH31.hmm	4.7e-79	1.270696	NODE_42539_length_856_cov_1.270696_1
_275	GH110.hmm	3.1e-76	1.153947	NODE_42600_length_855_cov_1.153947_1
_276	GH36.hmm	1.4e-102	0.960916	NODE_43626_length_837_cov_0.960916_1
_277	GH13_31.hmm	1.2e-69	1.446575	NODE_44301_length_825_cov_1.446575_1
_278	GH36.hmm	6.1e-73	0.935673	NODE_47336_length_779_cov_0.935673_1
_279	GH2.hmm	6.7e-88	1.324926	NODE_48020_length_769_cov_1.324926_1
_280	GH36.hmm	3.9e-89	1.141159	NODE_48096_length_768_cov_1.141159_1
_281	GH84.hmm	6.6e-52	1.068452	NODE_48173_length_767_cov_1.068452_1
_282	GH29.hmm	4.8e-31	0.987421	NODE_50932_length_731_cov_0.987421_1
_283	GH36.hmm	1.9e-101	0.960884	NODE_54819_length_683_cov_0.960884_1
_284	GH13_31.hmm	2.2e-59	0.854386	NODE_56367_length_665_cov_0.854386_1
_285	GH130.hmm	1.8e-30	1.447273	NODE_58135_length_645_cov_1.447273_1
_286	GH130.hmm	5.4e-10	1.447273	NODE_58135_length_645_cov_1.447273_2
_287	GH31.hmm	6.7e-55	1.162571	NODE_60062_length_624_cov_1.162571_1
_288	GH42.hmm	3.3e-73	0.967245	NODE_61002_length_614_cov_0.967245_1
_289	GH112.hmm	3.7e-113	1.569201	NODE_61489_length_608_cov_1.569201_1
_290	GH67.hmm	6.7e-109	0.998012	NODE_62546_length_598_cov_0.998012_1
_291	GH130.hmm	1e-40	1.695918	NODE_63815_length_585_cov_1.695918_1
_292	GH130.hmm	5.7e-32	0.763676	NODE_67237_length_552_cov_0.763676_2
_293	GH36.hmm	1.7e-90	0.728070	NODE_67349_length_551_cov_0.728070_1
_294	GH2.hmm	1.8e-45	0.975771	NODE_67526_length_549_cov_0.975771_1
_295	GH42.hmm	9.1e-64	0.718468	NODE_68656_length_539_cov_0.718468_1
_296	GH36.hmm	7.8e-88	0.886836	NODE_69888_length_528_cov_0.886836_1
_297	GH112.hmm	2.2e-48	0.731481	NODE_70023_length_527_cov_0.731481_2
_298	GH130.hmm	1e-10	1.037825	NODE_71068_length_518_cov_1.037825_1
_299	GH112.hmm	1.8e-78	1.355556	NODE_73350_length_500_cov_1.355556_1
_300	GH130.hmm	5.1e-23	1.718905	NODE_73764_length_497_cov_1.718905_1
_301	GH112.hmm	1e-26	1.108861	NODE_74790_length_490_cov_1.108861_2
_302	GH130.hmm	1.7e-37	1.841837	NODE_75139_length_487_cov_1.841837_1
_303	GH13_29.hmm	5.8e-24	1.156812	NODE_75624_length_484_cov_1.156812_1
_304	GH4.hmm	2.3e-29	1.018277	NODE_76579_length_478_cov_1.018277_1
_306	GH130.hmm	1.9e-44	0.978947	NODE_77058_length_475_cov_0.978947_1
_307	GH36.hmm	1.3e-69	1.061170	NODE_77672_length_471_cov_1.061170_1
_308	GH36.hmm	2.5e-61	1.330645	NODE_78313_length_467_cov_1.330645_1
_309	GH13_23.hmm	1e-47	1.448276	NODE_82963_length_443_cov_1.448276_1
_310	GH2.hmm	2.9e-47	1.123563	NODE_83023_length_443_cov_1.123563_1
_311	GH36.hmm	5.2e-57	1.134897	NODE_84551_length_436_cov_1.134897_1
_312	GH36.hmm	1e-68	0.943787	NODE_85305_length_433_cov_0.943787_1
_313	GH36.hmm	5.7e-57	1.614925	NODE_85866_length_430_cov_1.614925_1
_314	GH110.hmm	3.6e-40	1.860606	NODE_87073_length_425_cov_1.860606_1
_315	GH13_31.hmm	1.1e-37	1.306991	NODE_87403_length_424_cov_1.306991_1
_316	GH112.hmm	1.6e-72	0.649231	NODE_88659_length_420_cov_0.649231_1
_317	GH130.hmm	1.8e-34	0.687307	NODE_89236_length_418_cov_0.687307_1
_318	GH13_31.hmm	8.1e-79	1.404389	NODE_90129_length_414_cov_1.404389_1
_320	GH84.hmm	1.4e-44	1.767516	NODE_91568_length_409_cov_1.767516_1
_321	GH36.hmm	1.1e-57	0.801917	NODE_92170_length_408_cov_0.801917_1
_322	GH13_39.hmm	1.5e-52	1.974277	NODE_92547_length_406_cov_1.974277_1
_323	GH112.hmm	6.8e-58	1.444805	NODE_93582_length_403_cov_1.444805_1
_324	GH130.hmm	1.5e-23	1.224490	NODE_98606_length_389_cov_1.224490_1
_325	GH36.hmm	5.7e-53	0.844828	NODE_100470_length_385_cov_0.844828_1
_327	GH130.hmm	6.3e-40	0.715789	NODE_102731_length_380_cov_0.715789_1
_328	GH27.hmm	2.7e-38	0.832143	NODE_105001_length_375_cov_0.832143_1
_329	GH36.hmm	4.9e-60	1.207273	NODE_107246_length_370_cov_1.207273_1
_330	GH112.hmm	7.6e-48	1.044118	NODE_108818_length_367_cov_1.044118_1
_331	GH130.hmm	9e-13	0.819853	NODE_108973_length_367_cov_0.819853_2
_333	GH130.hmm	2.3e-31	1.666667	NODE_111243_length_362_cov_1.666667_1
_334	GH112.hmm	1.2e-63	1.033835	NODE_112129_length_361_cov_1.033835_1
_335	GH36.hmm	6.3e-51	1.170455	NODE_113125_length_359_cov_1.170455_1
_337	GH130.hmm	1.1e-33	1.467433	NODE_114718_length_356_cov_1.467433_1
_338	GH2.hmm	8.5e-11	1.304688	NODE_117883_length_351_cov_1.304688_1
_340	GH130.hmm	2.7e-26	1.102362	NODE_119272_length_349_cov_1.102362_1
_343	GH112.hmm	4.2e-43	0.793522	NODE_124307_length_342_cov_0.793522_1
_344	GH2.hmm	9e-43	1.136929	NODE_128487_length_336_cov_1.136929_1
_345	GH130.hmm	1.7e-25	0.828452	NODE_130409_length_334_cov_0.828452_1
_346	GH36.hmm	1e-47	0.717300	NODE_132069_length_332_cov_0.717300_1
