ORF	predicted_protein	Full_Seq_E-value	Coverage	Location
_74	GH36.hmm	9.8e-255	14.252690	NODE_248_length_68309_cov_14.252690_27
_75	GH38.hmm	3.5e-92	13.561416	NODE_251_length_67854_cov_13.561416_25
_76	GH29.hmm	2e-82	7.135591	NODE_259_length_66375_cov_7.135591_40
_77	GH2.hmm	1.1e-226	9.248882	NODE_264_length_65407_cov_9.248882_42
_78	GH2.hmm	4e-212	4.822923	NODE_265_length_65208_cov_4.822923_1
_79	GH67.hmm	3.8e-279	21.628688	NODE_266_length_65132_cov_21.628688_12
_80	GH110.hmm	4.4e-235	6.705965	NODE_278_length_63084_cov_6.705965_2
_82	GH130.hmm	2.1e-88	2.537453	NODE_322_length_55711_cov_2.537453_9
_83	GH29.hmm	2.7e-81	6.255546	NODE_332_length_54551_cov_6.255546_6
_84	GH20.hmm	6.2e-120	3.598997	NODE_342_length_53349_cov_3.598997_10
_85	GH2.hmm	4.6e-214	3.540447	NODE_346_length_53103_cov_3.540447_3
_86	GH27.hmm	1.1e-65	3.714904	NODE_367_length_50471_cov_3.714904_26
_87	GH67.hmm	1.1e-242	9.352907	NODE_368_length_50417_cov_9.352907_19
_88	GH2.hmm	1e-209	6.295075	NODE_379_length_49496_cov_6.295075_5
_89	GH36.hmm	8.7e-267	3.678764	NODE_393_length_47571_cov_3.678764_39
_90	GH2.hmm	1.8e-219	2.830373	NODE_458_length_42040_cov_2.830373_13
_91	GH35.hmm	5e-119	2.830373	NODE_458_length_42040_cov_2.830373_20
_92	GH67.hmm	2e-260	3.120349	NODE_459_length_41965_cov_3.120349_11
_93	GH110.hmm	8.4e-222	6.184832	NODE_470_length_41116_cov_6.184832_12
_94	GH84.hmm	2.1e-109	6.184832	NODE_470_length_41116_cov_6.184832_14
_95	GH84.hmm	5.4e-103	2.979682	NODE_505_length_39075_cov_2.979682_19
_96	GH31.hmm	3.1e-145	6.121034	NODE_539_length_36812_cov_6.121034_19
_97	GH95.hmm	3e-267	6.121034	NODE_539_length_36812_cov_6.121034_20
_98	GH2.hmm	9.9e-196	3.388486	NODE_556_length_35427_cov_3.388486_7
_99	GH13_31.hmm	7.8e-171	22.778282	NODE_580_length_33809_cov_22.778282_11
_100	GH35.hmm	3.1e-118	2.921824	NODE_582_length_33737_cov_2.921824_3
_101	GH29.hmm	4.4e-81	6.318839	NODE_587_length_33579_cov_6.318839_4
_102	GH42.hmm	5.6e-153	3.923391	NODE_607_length_32428_cov_3.923391_1
_103	GH67.hmm	1.9e-247	3.352899	NODE_609_length_32311_cov_3.352899_1
_104	GH95.hmm	2e-283	3.352899	NODE_609_length_32311_cov_3.352899_4
_105	GH130.hmm	5.3e-43	4.758298	NODE_619_length_31791_cov_4.758298_31
_106	GH2.hmm	1.1e-169	4.199319	NODE_627_length_31527_cov_4.199319_12
_107	GH4.hmm	8.3e-59	16.647120	NODE_693_length_29034_cov_16.647120_6
_108	GH84.hmm	9.5e-109	3.324938	NODE_697_length_28922_cov_3.324938_14
_109	GH2.hmm	4.7e-227	6.934764	NODE_700_length_28883_cov_6.934764_21
_110	GH29.hmm	8.3e-111	3.523500	NODE_702_length_28861_cov_3.523500_19
_111	GH2.hmm	3.2e-205	9.285342	NODE_703_length_28857_cov_9.285342_17
_112	GH27.hmm	3.7e-34	3.153592	NODE_751_length_26991_cov_3.153592_20
_113	GH84.hmm	1.7e-111	7.560278	NODE_798_length_25527_cov_7.560278_23
_114	GH36.hmm	5.4e-214	2.909360	NODE_834_length_24455_cov_2.909360_4
_115	GH84.hmm	1.4e-106	3.336530	NODE_882_length_23139_cov_3.336530_11
_116	GH2.hmm	4.1e-215	5.934762	NODE_886_length_23103_cov_5.934762_6
_117	GH110.hmm	2.7e-200	3.354998	NODE_919_length_22436_cov_3.354998_17
_118	GH36.hmm	3.1e-286	4.177881	NODE_982_length_21109_cov_4.177881_13
_120	GH130.hmm	1.3e-72	2.657913	NODE_1002_length_20771_cov_2.657913_17
_121	GH84.hmm	1.1e-107	3.464163	NODE_1047_length_20116_cov_3.464163_11
_122	GH130.hmm	1.1e-44	5.714917	NODE_1086_length_19335_cov_5.714917_1
_123	GH110.hmm	1.7e-235	2.637428	NODE_1132_length_18712_cov_2.637428_5
_125	GH130.hmm	2.1e-89	6.514313	NODE_1138_length_18609_cov_6.514313_2
_126	GH2.hmm	1.1e-212	6.488598	NODE_1167_length_18118_cov_6.488598_2
_127	GH2.hmm	5.9e-215	3.092409	NODE_1169_length_18037_cov_3.092409_4
_128	GH31.hmm	1.6e-143	3.092409	NODE_1169_length_18037_cov_3.092409_6
_129	GH2.hmm	2e-199	3.171789	NODE_1269_length_16656_cov_3.171789_7
_130	GH35.hmm	4.6e-119	2.231171	NODE_1279_length_16559_cov_2.231171_1
_131	GH2.hmm	1.7e-203	3.481268	NODE_1293_length_16404_cov_3.481268_1
_132	GH36.hmm	5.4e-248	3.897291	NODE_1371_length_15303_cov_3.897291_2
_133	GH36.hmm	5.7e-124	2.027580	NODE_1458_length_14562_cov_2.027580_13
_134	GH4.hmm	1.5e-65	3.103431	NODE_1531_length_14027_cov_3.103431_10
_135	GH95.hmm	1.5e-298	2.365347	NODE_1534_length_14016_cov_2.365347_4
_137	GH130.hmm	4.3e-89	3.324969	NODE_1582_length_13684_cov_3.324969_4
_138	GH35.hmm	3.9e-101	2.072446	NODE_1689_length_12808_cov_2.072446_12
_139	GH20.hmm	1.1e-101	2.562618	NODE_1859_length_11721_cov_2.562618_6
_140	GH36.hmm	3.2e-272	2.496374	NODE_1863_length_11679_cov_2.496374_2
_141	GH13_31.hmm	9.1e-125	2.496374	NODE_1863_length_11679_cov_2.496374_10
_142	GH36.hmm	3.2e-272	2.103821	NODE_2150_length_10459_cov_2.103821_2
_143	GH2.hmm	7.3e-221	5.279343	NODE_2233_length_10140_cov_5.279343_6
_144	GH13_31.hmm	2.5e-167	2.374595	NODE_2290_length_9975_cov_2.374595_2
_145	GH36.hmm	1.8e-168	4.243147	NODE_2387_length_9616_cov_4.243147_1
_146	GH112.hmm	0	1.962484	NODE_2415_length_9531_cov_1.962484_9
_147	CBM32.hmm	4.9e-21	2.991797	NODE_2475_length_9360_cov_2.991797_7
_148	GH2.hmm	8.3e-93	2.388173	NODE_2699_length_8787_cov_2.388173_2
_149	GH31.hmm	3.2e-145	3.040438	NODE_2704_length_8775_cov_3.040438_3
_150	GH130.hmm	4.3e-89	2.152452	NODE_2715_length_8760_cov_2.152452_7
_151	GH36.hmm	8.3e-202	4.219237	NODE_2817_length_8506_cov_4.219237_1
_152	GH130.hmm	6.4e-82	2.297730	NODE_2829_length_8465_cov_2.297730_3
_153	GH35.hmm	2.2e-119	6.517140	NODE_2933_length_8234_cov_6.517140_2
_154	GH13_31.hmm	4.1e-170	2.325130	NODE_2958_length_8181_cov_2.325130_3
_155	GH36.hmm	7.1e-249	3.579125	NODE_3008_length_8095_cov_3.579125_4
_156	GH36.hmm	6e-186	2.550677	NODE_3157_length_7702_cov_2.550677_1
_157	GH38.hmm	6.3e-82	2.550677	NODE_3157_length_7702_cov_2.550677_2
_158	GH67.hmm	6.8e-265	2.160353	NODE_3488_length_7117_cov_2.160353_8
_159	GH13_39.hmm	5.4e-94	2.029135	NODE_3498_length_7097_cov_2.029135_6
_161	GH130.hmm	5e-93	2.027877	NODE_3502_length_7090_cov_2.027877_2
_162	GH2.hmm	5.6e-218	4.869072	NODE_3666_length_6801_cov_4.869072_3
_163	GH2.hmm	1.8e-223	2.426707	NODE_3694_length_6760_cov_2.426707_3
_165	GH130.hmm	2.8e-92	2.491788	NODE_3795_length_6610_cov_2.491788_2
_166	GH2.hmm	1.7e-55	2.269710	NODE_3860_length_6513_cov_2.269710_1
_167	GH36.hmm	2.2e-210	2.731178	NODE_3879_length_6497_cov_2.731178_2
_168	GH36.hmm	7.6e-99	1.988854	NODE_3985_length_6375_cov_1.988854_1
_169	GH130.hmm	4.4e-50	2.114879	NODE_4304_length_6023_cov_2.114879_6
_170	GH67.hmm	4e-272	1.702001	NODE_4332_length_5991_cov_1.702001_2
_171	GH13_39.hmm	1e-125	1.667330	NODE_4738_length_5626_cov_1.667330_5
_172	GH36.hmm	7e-115	1.617794	NODE_4884_length_5490_cov_1.617794_7
_173	GH36.hmm	9.6e-251	3.549151	NODE_5326_length_5161_cov_3.549151_4
_174	GH2.hmm	1.3e-209	1.826328	NODE_5371_length_5139_cov_1.826328_2
_175	GH36.hmm	9.9e-99	2.599468	NODE_5613_length_4986_cov_2.599468_1
_176	GH2.hmm	1.3e-169	4.811964	NODE_6002_length_4759_cov_4.811964_3
_177	GH130.hmm	1.3e-91	8.215388	NODE_6356_length_4566_cov_8.215388_1
_178	GH35.hmm	1.4e-122	1.341220	NODE_6708_length_4406_cov_1.341220_4
_179	GH31.hmm	1.5e-55	1.925734	NODE_6830_length_4350_cov_1.925734_5
_181	GH2.hmm	6.9e-95	2.971094	NODE_7464_length_4108_cov_2.971094_3
_182	GH36.hmm	1.2e-121	2.358346	NODE_7733_length_4013_cov_2.358346_4
_184	GH130.hmm	1.5e-91	2.083157	NODE_8096_length_3883_cov_2.083157_2
_185	GH130.hmm	4.2e-89	2.083157	NODE_8096_length_3883_cov_2.083157_3
_186	GH13_39.hmm	1.3e-91	1.927362	NODE_8515_length_3757_cov_1.927362_5
_187	GH2.hmm	6.8e-25	1.541774	NODE_9204_length_3578_cov_1.541774_1
_188	GH35.hmm	2.7e-120	2.201269	NODE_9266_length_3563_cov_2.201269_2
_189	GH2.hmm	7.6e-130	1.726876	NODE_9379_length_3533_cov_1.726876_1
_190	GH36.hmm	5.6e-114	2.201127	NODE_9631_length_3466_cov_2.201127_1
_191	GH36.hmm	4.1e-197	2.107858	NODE_9744_length_3442_cov_2.107858_3
_192	GH2.hmm	2.1e-153	1.454573	NODE_9978_length_3386_cov_1.454573_2
_193	GH13_39.hmm	4.9e-131	2.026028	NODE_10842_length_3207_cov_2.026028_3
_194	GH2.hmm	1.6e-147	1.743982	NODE_11043_length_3169_cov_1.743982_1
_195	GH2.hmm	5.4e-223	1.974878	NODE_11088_length_3160_cov_1.974878_1
_196	GH2.hmm	1.4e-133	1.946429	NODE_11311_length_3119_cov_1.946429_3
_197	GH2.hmm	2.8e-224	1.819688	NODE_11355_length_3112_cov_1.819688_2
_198	GH29.hmm	1.8e-46	3.511394	NODE_11546_length_3079_cov_3.511394_1
_199	GH84.hmm	1.4e-107	1.725416	NODE_12142_length_2983_cov_1.725416_3
_200	GH67.hmm	2.5e-268	2.069362	NODE_12260_length_2964_cov_2.069362_2
_201	GH36.hmm	1e-85	2.084995	NODE_12322_length_2954_cov_2.084995_3
_202	GH112.hmm	0	1.921477	NODE_12795_length_2884_cov_1.921477_3
_203	GH95.hmm	2.8e-234	2.095148	NODE_13957_length_2733_cov_2.095148_2
_204	GH3.hmm	1.9e-46	1.774351	NODE_15442_length_2559_cov_1.774351_2
_206	GH130.hmm	6.4e-54	1.605056	NODE_15981_length_2508_cov_1.605056_3
_207	GH130.hmm	1.7e-37	1.738055	NODE_16230_length_2481_cov_1.738055_2
_208	GH36.hmm	2.1e-217	4.432648	NODE_16258_length_2478_cov_4.432648_2
_209	GH42.hmm	6.5e-52	1.831361	NODE_16420_length_2461_cov_1.831361_2
_211	GH130.hmm	1.9e-88	1.858919	NODE_16804_length_2427_cov_1.858919_2
_212	GH84.hmm	4.8e-104	1.250215	NODE_16877_length_2421_cov_1.250215_1
_213	GH2.hmm	5e-160	2.058240	NODE_16952_length_2413_cov_2.058240_2
_214	GH2.hmm	3.7e-154	1.867965	NODE_17049_length_2405_cov_1.867965_2
_215	GH112.hmm	3.7e-298	2.013310	NODE_17656_length_2349_cov_2.013310_1
_216	GH13_31.hmm	7.9e-172	1.312925	NODE_18259_length_2300_cov_1.312925_1
_217	GH35.hmm	4.8e-122	1.434823	NODE_18694_length_2266_cov_1.434823_1
_218	GH36.hmm	1.4e-221	1.921992	NODE_19236_length_2223_cov_1.921992_2
_219	GH13_31.hmm	5.9e-90	3.452848	NODE_19764_length_2184_cov_3.452848_1
_220	GH42.hmm	6.3e-155	2.154550	NODE_19927_length_2172_cov_2.154550_1
_221	GH2.hmm	5.9e-159	6.226074	NODE_20365_length_2143_cov_6.226074_2
_222	GH36.hmm	2.3e-126	1.252840	NODE_20729_length_2120_cov_1.252840_1
_223	GH36.hmm	1.5e-233	1.892911	NODE_21317_length_2084_cov_1.892911_1
_224	GH36.hmm	3.7e-153	1.717883	NODE_22044_length_2041_cov_1.717883_2
_225	GH2.hmm	7.9e-167	1.849479	NODE_22443_length_2015_cov_1.849479_1
_226	GH36.hmm	6e-62	1.485774	NODE_22831_length_1993_cov_1.485774_1
_227	GH130.hmm	1.7e-58	2.066925	NODE_24451_length_1903_cov_2.066925_2
_228	GH36.hmm	2.4e-168	1.555866	NODE_24803_length_1885_cov_1.555866_2
_232	GH130.hmm	6.6e-60	1.313470	NODE_28689_length_1706_cov_1.313470_3
_233	GH110.hmm	5.8e-104	1.714286	NODE_29426_length_1677_cov_1.714286_1
_234	GH36.hmm	1.5e-256	1.771283	NODE_29633_length_1669_cov_1.771283_1
_235	GH35.hmm	1.9e-87	1.850479	NODE_29870_length_1660_cov_1.850479_1
_236	GH29.hmm	5.4e-59	1.327901	NODE_30747_length_1629_cov_1.327901_2
_237	GH2.hmm	1.1e-147	2.521164	NODE_31392_length_1607_cov_2.521164_1
_238	GH2.hmm	2.6e-132	1.410239	NODE_31641_length_1599_cov_1.410239_1
_239	GH112.hmm	1.7e-168	1.675351	NODE_31825_length_1592_cov_1.675351_2
_240	GH29.hmm	2.1e-86	1.610249	NODE_32263_length_1578_cov_1.610249_1
_242	GH110.hmm	7.7e-114	1.654843	NODE_32767_length_1561_cov_1.654843_1
_243	GH36.hmm	4.4e-204	1.149931	NODE_33178_length_1549_cov_1.149931_1
_244	GH67.hmm	4.6e-72	1.634028	NODE_33599_length_1535_cov_1.634028_2
_245	GH29.hmm	1.1e-67	1.548883	NODE_33860_length_1527_cov_1.548883_2
_246	GH130.hmm	1.3e-13	2.247713	NODE_34191_length_1516_cov_2.247713_2
_247	GH36.hmm	1.7e-138	1.612687	NODE_37031_length_1435_cov_1.612687_2
_248	GH2.hmm	3.6e-152	1.518297	NODE_37073_length_1434_cov_1.518297_1
_249	GH36.hmm	5.8e-164	2.091892	NODE_38760_length_1390_cov_2.091892_1
_250	GH2.hmm	2.8e-110	2.017642	NODE_40784_length_1342_cov_2.017642_1
_251	GH36.hmm	3e-182	1.679414	NODE_41565_length_1324_cov_1.679414_1
_253	GH130.hmm	4.8e-95	1.331429	NODE_41752_length_1320_cov_1.331429_2
_254	GH29.hmm	1.2e-60	1.368940	NODE_42128_length_1312_cov_1.368940_2
_255	GH112.hmm	3.7e-208	1.356436	NODE_42362_length_1307_cov_1.356436_1
_256	GH112.hmm	2.1e-94	1.309661	NODE_42404_length_1306_cov_1.309661_1
_257	GH36.hmm	1.2e-143	2.341625	NODE_42601_length_1301_cov_2.341625_2
_258	GH2.hmm	8.3e-121	1.842678	NODE_43100_length_1290_cov_1.842678_1
_259	GH130.hmm	1.2e-72	0.834732	NODE_43251_length_1287_cov_0.834732_2
_261	GH130.hmm	1.4e-94	1.398206	NODE_47206_length_1210_cov_1.398206_1
_262	GH2.hmm	9.6e-105	1.497733	NODE_47842_length_1198_cov_1.497733_1
_263	GH27.hmm	2.6e-60	2.008380	NODE_49545_length_1169_cov_2.008380_2
_264	GH2.hmm	2.1e-112	1.264400	NODE_50479_length_1154_cov_1.264400_1
_265	GH31.hmm	1e-120	1.527778	NODE_51355_length_1139_cov_1.527778_1
_266	GH13_31.hmm	3.6e-117	1.065259	NODE_51537_length_1137_cov_1.065259_1
_267	GH112.hmm	2.1e-194	1.286957	NODE_51971_length_1130_cov_1.286957_1
_268	GH42.hmm	4.2e-123	1.045587	NODE_52218_length_1126_cov_1.045587_1
_269	GH36.hmm	2e-133	1.093750	NODE_52679_length_1119_cov_1.093750_1
_270	GH36.hmm	2.9e-166	1.255511	NODE_54336_length_1093_cov_1.255511_1
_271	GH36.hmm	6.3e-98	0.840361	NODE_54488_length_1091_cov_0.840361_1
_272	GH95.hmm	2e-134	1.411405	NODE_55423_length_1077_cov_1.411405_1
_273	GH2.hmm	1.2e-79	1.005192	NODE_56744_length_1058_cov_1.005192_1
_275	GH20.hmm	9.6e-66	1.868004	NODE_57899_length_1042_cov_1.868004_1
_276	GH95.hmm	1.2e-146	3.052802	NODE_59402_length_1023_cov_3.052802_1
_277	GH2.hmm	3.4e-87	1.877040	NODE_60176_length_1014_cov_1.877040_1
_278	GH36.hmm	6.2e-152	1.586623	NODE_60735_length_1007_cov_1.586623_1
_279	GH42.hmm	1.6e-82	1.279689	NODE_61669_length_996_cov_1.279689_1
_280	GH31.hmm	4.8e-85	1.286876	NODE_65152_length_956_cov_1.286876_1
_281	GH35.hmm	2e-76	1.198837	NODE_65232_length_955_cov_1.198837_2
_282	GH13_31.hmm	2e-102	1.222743	NODE_65882_length_948_cov_1.222743_1
_283	GH2.hmm	1.9e-52	1.582938	NODE_66684_length_939_cov_1.582938_1
_284	GH36.hmm	6.1e-126	1.528010	NODE_67175_length_934_cov_1.528010_1
_285	GH110.hmm	3.8e-108	1.516443	NODE_68902_length_916_cov_1.516443_1
_286	GH42.hmm	3e-100	1.236410	NODE_71939_length_886_cov_1.236410_1
_287	GH130.hmm	2.7e-67	1.123567	NODE_72588_length_880_cov_1.123567_1
_288	GH13_39.hmm	2.1e-41	1.195153	NODE_72667_length_879_cov_1.195153_1
_289	GH36.hmm	2.1e-79	1.096986	NODE_74940_length_858_cov_1.096986_1
_290	GH36.hmm	7.1e-135	1.343708	NODE_77610_length_834_cov_1.343708_1
_291	GH13_39.hmm	5.4e-61	1.663946	NODE_78071_length_830_cov_1.663946_1
_292	GH130.hmm	2.5e-48	1.567347	NODE_78082_length_830_cov_1.567347_1
_293	GH130.hmm	2.8e-49	1.363760	NODE_78224_length_829_cov_1.363760_2
_295	GH130.hmm	3.3e-41	1.558042	NODE_80594_length_810_cov_1.558042_1
_297	GH130.hmm	6.2e-35	1.036671	NODE_81412_length_804_cov_1.036671_1
_298	GH31.hmm	1.5e-57	0.802878	NODE_83248_length_790_cov_0.802878_1
_299	GH42.hmm	1.4e-46	1.059078	NODE_83377_length_789_cov_1.059078_2
_300	GH36.hmm	1.1e-95	1.305310	NODE_85515_length_773_cov_1.305310_1
_301	GH67.hmm	2.5e-129	1.490342	NODE_86187_length_768_cov_1.490342_1
_302	GH2.hmm	7.2e-59	1.065379	NODE_86266_length_768_cov_1.065379_1
_303	GH42.hmm	2.8e-46	0.894100	NODE_87925_length_756_cov_0.894100_1
_304	GH112.hmm	5e-106	1.170213	NODE_88338_length_753_cov_1.170213_1
_306	GH130.hmm	4.4e-26	1.043750	NODE_90996_length_735_cov_1.043750_1
_307	GH29.hmm	4.3e-25	1.101106	NODE_92070_length_728_cov_1.101106_2
_308	GH35.hmm	4.5e-87	1.873016	NODE_92450_length_725_cov_1.873016_1
_310	GH130.hmm	3.3e-75	0.893891	NODE_93797_length_717_cov_0.893891_1
_312	GH130.hmm	1e-53	1.452769	NODE_94969_length_709_cov_1.452769_1
_313	GH130.hmm	9.5e-29	1.147300	NODE_95510_length_706_cov_1.147300_2
_314	GH84.hmm	1.6e-61	1.445724	NODE_95929_length_703_cov_1.445724_1
_316	GH130.hmm	2.7e-77	1.241722	NODE_96607_length_699_cov_1.241722_1
_317	GH67.hmm	2.2e-115	1.097844	NODE_96803_length_698_cov_1.097844_1
_318	GH112.hmm	1.6e-120	1.647059	NODE_98085_length_690_cov_1.647059_1
_320	GH36.hmm	5.2e-37	1.203735	NODE_99202_length_684_cov_1.203735_1
_321	GH36.hmm	1.1e-105	2.365517	NODE_100688_length_675_cov_2.365517_1
_322	GH130.hmm	1.2e-34	1.171329	NODE_102268_length_667_cov_1.171329_1
_323	GH112.hmm	1.3e-52	2.331541	NODE_104662_length_653_cov_2.331541_2
_324	GH130.hmm	1.5e-56	1.342960	NODE_105484_length_649_cov_1.342960_1
_325	GH112.hmm	2e-40	1.568556	NODE_106798_length_642_cov_1.568556_1
_326	GH42.hmm	1.8e-90	1.175277	NODE_107868_length_637_cov_1.175277_1
_327	GH110.hmm	1.3e-66	1.017013	NODE_110421_length_624_cov_1.017013_1
_328	GH36.hmm	5e-55	0.821970	NODE_110665_length_623_cov_0.821970_1
_329	GH42.hmm	2.9e-42	1.135755	NODE_111664_length_618_cov_1.135755_2
_330	GH2.hmm	2.6e-39	1.258252	NODE_113238_length_610_cov_1.258252_1
_331	GH42.hmm	1.7e-78	1.224652	NODE_115743_length_598_cov_1.224652_1
_333	GH130.hmm	2.8e-22	1.343373	NODE_116820_length_593_cov_1.343373_1
_334	GH2.hmm	4.8e-62	1.237425	NODE_117063_length_592_cov_1.237425_1
_335	GH13_31.hmm	2.9e-38	1.459677	NODE_117228_length_591_cov_1.459677_2
_336	GH130.hmm	5e-20	0.823887	NODE_117785_length_589_cov_0.823887_1
_337	GH36.hmm	9.9e-80	1.711340	NODE_119476_length_580_cov_1.711340_1
_338	GH2.hmm	2.9e-50	0.917184	NODE_120059_length_578_cov_0.917184_1
_339	GH36.hmm	8.4e-48	1.195833	NODE_120611_length_575_cov_1.195833_2
_340	GH130.hmm	2.4e-36	1.058824	NODE_121551_length_571_cov_1.058824_2
_341	GH112.hmm	3.6e-97	1.529915	NODE_123192_length_563_cov_1.529915_1
_342	GH130.hmm	4.4e-26	1.553648	NODE_123617_length_561_cov_1.553648_1
_343	GH130.hmm	2.5e-21	2.021834	NODE_125380_length_553_cov_2.021834_2
_344	GH31.hmm	7.4e-45	1.117117	NODE_128775_length_539_cov_1.117117_1
