ORF	predicted_protein	Full_Seq_E-value	Coverage	Location
_36	GH36.hmm	9.8e-282	7.132714	NODE_46_length_250966_cov_7.132714_31
_37	GH42.hmm	2.6e-145	7.132714	NODE_46_length_250966_cov_7.132714_106
_38	GH36.hmm	1e-243	7.132714	NODE_46_length_250966_cov_7.132714_213
_39	GH13_31.hmm	2e-170	5.544301	NODE_53_length_231928_cov_5.544301_177
_40	GH36.hmm	8.5e-226	4.808781	NODE_56_length_228566_cov_4.808781_234
_41	GH2.hmm	6.3e-217	5.492024	NODE_61_length_223149_cov_5.492024_84
_42	GH2.hmm	5.1e-214	19.263132	NODE_70_length_211308_cov_19.263132_152
_43	GH13_39.hmm	2.6e-93	7.650230	NODE_80_length_197565_cov_7.650230_131
_44	GH110.hmm	1.1e-237	12.910378	NODE_84_length_189948_cov_12.910378_23
_45	GH130.hmm	4.5e-91	12.910378	NODE_84_length_189948_cov_12.910378_92
_46	GH35.hmm	4.6e-120	11.428860	NODE_85_length_188497_cov_11.428860_138
_47	GH31.hmm	2.5e-138	4.903296	NODE_86_length_188318_cov_4.903296_30
_48	GH31.hmm	3.6e-148	4.903296	NODE_86_length_188318_cov_4.903296_77
_49	GH2.hmm	1.9e-212	5.004873	NODE_89_length_186228_cov_5.004873_25
_50	GH2.hmm	2.5e-213	5.339461	NODE_90_length_185495_cov_5.339461_110
_51	GH36.hmm	2.3e-247	4.657903	NODE_94_length_183993_cov_4.657903_59
_52	GH35.hmm	6.6e-117	10.128556	NODE_98_length_180235_cov_10.128556_67
_53	GH27.hmm	1e-67	4.480372	NODE_107_length_176881_cov_4.480372_104
_54	GH27.hmm	4.3e-81	14.210646	NODE_110_length_176277_cov_14.210646_70
_55	GH36.hmm	8.4e-211	4.556677	NODE_114_length_174142_cov_4.556677_51
_56	GH2.hmm	3.7e-206	3.987198	NODE_119_length_172102_cov_3.987198_13
_57	GH29.hmm	3.5e-76	4.968785	NODE_123_length_167484_cov_4.968785_2
_58	GH110.hmm	1e-221	4.968785	NODE_123_length_167484_cov_4.968785_112
_59	GH2.hmm	5.2e-218	13.143782	NODE_128_length_164747_cov_13.143782_57
_60	GH31.hmm	2.7e-136	18.276223	NODE_129_length_163771_cov_18.276223_39
_61	GH29.hmm	3.5e-80	8.727634	NODE_135_length_160783_cov_8.727634_4
_62	GH2.hmm	1.2e-204	8.727634	NODE_135_length_160783_cov_8.727634_35
_63	GH36.hmm	2.2e-193	9.312786	NODE_136_length_160470_cov_9.312786_105
_64	GH36.hmm	1.4e-218	13.103495	NODE_137_length_160083_cov_13.103495_12
_65	GH13_31.hmm	2e-159	4.112973	NODE_151_length_154742_cov_4.112973_90
_66	GH67.hmm	1.3e-240	6.047464	NODE_156_length_152884_cov_6.047464_121
_67	GH130.hmm	4.7e-89	12.560381	NODE_159_length_151226_cov_12.560381_15
_68	GH67.hmm	1.1e-242	12.560381	NODE_159_length_151226_cov_12.560381_90
_69	GH84.hmm	1.2e-119	13.838902	NODE_160_length_151140_cov_13.838902_65
_70	GH2.hmm	1.8e-216	10.667372	NODE_161_length_150431_cov_10.667372_12
_71	GH13_31.hmm	5.9e-174	5.079334	NODE_162_length_149501_cov_5.079334_33
_73	GH130.hmm	1.3e-91	11.710045	NODE_175_length_139482_cov_11.710045_16
_74	GH110.hmm	4.8e-197	8.797294	NODE_177_length_139065_cov_8.797294_113
_75	GH31.hmm	5.8e-137	31.208285	NODE_182_length_137061_cov_31.208285_85
_77	GH130.hmm	1.4e-95	5.540966	NODE_183_length_136719_cov_5.540966_87
_78	GH2.hmm	9.5e-26	7.468666	NODE_184_length_136307_cov_7.468666_86
_79	GH2.hmm	5.4e-139	7.468666	NODE_184_length_136307_cov_7.468666_87
_80	GH110.hmm	2.2e-202	8.272184	NODE_195_length_132226_cov_8.272184_37
_82	GH130.hmm	1.4e-91	6.471734	NODE_213_length_126022_cov_6.471734_22
_83	GH130.hmm	3.5e-92	6.471734	NODE_213_length_126022_cov_6.471734_23
_84	GH36.hmm	1.2e-277	6.471734	NODE_213_length_126022_cov_6.471734_30
_85	GH2.hmm	8.1e-21	6.471734	NODE_213_length_126022_cov_6.471734_56
_86	GH2.hmm	4e-143	6.471734	NODE_213_length_126022_cov_6.471734_57
_87	GH84.hmm	3e-106	4.852849	NODE_220_length_122738_cov_4.852849_5
_88	GH130.hmm	1.5e-91	17.940434	NODE_228_length_121188_cov_17.940434_75
_89	GH2.hmm	5e-207	20.883169	NODE_231_length_120055_cov_20.883169_10
_90	GH2.hmm	4.8e-222	20.883169	NODE_231_length_120055_cov_20.883169_25
_91	GH2.hmm	2.7e-220	4.276588	NODE_234_length_119377_cov_4.276588_10
_92	GH2.hmm	3.6e-233	4.276588	NODE_234_length_119377_cov_4.276588_58
_93	GH13_36.hmm	9.5e-64	4.259219	NODE_235_length_119149_cov_4.259219_10
_94	GH13_39.hmm	2.9e-96	6.366638	NODE_239_length_118435_cov_6.366638_8
_95	GH42.hmm	5.8e-162	6.366638	NODE_239_length_118435_cov_6.366638_73
_96	GH35.hmm	1.9e-122	3.700533	NODE_246_length_116522_cov_3.700533_38
_97	GH36.hmm	2.9e-229	4.504956	NODE_248_length_115806_cov_4.504956_77
_98	GH84.hmm	9.7e-102	8.702743	NODE_255_length_113596_cov_8.702743_15
_99	GH2.hmm	7.1e-220	5.240251	NODE_256_length_113389_cov_5.240251_67
_100	GH35.hmm	5.3e-118	6.794688	NODE_260_length_111686_cov_6.794688_12
_101	GH130.hmm	5.2e-88	6.794688	NODE_260_length_111686_cov_6.794688_50
_102	GH2.hmm	7.5e-211	27.902578	NODE_262_length_111343_cov_27.902578_55
_103	GH2.hmm	2.2e-173	4.544127	NODE_263_length_111058_cov_4.544127_78
_105	GH130.hmm	6.1e-92	3.870696	NODE_288_length_103889_cov_3.870696_71
_106	GH36.hmm	1.4e-204	5.567658	NODE_290_length_102891_cov_5.567658_36
_107	GH29.hmm	1.3e-81	6.321130	NODE_291_length_102499_cov_6.321130_30
_108	GH42.hmm	2.1e-118	7.597170	NODE_292_length_102493_cov_7.597170_47
_109	GH36.hmm	5.5e-278	7.597170	NODE_292_length_102493_cov_7.597170_67
_110	GH13_31.hmm	7.8e-171	11.804129	NODE_298_length_100222_cov_11.804129_11
_111	GH110.hmm	6.1e-239	13.993234	NODE_305_length_99270_cov_13.993234_60
_113	GH130.hmm	5.8e-95	3.463614	NODE_310_length_98332_cov_3.463614_35
_114	GH2.hmm	1.4e-228	7.521531	NODE_318_length_96097_cov_7.521531_29
_115	GH2.hmm	6.2e-211	9.502765	NODE_324_length_95036_cov_9.502765_47
_116	GH31.hmm	7.3e-147	13.447414	NODE_330_length_94692_cov_13.447414_2
_117	GH95.hmm	1.3e-284	7.535644	NODE_333_length_94023_cov_7.535644_5
_118	GH110.hmm	6.5e-218	3.970583	NODE_344_length_92492_cov_3.970583_58
_119	GH130.hmm	9.9e-92	7.353760	NODE_349_length_91281_cov_7.353760_60
_120	GH2.hmm	9.3e-212	3.922011	NODE_353_length_90249_cov_3.922011_33
_121	GH29.hmm	9.3e-82	3.593419	NODE_359_length_88985_cov_3.593419_54
_122	GH13_31.hmm	7.3e-143	3.821405	NODE_364_length_87757_cov_3.821405_29
_123	GH2.hmm	6.5e-223	6.765391	NODE_365_length_87726_cov_6.765391_2
_124	GH29.hmm	4.4e-75	7.319572	NODE_373_length_87055_cov_7.319572_49
_125	GH31.hmm	4.8e-147	5.617359	NODE_379_length_85423_cov_5.617359_7
_126	GH95.hmm	8e-295	5.617359	NODE_379_length_85423_cov_5.617359_14
_127	GH36.hmm	4.3e-214	5.022674	NODE_384_length_84289_cov_5.022674_61
_128	GH29.hmm	2.3e-101	7.656721	NODE_389_length_83450_cov_7.656721_34
_129	GH35.hmm	2.7e-120	5.682394	NODE_390_length_83346_cov_5.682394_2
_131	GH130.hmm	8e-92	20.647026	NODE_391_length_83305_cov_20.647026_60
_132	GH130.hmm	2.3e-84	20.647026	NODE_391_length_83305_cov_20.647026_62
_133	GH42.hmm	1.6e-145	14.514039	NODE_393_length_82581_cov_14.514039_45
_134	GH2.hmm	3.6e-212	3.470477	NODE_424_length_79066_cov_3.470477_55
_135	GH35.hmm	1.9e-120	28.716798	NODE_431_length_78269_cov_28.716798_8
_136	GH2.hmm	1.3e-226	5.402340	NODE_454_length_75489_cov_5.402340_15
_137	GH2.hmm	5.7e-227	12.836572	NODE_463_length_74715_cov_12.836572_47
_138	GH29.hmm	2.7e-82	10.782112	NODE_473_length_73394_cov_10.782112_21
_139	GH130.hmm	3.8e-91	4.239006	NODE_481_length_72725_cov_4.239006_7
_140	GH36.hmm	2.4e-215	6.528099	NODE_518_length_69938_cov_6.528099_16
_141	GH2.hmm	1.6e-216	10.252719	NODE_524_length_69239_cov_10.252719_33
_142	GH13_39.hmm	5.4e-91	3.395353	NODE_526_length_69208_cov_3.395353_5
_143	GH20.hmm	3.3e-101	6.555765	NODE_534_length_68651_cov_6.555765_43
_144	GH35.hmm	3.3e-119	5.059423	NODE_551_length_67460_cov_5.059423_29
_145	GH2.hmm	1.1e-225	6.438490	NODE_556_length_67141_cov_6.438490_18
_146	GH2.hmm	2.1e-206	14.942843	NODE_559_length_66946_cov_14.942843_55
_147	GH29.hmm	5.8e-83	3.736171	NODE_564_length_66604_cov_3.736171_17
_148	GH2.hmm	8.3e-100	3.058258	NODE_566_length_66421_cov_3.058258_32
_149	GH36.hmm	1.3e-273	3.058258	NODE_566_length_66421_cov_3.058258_35
_150	GH4.hmm	1.3e-58	12.048974	NODE_570_length_66028_cov_12.048974_8
_151	GH67.hmm	1.1e-251	19.462343	NODE_574_length_65648_cov_19.462343_10
_152	GH84.hmm	2e-117	3.900364	NODE_588_length_64409_cov_3.900364_51
_153	GH29.hmm	4.4e-83	11.889210	NODE_606_length_62745_cov_11.889210_27
_154	GH2.hmm	3e-213	11.889210	NODE_606_length_62745_cov_11.889210_31
_155	GH130.hmm	1.1e-85	5.312277	NODE_611_length_62453_cov_5.312277_40
_156	GH42.hmm	3.3e-100	3.574575	NODE_638_length_60517_cov_3.574575_14
_157	GH36.hmm	6e-261	11.989524	NODE_665_length_57559_cov_11.989524_44
_158	GH67.hmm	1.5e-247	15.022571	NODE_688_length_56097_cov_15.022571_24
_159	GH35.hmm	3.6e-121	7.414231	NODE_703_length_54975_cov_7.414231_2
_160	GH95.hmm	3.5e-279	4.445416	NODE_716_length_53847_cov_4.445416_25
_161	GH110.hmm	6.5e-234	9.480331	NODE_717_length_53835_cov_9.480331_9
_163	GH130.hmm	1.4e-89	9.317399	NODE_718_length_53775_cov_9.317399_22
_164	GH2.hmm	1.8e-223	9.317399	NODE_718_length_53775_cov_9.317399_24
_165	GH13_31.hmm	3.2e-165	2.459431	NODE_725_length_53411_cov_2.459431_35
_166	GH13_31.hmm	2.6e-127	2.459431	NODE_725_length_53411_cov_2.459431_39
_167	GH27.hmm	2.8e-71	7.620342	NODE_728_length_53314_cov_7.620342_35
_168	GH2.hmm	5.4e-106	6.357950	NODE_729_length_53270_cov_6.357950_18
_169	GH36.hmm	3.4e-248	3.804355	NODE_738_length_52910_cov_3.804355_18
_170	GH67.hmm	3.8e-279	11.471289	NODE_753_length_52027_cov_11.471289_16
_171	GH13_31.hmm	1.3e-131	6.135628	NODE_755_length_51987_cov_6.135628_20
_172	GH13_31.hmm	1.9e-169	6.135628	NODE_755_length_51987_cov_6.135628_21
_173	GH13_39.hmm	2.3e-94	6.135628	NODE_755_length_51987_cov_6.135628_30
_174	GH36.hmm	2.2e-208	4.256358	NODE_763_length_51648_cov_4.256358_37
_176	GH130.hmm	4.7e-88	3.683306	NODE_783_length_50598_cov_3.683306_4
_177	GH2.hmm	9.1e-222	3.682737	NODE_786_length_50520_cov_3.682737_10
_178	GH2.hmm	4.4e-107	5.427785	NODE_792_length_50078_cov_5.427785_30
_179	GH36.hmm	6.2e-272	5.427785	NODE_792_length_50078_cov_5.427785_33
_180	GH13_31.hmm	9.3e-152	11.148459	NODE_803_length_49361_cov_11.148459_43
_181	GH36.hmm	9.6e-204	6.449472	NODE_820_length_48405_cov_6.449472_17
_182	GH35.hmm	4.4e-118	12.754623	NODE_825_length_48115_cov_12.754623_9
_183	GH2.hmm	5.2e-195	7.645416	NODE_846_length_46744_cov_7.645416_14
_184	GH36.hmm	1.1e-203	6.919650	NODE_865_length_45683_cov_6.919650_14
_185	GH36.hmm	2.4e-262	2.638363	NODE_900_length_44117_cov_2.638363_36
_186	GH2.hmm	5.5e-188	3.300103	NODE_906_length_43970_cov_3.300103_22
_187	GH2.hmm	3.7e-210	6.564545	NODE_927_length_43158_cov_6.564545_31
_188	GH2.hmm	3.2e-213	3.985657	NODE_1008_length_39138_cov_3.985657_11
_189	GH112.hmm	0	6.620140	NODE_1021_length_38833_cov_6.620140_20
_191	GH130.hmm	6e-92	6.057632	NODE_1036_length_38320_cov_6.057632_22
_192	GH84.hmm	8e-94	3.311491	NODE_1074_length_36385_cov_3.311491_15
_193	GH2.hmm	3.5e-235	9.895366	NODE_1092_length_35676_cov_9.895366_9
_194	GH13_39.hmm	4.9e-131	5.819223	NODE_1102_length_35293_cov_5.819223_15
_195	GH36.hmm	2.1e-264	7.589292	NODE_1109_length_35210_cov_7.589292_10
_197	GH130.hmm	2.1e-93	7.589292	NODE_1109_length_35210_cov_7.589292_15
_198	GH130.hmm	4e-84	7.589292	NODE_1109_length_35210_cov_7.589292_17
_199	GH67.hmm	5.8e-268	2.594401	NODE_1110_length_35174_cov_2.594401_23
_200	GH35.hmm	5e-119	3.069913	NODE_1117_length_34924_cov_3.069913_20
_201	GH36.hmm	7.2e-207	4.541292	NODE_1146_length_33818_cov_4.541292_5
_202	GH67.hmm	2.7e-252	11.174385	NODE_1164_length_33349_cov_11.174385_24
_203	GH110.hmm	6.1e-205	8.408602	NODE_1166_length_33318_cov_8.408602_3
_204	GH2.hmm	1.3e-216	7.043281	NODE_1183_length_32881_cov_7.043281_3
_205	GH84.hmm	1.2e-111	6.228671	NODE_1193_length_32609_cov_6.228671_7
_206	GH2.hmm	7.3e-238	3.425545	NODE_1207_length_32094_cov_3.425545_9
_207	GH2.hmm	1.9e-216	2.345521	NODE_1213_length_31902_cov_2.345521_2
_208	GH130.hmm	3.6e-92	3.820005	NODE_1215_length_31857_cov_3.820005_6
_210	GH130.hmm	3.1e-92	3.820005	NODE_1215_length_31857_cov_3.820005_7
_211	GH36.hmm	1.7e-251	4.113923	NODE_1243_length_31195_cov_4.113923_7
_212	GH95.hmm	1.5e-298	8.827963	NODE_1311_length_29176_cov_8.827963_23
_213	GH130.hmm	5.5e-93	4.203081	NODE_1322_length_28916_cov_4.203081_14
_214	GH2.hmm	3.2e-215	2.352878	NODE_1371_length_27878_cov_2.352878_9
_215	GH31.hmm	5.8e-144	2.352878	NODE_1371_length_27878_cov_2.352878_11
_216	GH130.hmm	4.3e-89	9.850601	NODE_1374_length_27699_cov_9.850601_6
_217	GH2.hmm	6.8e-114	8.447040	NODE_1404_length_27191_cov_8.447040_7
_218	GH2.hmm	9.7e-227	4.846813	NODE_1453_length_26481_cov_4.846813_14
_219	GH84.hmm	9.5e-109	2.480715	NODE_1469_length_26100_cov_2.480715_11
_220	GH84.hmm	1.7e-111	8.096414	NODE_1493_length_25527_cov_8.096414_1
_221	GH20.hmm	1.5e-103	3.215904	NODE_1511_length_25120_cov_3.215904_21
_222	GH42.hmm	7.7e-161	3.354148	NODE_1514_length_25093_cov_3.354148_9
_223	GH13_31.hmm	7.2e-152	3.663300	NODE_1566_length_23953_cov_3.663300_21
_224	GH2.hmm	1.5e-234	2.385098	NODE_1602_length_23354_cov_2.385098_4
_225	GH38.hmm	3.8e-73	2.323280	NODE_1743_length_21049_cov_2.323280_9
_226	GH36.hmm	1.9e-209	2.249395	NODE_1754_length_20765_cov_2.249395_3
_227	GH130.hmm	1.8e-85	2.422066	NODE_1824_length_19990_cov_2.422066_7
_229	GH130.hmm	5.3e-93	2.422066	NODE_1824_length_19990_cov_2.422066_9
_230	GH36.hmm	3.7e-259	2.422066	NODE_1824_length_19990_cov_2.422066_15
_231	GH2.hmm	4e-230	3.479711	NODE_1978_length_18233_cov_3.479711_3
_232	GH84.hmm	2.2e-101	3.287392	NODE_1980_length_18227_cov_3.287392_2
_233	GH130.hmm	1.4e-87	2.083314	NODE_2062_length_17331_cov_2.083314_17
_234	GH2.hmm	4e-221	13.087567	NODE_2080_length_17122_cov_13.087567_2
_235	GH36.hmm	4.5e-276	3.582802	NODE_2106_length_16888_cov_3.582802_11
_236	GH36.hmm	9.8e-290	2.877310	NODE_2125_length_16763_cov_2.877310_12
_237	GH130.hmm	6.5e-92	2.260239	NODE_2142_length_16649_cov_2.260239_2
_238	GH35.hmm	2.1e-118	8.811491	NODE_2207_length_16142_cov_8.811491_6
_239	GH84.hmm	5e-102	2.241764	NODE_2246_length_15788_cov_2.241764_9
_240	GH35.hmm	5.8e-122	2.440216	NODE_2293_length_15442_cov_2.440216_13
_241	GH29.hmm	2.4e-78	2.657594	NODE_2320_length_15305_cov_2.657594_4
_242	GH130.hmm	6.8e-60	2.956135	NODE_2325_length_15255_cov_2.956135_1
_243	GH35.hmm	5.1e-119	2.073963	NODE_2351_length_15035_cov_2.073963_4
_244	GH2.hmm	5.1e-211	2.623426	NODE_2364_length_14950_cov_2.623426_4
_245	GH2.hmm	1.4e-191	2.835019	NODE_2484_length_14133_cov_2.835019_2
_246	GH2.hmm	2.5e-216	14.249478	NODE_2506_length_13984_cov_14.249478_6
_247	GH36.hmm	7.4e-258	6.797226	NODE_2524_length_13864_cov_6.797226_7
_248	GH36.hmm	1.5e-201	16.231885	NODE_2578_length_13606_cov_16.231885_7
_249	GH36.hmm	1.8e-189	11.233465	NODE_2589_length_13536_cov_11.233465_1
_250	GH130.hmm	2.7e-86	2.591693	NODE_2630_length_13264_cov_2.591693_2
_251	GH112.hmm	0	1.877549	NODE_3118_length_10883_cov_1.877549_4
_252	GH13_31.hmm	1.3e-172	2.626284	NODE_3164_length_10710_cov_2.626284_5
_253	GH36.hmm	8.4e-291	2.399885	NODE_3206_length_10518_cov_2.399885_6
_254	GH67.hmm	1.9e-269	8.244040	NODE_3353_length_9995_cov_8.244040_5
_255	GH31.hmm	3.3e-142	2.164271	NODE_3361_length_9975_cov_2.164271_4
_256	GH2.hmm	2e-67	2.765811	NODE_3509_length_9519_cov_2.765811_1
_257	GH20.hmm	1.4e-119	2.344092	NODE_3510_length_9514_cov_2.344092_8
_258	GH35.hmm	2.7e-117	3.128689	NODE_3541_length_9412_cov_3.128689_2
_259	GH2.hmm	1.5e-134	2.030855	NODE_3659_length_9105_cov_2.030855_1
_260	GH110.hmm	3e-200	2.289766	NODE_3808_length_8733_cov_2.289766_2
_261	GH2.hmm	4.5e-220	2.189208	NODE_3837_length_8657_cov_2.189208_3
_262	GH29.hmm	3.1e-117	2.365031	NODE_3846_length_8634_cov_2.365031_5
_263	GH67.hmm	4.8e-247	1.983965	NODE_3892_length_8514_cov_1.983965_2
_264	GH36.hmm	2.3e-234	2.138671	NODE_3948_length_8388_cov_2.138671_1
_265	GH35.hmm	2.3e-119	4.605807	NODE_4017_length_8223_cov_4.605807_3
_266	GH2.hmm	2.3e-208	2.475020	NODE_4362_length_7501_cov_2.475020_3
_267	GH35.hmm	7.1e-119	8.289270	NODE_4456_length_7327_cov_8.289270_3
_268	GH29.hmm	5.1e-79	2.796644	NODE_4576_length_7127_cov_2.796644_5
_269	GH13_39.hmm	8.5e-125	2.185823	NODE_4623_length_7064_cov_2.185823_2
_270	GH31.hmm	1.2e-123	13.339570	NODE_4720_length_6936_cov_13.339570_5
_271	GH112.hmm	0	2.669317	NODE_4754_length_6887_cov_2.669317_4
_272	GH35.hmm	4.3e-114	3.125380	NODE_4912_length_6667_cov_3.125380_5
_273	GH130.hmm	3.4e-25	2.635851	NODE_5067_length_6477_cov_2.635851_5
_274	GH95.hmm	1.9e-270	2.276395	NODE_5413_length_6043_cov_2.276395_4
_275	GH36.hmm	5.5e-193	2.100360	NODE_5517_length_5934_cov_2.100360_5
_276	GH13_36.hmm	1.4e-67	2.057473	NODE_5561_length_5889_cov_2.057473_2
_277	GH20.hmm	7.6e-102	2.034165	NODE_5726_length_5744_cov_2.034165_3
_278	GH2.hmm	7.5e-131	1.703784	NODE_5860_length_5618_cov_1.703784_2
_279	GH2.hmm	1.8e-24	1.703784	NODE_5860_length_5618_cov_1.703784_3
_280	GH2.hmm	7.4e-205	2.106075	NODE_5945_length_5544_cov_2.106075_1
_281	GH36.hmm	1e-208	3.340883	NODE_6282_length_5261_cov_3.340883_1
_282	GH31.hmm	3.5e-96	2.153323	NODE_6302_length_5241_cov_2.153323_3
_283	GH67.hmm	7.3e-237	7.115641	NODE_6496_length_5050_cov_7.115641_3
_284	GH36.hmm	8e-277	3.028378	NODE_6621_length_4958_cov_3.028378_2
_286	GH130.hmm	1.7e-94	3.028378	NODE_6621_length_4958_cov_3.028378_4
_287	GH27.hmm	3.2e-71	1.971770	NODE_6631_length_4948_cov_1.971770_3
_288	GH2.hmm	1.3e-195	1.761775	NODE_6725_length_4872_cov_1.761775_1
_289	GH35.hmm	4.8e-117	1.932306	NODE_6975_length_4704_cov_1.932306_2
_291	GH130.hmm	1.9e-65	2.071343	NODE_7663_length_4286_cov_2.071343_3
_292	GH36.hmm	4.5e-224	1.558759	NODE_7833_length_4188_cov_1.558759_3
_293	GH36.hmm	5.4e-214	11.352768	NODE_7851_length_4177_cov_11.352768_3
_295	GH130.hmm	2.9e-21	2.189933	NODE_7975_length_4128_cov_2.189933_1
_296	GH13_31.hmm	1.9e-168	2.140885	NODE_8387_length_3935_cov_2.140885_2
_297	GH36.hmm	5.5e-258	1.655088	NODE_8826_length_3751_cov_1.655088_3
_298	GH2.hmm	5.2e-204	2.088730	NODE_8894_length_3724_cov_2.088730_1
_299	GH2.hmm	8.6e-223	9.324762	NODE_9336_length_3556_cov_9.324762_2
_300	GH2.hmm	1.3e-99	1.869830	NODE_9808_length_3383_cov_1.869830_5
_301	GH42.hmm	2e-160	2.802018	NODE_10172_length_3267_cov_2.802018_1
_302	GH3.hmm	2.6e-46	1.730095	NODE_11899_length_2833_cov_1.730095_1
_303	GH36.hmm	9.9e-190	2.275849	NODE_12150_length_2774_cov_2.275849_1
_304	GH35.hmm	7.6e-112	1.425715	NODE_12778_length_2646_cov_1.425715_2
_305	GH2.hmm	4.4e-195	1.437253	NODE_12855_length_2629_cov_1.437253_1
_306	GH2.hmm	1.9e-177	1.725896	NODE_12986_length_2605_cov_1.725896_1
_307	GH2.hmm	2e-132	2.035572	NODE_13031_length_2597_cov_2.035572_2
_308	GH84.hmm	7.2e-75	1.715028	NODE_13035_length_2597_cov_1.715028_1
_309	GH67.hmm	2e-276	1.709246	NODE_13244_length_2561_cov_1.709246_2
_311	GH130.hmm	1.5e-79	1.911777	NODE_13642_length_2498_cov_1.911777_4
_312	GH13_31.hmm	6.8e-73	1.355203	NODE_13705_length_2488_cov_1.355203_1
_313	GH13_31.hmm	5.5e-165	1.355203	NODE_13705_length_2488_cov_1.355203_2
_314	GH84.hmm	9.2e-45	1.932874	NODE_14147_length_2419_cov_1.932874_1
_315	GH36.hmm	9.3e-202	2.138618	NODE_14617_length_2353_cov_2.138618_2
_316	GH67.hmm	7.3e-176	1.868610	NODE_14841_length_2325_cov_1.868610_2
_317	GH36.hmm	4.4e-82	1.713442	NODE_15085_length_2297_cov_1.713442_1
_318	GH84.hmm	7.5e-108	2.198767	NODE_15863_length_2203_cov_2.198767_1
_319	GH2.hmm	1.8e-115	1.667160	NODE_16602_length_2120_cov_1.667160_1
_321	GH130.hmm	9.4e-56	1.309783	NODE_16617_length_2119_cov_1.309783_1
_322	GH42.hmm	1.1e-152	2.028000	NODE_16817_length_2095_cov_2.028000_1
_323	GH2.hmm	1.2e-50	1.533877	NODE_17190_length_2058_cov_1.533877_2
_324	GH42.hmm	1.1e-90	1.516800	NODE_18107_length_1970_cov_1.516800_2
_325	GH36.hmm	2.9e-190	1.608790	NODE_18479_length_1938_cov_1.608790_1
_326	GH4.hmm	1.9e-56	2.313131	NODE_20584_length_1778_cov_2.313131_2
_327	GH13_29.hmm	2.4e-31	1.343808	NODE_21454_length_1718_cov_1.343808_1
_328	GH130.hmm	5.1e-88	1.783853	NODE_22282_length_1668_cov_1.783853_1
_330	GH130.hmm	3.5e-55	1.783853	NODE_22282_length_1668_cov_1.783853_2
_331	GH36.hmm	2.5e-167	1.373134	NODE_22811_length_1636_cov_1.373134_1
_332	GH31.hmm	1.9e-109	1.080053	NODE_23571_length_1594_cov_1.080053_1
_333	GH2.hmm	2.2e-74	1.723951	NODE_23985_length_1573_cov_1.723951_1
_334	GH130.hmm	4e-41	1.594711	NODE_25520_length_1494_cov_1.594711_1
_336	GH130.hmm	5.4e-62	1.300000	NODE_25735_length_1485_cov_1.300000_2
