ORF	predicted_protein	Full_Seq_E-value	Coverage	Location
_32	GH36.hmm	5.7e-188	14.283840	NODE_87_length_140033_cov_14.283840_84
_33	GH36.hmm	2.1e-244	8.363098	NODE_88_length_139804_cov_8.363098_37
_34	GH2.hmm	2.8e-227	6.062473	NODE_93_length_135017_cov_6.062473_59
_35	GH130.hmm	1.2e-81	7.900087	NODE_104_length_129728_cov_7.900087_51
_36	GH35.hmm	7.4e-117	17.663266	NODE_108_length_128015_cov_17.663266_38
_38	GH130.hmm	5.4e-89	4.610721	NODE_109_length_127559_cov_4.610721_49
_39	GH36.hmm	8.2e-258	4.768845	NODE_111_length_126785_cov_4.768845_99
_40	GH36.hmm	6.8e-247	3.895559	NODE_114_length_126195_cov_3.895559_44
_41	GH31.hmm	2.5e-138	3.447717	NODE_117_length_124361_cov_3.447717_31
_42	GH31.hmm	4.4e-147	3.447717	NODE_117_length_124361_cov_3.447717_77
_43	GH13_31.hmm	1.5e-168	7.530179	NODE_118_length_123923_cov_7.530179_86
_44	GH36.hmm	6.5e-255	7.530179	NODE_118_length_123923_cov_7.530179_91
_45	GH2.hmm	8.3e-194	8.506164	NODE_121_length_123553_cov_8.506164_22
_46	GH130.hmm	1.5e-91	8.891074	NODE_124_length_121232_cov_8.891074_34
_47	GH2.hmm	7.5e-198	4.399995	NODE_131_length_116109_cov_4.399995_17
_48	GH84.hmm	1.4e-105	4.399995	NODE_131_length_116109_cov_4.399995_25
_49	GH27.hmm	1.5e-78	15.108791	NODE_135_length_115095_cov_15.108791_57
_50	GH130.hmm	1.7e-88	15.108791	NODE_135_length_115095_cov_15.108791_64
_51	GH2.hmm	7.7e-222	4.784949	NODE_152_length_107344_cov_4.784949_25
_52	GH20.hmm	1.6e-55	8.590797	NODE_174_length_97934_cov_8.590797_55
_53	GH2.hmm	1.1e-225	3.416660	NODE_175_length_97839_cov_3.416660_64
_54	GH36.hmm	2.3e-281	16.227411	NODE_176_length_97663_cov_16.227411_55
_55	GH2.hmm	7.3e-214	13.437743	NODE_185_length_94639_cov_13.437743_10
_56	GH2.hmm	3.3e-223	10.100944	NODE_188_length_92384_cov_10.100944_11
_57	GH95.hmm	2.1e-246	4.570899	NODE_216_length_85294_cov_4.570899_67
_58	GH42.hmm	3.1e-150	6.892245	NODE_217_length_84555_cov_6.892245_9
_59	GH13_36.hmm	7.3e-65	14.072539	NODE_218_length_84009_cov_14.072539_16
_60	GH29.hmm	2.3e-101	14.024857	NODE_221_length_83452_cov_14.024857_34
_61	GH110.hmm	1.4e-232	4.065481	NODE_227_length_82821_cov_4.065481_52
_62	GH95.hmm	1.5e-285	3.710848	NODE_238_length_80672_cov_3.710848_50
_63	GH36.hmm	2.2e-193	18.449741	NODE_245_length_79563_cov_18.449741_39
_64	GH67.hmm	2.9e-254	6.690663	NODE_247_length_78689_cov_6.690663_20
_66	GH130.hmm	1.1e-94	4.698758	NODE_255_length_77581_cov_4.698758_8
_67	GH130.hmm	9.4e-84	4.698758	NODE_255_length_77581_cov_4.698758_10
_68	GH67.hmm	8.8e-252	10.041242	NODE_256_length_77564_cov_10.041242_40
_69	GH38.hmm	7.9e-87	4.279090	NODE_263_length_76848_cov_4.279090_12
_70	GH35.hmm	1.4e-122	2.977105	NODE_265_length_76488_cov_2.977105_36
_71	GH2.hmm	5.7e-227	24.464839	NODE_272_length_75291_cov_24.464839_48
_72	GH13_31.hmm	1.2e-141	11.191445	NODE_276_length_75041_cov_11.191445_50
_73	GH110.hmm	2.3e-209	4.364346	NODE_284_length_73237_cov_4.364346_7
_74	GH20.hmm	7.6e-102	4.141280	NODE_295_length_71400_cov_4.141280_36
_75	GH13_31.hmm	5.6e-129	5.611100	NODE_310_length_67048_cov_5.611100_49
_76	GH36.hmm	6.3e-200	8.559243	NODE_331_length_64314_cov_8.559243_33
_77	GH2.hmm	4.9e-196	4.561065	NODE_340_length_63421_cov_4.561065_6
_78	GH36.hmm	1.9e-290	6.645548	NODE_360_length_61446_cov_6.645548_8
_79	GH110.hmm	4.8e-200	6.889374	NODE_369_length_60298_cov_6.889374_25
_80	GH2.hmm	8.9e-224	6.889374	NODE_369_length_60298_cov_6.889374_26
_81	GH2.hmm	4.3e-224	8.471314	NODE_400_length_56151_cov_8.471314_41
_82	GH2.hmm	7.4e-214	3.856711	NODE_417_length_54398_cov_3.856711_35
_83	GH42.hmm	8.2e-122	5.789970	NODE_429_length_52997_cov_5.789970_10
_84	GH2.hmm	1.1e-234	9.715665	NODE_435_length_52076_cov_9.715665_12
_85	GH2.hmm	1.8e-218	7.156527	NODE_440_length_51460_cov_7.156527_30
_86	GH112.hmm	0	7.156527	NODE_440_length_51460_cov_7.156527_31
_87	GH13_39.hmm	1.1e-128	2.796441	NODE_458_length_49437_cov_2.796441_4
_88	GH13_31.hmm	1.6e-171	4.160930	NODE_482_length_47072_cov_4.160930_31
_90	GH130.hmm	1.4e-89	8.998863	NODE_497_length_45830_cov_8.998863_17
_91	GH2.hmm	1.8e-223	8.998863	NODE_497_length_45830_cov_8.998863_19
_92	GH2.hmm	4.3e-219	2.656675	NODE_522_length_43864_cov_2.656675_33
_93	GH2.hmm	3.4e-91	4.323070	NODE_593_length_40207_cov_4.323070_2
_94	GH2.hmm	7.7e-178	4.069344	NODE_600_length_39882_cov_4.069344_1
_95	GH84.hmm	1.2e-98	13.348492	NODE_633_length_38136_cov_13.348492_17
_96	GH95.hmm	1e-279	3.424898	NODE_634_length_38130_cov_3.424898_22
_97	GH29.hmm	6.7e-83	3.115370	NODE_673_length_36283_cov_3.115370_6
_98	GH2.hmm	2e-160	2.178251	NODE_688_length_35719_cov_2.178251_18
_99	GH36.hmm	9.1e-209	4.328220	NODE_689_length_35687_cov_4.328220_10
_100	GH29.hmm	9.3e-99	12.202594	NODE_701_length_35170_cov_12.202594_3
_101	GH36.hmm	4.6e-258	4.929314	NODE_703_length_35109_cov_4.929314_7
_102	GH13_31.hmm	1.4e-171	2.793034	NODE_778_length_32482_cov_2.793034_2
_103	GH36.hmm	1.3e-203	3.454741	NODE_795_length_31768_cov_3.454741_32
_104	GH67.hmm	2.5e-257	2.593423	NODE_805_length_31538_cov_2.593423_7
_105	GH2.hmm	3.6e-114	6.651375	NODE_823_length_30787_cov_6.651375_12
_106	GH2.hmm	2.2e-201	2.483496	NODE_824_length_30755_cov_2.483496_9
_107	GH42.hmm	4e-163	3.259373	NODE_830_length_30634_cov_3.259373_2
_108	GH38.hmm	1.1e-71	3.259373	NODE_830_length_30634_cov_3.259373_10
_109	GH110.hmm	1.3e-223	3.877252	NODE_849_length_29953_cov_3.877252_3
_110	GH67.hmm	3.6e-222	6.770320	NODE_876_length_29118_cov_6.770320_1
_112	GH130.hmm	4.6e-90	2.398069	NODE_914_length_27756_cov_2.398069_9
_114	GH130.hmm	3.1e-91	8.681771	NODE_949_length_26865_cov_8.681771_18
_115	GH84.hmm	1.7e-111	19.615671	NODE_985_length_26143_cov_19.615671_1
_116	GH35.hmm	2.4e-119	6.257841	NODE_989_length_26111_cov_6.257841_2
_117	GH84.hmm	1.2e-111	3.222541	NODE_1022_length_25223_cov_3.222541_9
_118	GH13_39.hmm	4.9e-131	11.118224	NODE_1151_length_22950_cov_11.118224_19
_119	GH130.hmm	7.2e-91	15.178773	NODE_1164_length_22755_cov_15.178773_16
_120	GH2.hmm	7.9e-184	2.248935	NODE_1214_length_21924_cov_2.248935_14
_121	GH130.hmm	3.8e-91	3.006981	NODE_1265_length_21295_cov_3.006981_4
_122	GH29.hmm	2.7e-82	8.407997	NODE_1309_length_20752_cov_8.407997_13
_123	GH36.hmm	8.7e-267	3.535473	NODE_1385_length_19659_cov_3.535473_3
_124	GH42.hmm	6.1e-148	2.973211	NODE_1416_length_19319_cov_2.973211_4
_125	GH29.hmm	3.5e-76	3.141526	NODE_1437_length_19088_cov_3.141526_10
_126	GH36.hmm	5.8e-282	3.407973	NODE_1439_length_19035_cov_3.407973_14
_127	GH2.hmm	3.3e-215	2.203195	NODE_1552_length_17999_cov_2.203195_3
_128	GH31.hmm	8.7e-143	2.203195	NODE_1552_length_17999_cov_2.203195_5
_129	GH36.hmm	3.6e-213	2.546163	NODE_1581_length_17804_cov_2.546163_13
_130	GH13_39.hmm	7.2e-94	3.209983	NODE_1674_length_16844_cov_3.209983_12
_131	GH31.hmm	2.7e-68	2.565612	NODE_1684_length_16746_cov_2.565612_1
_132	GH29.hmm	8.3e-116	3.358837	NODE_1769_length_16119_cov_3.358837_6
_133	GH2.hmm	1.5e-161	2.833099	NODE_1824_length_15721_cov_2.833099_1
_134	GH29.hmm	7.3e-115	2.341938	NODE_1888_length_15203_cov_2.341938_4
_135	GH31.hmm	1.6e-98	2.341938	NODE_1888_length_15203_cov_2.341938_7
_136	GH2.hmm	7.2e-217	5.304864	NODE_1904_length_15082_cov_5.304864_4
_137	GH95.hmm	1.5e-298	7.327156	NODE_1933_length_14880_cov_7.327156_5
_138	GH95.hmm	1.5e-262	6.435288	NODE_1942_length_14814_cov_6.435288_1
_140	GH130.hmm	4.9e-91	1.773325	NODE_1971_length_14618_cov_1.773325_7
_142	GH130.hmm	6.8e-94	2.005458	NODE_2006_length_14387_cov_2.005458_6
_143	GH2.hmm	7.7e-194	3.056826	NODE_2079_length_13997_cov_3.056826_8
_144	GH112.hmm	4.8e-247	2.722332	NODE_2110_length_13784_cov_2.722332_9
_145	GH36.hmm	1.5e-201	7.955649	NODE_2129_length_13691_cov_7.955649_4
_146	GH36.hmm	1.5e-257	2.870492	NODE_2140_length_13654_cov_2.870492_2
_147	GH2.hmm	2.4e-20	2.108376	NODE_2289_length_12893_cov_2.108376_1
_148	GH2.hmm	7.6e-167	1.937884	NODE_2343_length_12620_cov_1.937884_1
_149	GH110.hmm	4.1e-164	4.727367	NODE_2360_length_12566_cov_4.727367_8
_150	GH84.hmm	8.2e-37	2.148248	NODE_2412_length_12365_cov_2.148248_1
_152	GH130.hmm	9e-81	2.195528	NODE_2495_length_12037_cov_2.195528_4
_153	GH2.hmm	1.1e-191	2.493111	NODE_2525_length_11926_cov_2.493111_5
_154	GH84.hmm	8e-121	1.844894	NODE_2715_length_11268_cov_1.844894_11
_155	GH2.hmm	8.8e-27	2.970428	NODE_2784_length_10950_cov_2.970428_4
_156	GH2.hmm	7.6e-118	2.970428	NODE_2784_length_10950_cov_2.970428_5
_157	GH2.hmm	2.3e-16	2.970428	NODE_2784_length_10950_cov_2.970428_6
_158	GH130.hmm	1.9e-86	1.993324	NODE_2848_length_10730_cov_1.993324_3
_159	GH36.hmm	9.6e-252	2.170353	NODE_2854_length_10720_cov_2.170353_6
_160	GH42.hmm	2.5e-148	3.390171	NODE_2943_length_10411_cov_3.390171_6
_161	GH2.hmm	2.7e-221	2.463009	NODE_3038_length_10138_cov_2.463009_2
_162	GH2.hmm	3.1e-200	2.432892	NODE_3099_length_9982_cov_2.432892_5
_163	GH13_39.hmm	4.1e-124	2.591599	NODE_3100_length_9975_cov_2.591599_8
_165	GH130.hmm	6.1e-92	2.841614	NODE_3153_length_9837_cov_2.841614_10
_166	GH36.hmm	2.1e-252	2.702081	NODE_3200_length_9705_cov_2.702081_6
_167	GH35.hmm	1.3e-120	3.985442	NODE_3263_length_9574_cov_3.985442_3
_168	GH112.hmm	0	3.037025	NODE_3374_length_9305_cov_3.037025_7
_169	GH112.hmm	2.9e-113	5.360769	NODE_3430_length_9195_cov_5.360769_1
_170	GH2.hmm	5.3e-213	1.964246	NODE_3447_length_9157_cov_1.964246_4
_172	GH130.hmm	5.6e-93	2.661119	NODE_3468_length_9107_cov_2.661119_3
_173	GH130.hmm	7.3e-92	2.661119	NODE_3468_length_9107_cov_2.661119_4
_174	GH35.hmm	2.7e-119	1.618206	NODE_3474_length_9092_cov_1.618206_7
_175	GH29.hmm	2.7e-78	2.292798	NODE_3503_length_9009_cov_2.292798_7
_176	GH67.hmm	7.5e-281	3.069225	NODE_3504_length_9008_cov_3.069225_5
_177	GH67.hmm	4.2e-267	2.077304	NODE_3598_length_8788_cov_2.077304_5
_178	GH95.hmm	5.7e-155	2.077304	NODE_3598_length_8788_cov_2.077304_8
_179	GH36.hmm	6.5e-287	2.495053	NODE_3688_length_8585_cov_2.495053_8
_180	GH36.hmm	1.2e-262	2.324458	NODE_3691_length_8583_cov_2.324458_5
_181	GH130.hmm	3.7e-85	1.872325	NODE_3815_length_8366_cov_1.872325_2
_182	GH36.hmm	1.6e-273	2.297228	NODE_3846_length_8321_cov_2.297228_3
_183	GH42.hmm	7.2e-146	2.379678	NODE_3884_length_8244_cov_2.379678_1
_184	GH2.hmm	5.3e-187	3.474948	NODE_3898_length_8218_cov_3.474948_1
_185	GH130.hmm	1e-85	1.900038	NODE_4057_length_7958_cov_1.900038_5
_186	GH110.hmm	9.6e-204	1.973841	NODE_4156_length_7817_cov_1.973841_5
_187	GH130.hmm	2.2e-88	6.399810	NODE_4400_length_7481_cov_6.399810_1
_188	GH95.hmm	2.1e-234	3.246517	NODE_4503_length_7344_cov_3.246517_4
_189	GH35.hmm	2.1e-118	7.177904	NODE_4521_length_7318_cov_7.177904_2
_190	GH84.hmm	2.7e-63	1.903235	NODE_4813_length_6957_cov_1.903235_6
_191	GH95.hmm	1.4e-262	3.138317	NODE_4870_length_6891_cov_3.138317_4
_192	GH2.hmm	5.2e-106	3.005885	NODE_5014_length_6722_cov_3.005885_2
_193	GH31.hmm	3.2e-144	1.791933	NODE_5071_length_6665_cov_1.791933_3
_195	GH130.hmm	1.2e-89	2.141283	NODE_5108_length_6628_cov_2.141283_4
_196	GH67.hmm	1.9e-220	1.805810	NODE_5313_length_6429_cov_1.805810_5
_197	GH2.hmm	8.3e-173	2.315397	NODE_5332_length_6395_cov_2.315397_4
_199	GH130.hmm	2.7e-96	1.952107	NODE_5369_length_6359_cov_1.952107_5
_200	GH130.hmm	6.8e-92	3.386664	NODE_5598_length_6139_cov_3.386664_3
_201	GH110.hmm	3.9e-42	1.740799	NODE_5922_length_5855_cov_1.740799_6
_202	GH27.hmm	1.3e-80	1.723779	NODE_6039_length_5768_cov_1.723779_3
_203	GH27.hmm	1.4e-71	3.442454	NODE_6094_length_5734_cov_3.442454_5
_204	GH36.hmm	6.1e-179	1.900037	NODE_6359_length_5547_cov_1.900037_7
_205	GH84.hmm	6.5e-106	2.317472	NODE_6373_length_5538_cov_2.317472_3
_206	GH4.hmm	1.7e-59	3.296200	NODE_6447_length_5490_cov_3.296200_4
_207	GH13_39.hmm	2e-97	2.295992	NODE_6703_length_5335_cov_2.295992_2
_208	GH110.hmm	9.9e-234	8.487101	NODE_6714_length_5328_cov_8.487101_3
_209	GH36.hmm	1.5e-213	1.835154	NODE_6741_length_5312_cov_1.835154_1
_210	GH2.hmm	3e-118	2.006083	NODE_6933_length_5191_cov_2.006083_2
_211	GH31.hmm	1.4e-147	1.874313	NODE_6942_length_5187_cov_1.874313_3
_212	GH2.hmm	9.3e-70	2.206747	NODE_6974_length_5164_cov_2.206747_4
_213	GH95.hmm	9.8e-244	2.036590	NODE_6991_length_5151_cov_2.036590_1
_214	GH29.hmm	1.1e-78	2.548545	NODE_7254_length_5008_cov_2.548545_1
_215	GH35.hmm	3.4e-120	2.125357	NODE_7280_length_4993_cov_2.125357_2
_216	GH36.hmm	2.3e-203	2.207575	NODE_7403_length_4927_cov_2.207575_1
_217	GH2.hmm	3.1e-183	2.005061	NODE_7578_length_4837_cov_2.005061_1
_218	GH27.hmm	1.3e-53	1.929577	NODE_7979_length_4639_cov_1.929577_1
_219	GH130.hmm	1.4e-87	2.448741	NODE_8018_length_4621_cov_2.448741_2
_220	GH29.hmm	1.7e-119	1.848827	NODE_8265_length_4527_cov_1.848827_3
_221	GH42.hmm	7.3e-158	2.454629	NODE_8448_length_4448_cov_2.454629_1
_222	GH2.hmm	3.3e-179	1.925483	NODE_8455_length_4443_cov_1.925483_2
_223	GH110.hmm	3.8e-101	1.835218	NODE_8486_length_4428_cov_1.835218_6
_224	GH36.hmm	4.2e-101	1.662696	NODE_8617_length_4376_cov_1.662696_4
_225	GH36.hmm	1e-106	1.888019	NODE_8766_length_4310_cov_1.888019_1
_227	GH130.hmm	1.2e-93	1.970511	NODE_8880_length_4266_cov_1.970511_5
_228	GH2.hmm	2.8e-217	1.930464	NODE_9045_length_4208_cov_1.930464_3
_229	GH2.hmm	4.3e-178	1.742309	NODE_9175_length_4158_cov_1.742309_2
_230	GH130.hmm	4e-66	1.342287	NODE_10113_length_3855_cov_1.342287_1
_231	GH35.hmm	2e-119	2.489125	NODE_10383_length_3773_cov_2.489125_1
_232	GH67.hmm	1.3e-246	1.588972	NODE_10682_length_3686_cov_1.588972_2
_233	GH2.hmm	1.6e-193	2.197934	NODE_10718_length_3677_cov_2.197934_1
_234	GH13_31.hmm	1.5e-144	2.384241	NODE_11080_length_3585_cov_2.384241_1
_236	GH130.hmm	2.8e-92	1.290379	NODE_11199_length_3556_cov_1.290379_1
_237	GH130.hmm	2.5e-92	1.290379	NODE_11199_length_3556_cov_1.290379_3
_238	GH42.hmm	1.2e-154	3.395852	NODE_11351_length_3518_cov_3.395852_4
_239	GH130.hmm	2e-83	2.077193	NODE_11365_length_3515_cov_2.077193_2
_240	GH2.hmm	1.4e-98	2.195136	NODE_11398_length_3508_cov_2.195136_1
_241	GH31.hmm	1.4e-46	1.609684	NODE_11523_length_3482_cov_1.609684_3
_242	GH2.hmm	4.4e-51	1.714624	NODE_11552_length_3473_cov_1.714624_3
_245	GH36.hmm	6.2e-247	1.578339	NODE_11963_length_3382_cov_1.578339_3
_246	GH13_31.hmm	3.5e-137	1.660565	NODE_12263_length_3318_cov_1.660565_1
_247	GH31.hmm	3.1e-78	1.780031	NODE_12358_length_3300_cov_1.780031_2
_248	GH29.hmm	3e-60	1.747187	NODE_12379_length_3295_cov_1.747187_1
_249	GH27.hmm	3.9e-62	1.617767	NODE_12394_length_3292_cov_1.617767_4
_250	GH2.hmm	9.3e-115	1.962240	NODE_12482_length_3273_cov_1.962240_1
_251	GH36.hmm	1.4e-234	2.440317	NODE_12605_length_3245_cov_2.440317_1
_253	GH130.hmm	1.3e-06	1.305804	NODE_12681_length_3231_cov_1.305804_6
_254	GH16.hmm	3.5e-28	1.754548	NODE_12694_length_3228_cov_1.754548_1
_255	GH36.hmm	9.8e-248	1.722006	NODE_12916_length_3185_cov_1.722006_1
_256	GH42.hmm	1.8e-158	1.921415	NODE_13105_length_3149_cov_1.921415_2
_258	GH36.hmm	5.3e-219	1.829690	NODE_14344_length_2931_cov_1.829690_2
_259	GH2.hmm	1.7e-211	1.648850	NODE_14420_length_2920_cov_1.648850_1
_260	GH36.hmm	5e-114	2.305984	NODE_14654_length_2886_cov_2.305984_1
_261	GH36.hmm	5.4e-214	9.964841	NODE_15276_length_2797_cov_9.964841_1
_263	GH130.hmm	1.5e-35	1.639350	NODE_15699_length_2743_cov_1.639350_1
_264	GH2.hmm	1.1e-135	1.491147	NODE_16083_length_2693_cov_1.491147_1
_265	GH42.hmm	3.1e-137	1.548587	NODE_16188_length_2678_cov_1.548587_1
_266	GH31.hmm	4.9e-70	2.460941	NODE_16258_length_2668_cov_2.460941_2
_267	GH2.hmm	8.7e-187	1.629293	NODE_16566_length_2628_cov_1.629293_1
_268	GH2.hmm	3.7e-158	1.551498	NODE_17382_length_2532_cov_1.551498_1
_269	GH95.hmm	4.7e-253	1.532398	NODE_17492_length_2518_cov_1.532398_1
_270	GH29.hmm	7.6e-62	1.762614	NODE_17530_length_2513_cov_1.762614_1
_271	GH110.hmm	7.6e-208	1.613051	NODE_17642_length_2501_cov_1.613051_2
_272	GH2.hmm	1.8e-157	1.592887	NODE_17753_length_2485_cov_1.592887_1
_273	GH130.hmm	1.1e-41	1.476592	NODE_17922_length_2466_cov_1.476592_2
_274	GH13_31.hmm	2.1e-140	1.391840	NODE_18099_length_2448_cov_1.391840_3
_275	GH2.hmm	6.8e-164	9.606383	NODE_18118_length_2445_cov_9.606383_1
_276	GH112.hmm	0	1.532557	NODE_18426_length_2414_cov_1.532557_1
_277	GH27.hmm	1.8e-75	1.643739	NODE_18917_length_2363_cov_1.643739_3
_278	GH36.hmm	6.3e-252	1.375112	NODE_19161_length_2337_cov_1.375112_1
_279	GH2.hmm	7.5e-106	1.729313	NODE_20254_length_2234_cov_1.729313_1
_280	GH31.hmm	6.3e-22	1.079373	NODE_20651_length_2199_cov_1.079373_2
_281	GH130.hmm	1.2e-85	1.542594	NODE_21062_length_2161_cov_1.542594_2
_282	GH29.hmm	4.5e-110	1.842718	NODE_21128_length_2155_cov_1.842718_2
_283	GH84.hmm	9.1e-66	1.538159	NODE_21492_length_2126_cov_1.538159_2
_284	GH29.hmm	9.4e-82	1.618787	NODE_21720_length_2107_cov_1.618787_2
_285	GH2.hmm	2e-117	1.677273	NODE_22119_length_2075_cov_1.677273_1
_286	GH13_31.hmm	3.1e-121	2.127097	NODE_22273_length_2062_cov_2.127097_1
_287	GH2.hmm	4.5e-176	1.897814	NODE_22277_length_2062_cov_1.897814_1
_288	GH42.hmm	2.6e-89	1.507172	NODE_22479_length_2047_cov_1.507172_3
_289	GH16.hmm	6.1e-32	2.003099	NODE_22675_length_2031_cov_2.003099_3
_290	GH27.hmm	1.3e-70	1.317452	NODE_22750_length_2026_cov_1.317452_2
_291	GH36.hmm	1.4e-209	1.889718	NODE_23531_length_1972_cov_1.889718_2
_292	GH20.hmm	1.1e-79	1.298274	NODE_23875_length_1949_cov_1.298274_1
_293	GH31.hmm	2.1e-100	2.525790	NODE_24603_length_1898_cov_2.525790_2
_294	GH13_29.hmm	4.5e-35	1.472018	NODE_25174_length_1864_cov_1.472018_1
_295	GH84.hmm	5e-40	1.634050	NODE_25194_length_1863_cov_1.634050_1
_296	GH36.hmm	3.8e-180	1.764338	NODE_25306_length_1856_cov_1.764338_1
_297	GH36.hmm	7.3e-80	1.680206	NODE_25535_length_1843_cov_1.680206_1
_298	GH29.hmm	3.6e-84	1.412624	NODE_26155_length_1806_cov_1.412624_2
_299	GH36.hmm	7.3e-161	1.817686	NODE_27207_length_1746_cov_1.817686_1
_300	GH130.hmm	2.3e-26	1.387845	NODE_28202_length_1691_cov_1.387845_1
_301	GH27.hmm	5.7e-51	1.924904	NODE_29012_length_1653_cov_1.924904_1
_302	GH130.hmm	1.8e-60	1.250000	NODE_30390_length_1587_cov_1.250000_3
_303	GH2.hmm	4.7e-110	2.511744	NODE_32417_length_1500_cov_2.511744_1
_304	GH36.hmm	1e-183	1.565723	NODE_33178_length_1472_cov_1.565723_1
_306	GH130.hmm	6.2e-67	1.317343	NODE_33755_length_1450_cov_1.317343_1
_307	GH42.hmm	1.8e-81	1.509673	NODE_34038_length_1439_cov_1.509673_1
_308	GH35.hmm	8e-74	1.347201	NODE_34669_length_1417_cov_1.347201_1
_309	GH2.hmm	2.7e-145	1.495079	NODE_34689_length_1416_cov_1.495079_1
_310	CBM32.hmm	1.7e-07	1.990122	NODE_34805_length_1411_cov_1.990122_1
_311	GH2.hmm	9.1e-87	1.835925	NODE_35679_length_1381_cov_1.835925_1
_312	GH42.hmm	9.6e-124	1.307393	NODE_35738_length_1380_cov_1.307393_2
_313	GH2.hmm	3.3e-136	1.166536	NODE_35901_length_1374_cov_1.166536_1
_314	GH2.hmm	3e-07	1.079968	NODE_36344_length_1358_cov_1.079968_1
_315	GH42.hmm	7.8e-113	1.969889	NODE_36350_length_1357_cov_1.969889_1
_316	GH3.hmm	2.3e-42	1.652800	NODE_36715_length_1345_cov_1.652800_2
_317	GH130.hmm	1.2e-54	1.206485	NODE_39190_length_1267_cov_1.206485_3
_318	GH20.hmm	4.7e-93	1.970044	NODE_40450_length_1230_cov_1.970044_1
_319	GH110.hmm	1.5e-129	1.702203	NODE_40457_length_1230_cov_1.702203_1
_320	GH112.hmm	1.9e-125	1.927549	NODE_41102_length_1213_cov_1.927549_1
_321	GH112.hmm	2.1e-65	1.927549	NODE_41102_length_1213_cov_1.927549_2
_322	GH13_29.hmm	1.6e-66	2.360550	NODE_42151_length_1185_cov_2.360550_1
_323	GH130.hmm	4.7e-47	1.736059	NODE_42734_length_1171_cov_1.736059_1
_324	GH36.hmm	1.3e-129	1.437743	NODE_44768_length_1123_cov_1.437743_1
_325	GH36.hmm	1.5e-90	1.240234	NODE_44951_length_1119_cov_1.240234_1
_326	GH20.hmm	1.1e-95	1.842885	NODE_45461_length_1107_cov_1.842885_1
_327	GH112.hmm	6.3e-149	1.658706	NODE_45770_length_1100_cov_1.658706_1
_328	GH130.hmm	3.1e-14	1.376636	NODE_46342_length_1088_cov_1.376636_1
_329	GH67.hmm	3.8e-160	1.475207	NODE_47494_length_1063_cov_1.475207_1
_330	GH110.hmm	2.3e-140	1.870021	NODE_48178_length_1049_cov_1.870021_1
_331	GH36.hmm	1.6e-79	1.692905	NODE_50783_length_997_cov_1.692905_2
_334	GH95.hmm	1.1e-105	1.246753	NODE_53900_length_942_cov_1.246753_1
_335	GH130.hmm	7.6e-43	1.390681	NODE_54445_length_932_cov_1.390681_2
_337	GH130.hmm	2.5e-78	1.690534	NODE_55210_length_919_cov_1.690534_1
