ORF	predicted_protein	Full_Seq_E-value	Coverage	Location
_32	GH2.hmm	3.6e-233	17.277905	NODE_38_length_189768_cov_17.277905_97
_33	GH2.hmm	2.5e-213	10.860445	NODE_40_length_185498_cov_10.860445_110
_34	GH27.hmm	1e-67	17.057327	NODE_43_length_179748_cov_17.057327_25
_35	GH67.hmm	2.9e-254	4.997608	NODE_46_length_178580_cov_4.997608_15
_36	GH110.hmm	1e-221	41.030139	NODE_56_length_167484_cov_41.030139_28
_37	GH29.hmm	3.5e-76	41.030139	NODE_56_length_167484_cov_41.030139_139
_38	GH29.hmm	3.1e-117	4.230942	NODE_58_length_164699_cov_4.230942_15
_39	GH130.hmm	1.8e-85	4.230942	NODE_58_length_164699_cov_4.230942_108
_41	GH130.hmm	5.3e-93	4.230942	NODE_58_length_164699_cov_4.230942_110
_42	GH36.hmm	2.7e-260	4.230942	NODE_58_length_164699_cov_4.230942_116
_43	GH42.hmm	6.5e-153	4.457426	NODE_61_length_162528_cov_4.457426_5
_44	GH36.hmm	2.2e-193	19.846510	NODE_63_length_160470_cov_19.846510_105
_45	GH84.hmm	1.2e-119	21.057870	NODE_68_length_151140_cov_21.057870_65
_46	GH130.hmm	5.5e-93	16.744380	NODE_69_length_146437_cov_16.744380_14
_47	GH36.hmm	7.2e-207	16.744380	NODE_69_length_146437_cov_16.744380_33
_48	GH110.hmm	6.5e-218	15.534352	NODE_70_length_145501_cov_15.534352_58
_49	GH110.hmm	4.8e-197	18.954253	NODE_75_length_141525_cov_18.954253_11
_50	GH13_31.hmm	2.9e-175	5.075890	NODE_86_length_125078_cov_5.075890_24
_51	GH130.hmm	3.8e-91	37.941664	NODE_87_length_123656_cov_37.941664_58
_52	GH95.hmm	9.6e-296	5.215687	NODE_93_length_115605_cov_5.215687_26
_53	GH84.hmm	2e-117	14.795866	NODE_96_length_115436_cov_14.795866_83
_54	GH36.hmm	1.9e-209	17.174698	NODE_99_length_111613_cov_17.174698_65
_55	GH2.hmm	7.5e-211	66.946624	NODE_100_length_111344_cov_66.946624_55
_56	GH20.hmm	1.2e-106	3.621005	NODE_105_length_106173_cov_3.621005_5
_57	GH35.hmm	1.9e-120	71.096300	NODE_109_length_102182_cov_71.096300_65
_58	GH13_31.hmm	7.3e-143	35.735518	NODE_124_length_90929_cov_35.735518_30
_59	GH29.hmm	9.3e-82	13.859587	NODE_126_length_90457_cov_13.859587_28
_60	GH36.hmm	5.9e-263	5.004101	NODE_134_length_87393_cov_5.004101_47
_61	GH29.hmm	2.3e-101	17.242715	NODE_141_length_83452_cov_17.242715_34
_62	GH2.hmm	1.6e-84	8.633891	NODE_160_length_76493_cov_8.633891_26
_63	GH36.hmm	2.8e-214	17.647980	NODE_163_length_75673_cov_17.647980_58
_64	GH35.hmm	3e-118	14.522964	NODE_195_length_64826_cov_14.522964_12
_65	GH67.hmm	6e-268	10.951227	NODE_198_length_64291_cov_10.951227_19
_66	GH95.hmm	2e-283	10.951227	NODE_198_length_64291_cov_10.951227_22
_67	GH42.hmm	2.6e-145	3.081468	NODE_199_length_64255_cov_3.081468_6
_68	GH2.hmm	4.9e-214	16.726418	NODE_213_length_61594_cov_16.726418_5
_69	GH130.hmm	9e-89	16.726418	NODE_213_length_61594_cov_16.726418_39
_70	GH2.hmm	3.2e-213	14.717921	NODE_214_length_60922_cov_14.717921_11
_71	GH36.hmm	9.1e-214	3.812368	NODE_228_length_57793_cov_3.812368_31
_72	GH112.hmm	2.9e-293	3.812368	NODE_228_length_57793_cov_3.812368_34
_73	GH67.hmm	4.8e-247	18.127662	NODE_239_length_54387_cov_18.127662_12
_74	GH95.hmm	3.5e-279	39.226879	NODE_241_length_53824_cov_39.226879_16
_75	GH95.hmm	5.8e-284	2.621298	NODE_248_length_52334_cov_2.621298_1
_76	GH29.hmm	4.4e-75	2.671596	NODE_250_length_51961_cov_2.671596_30
_77	GH36.hmm	9.8e-282	3.160153	NODE_255_length_50703_cov_3.160153_32
_78	GH35.hmm	5.1e-119	10.323524	NODE_263_length_49909_cov_10.323524_13
_79	GH2.hmm	8.7e-220	10.323524	NODE_263_length_49909_cov_10.323524_21
_80	GH29.hmm	2.8e-78	4.789416	NODE_281_length_47278_cov_4.789416_31
_81	GH2.hmm	9.7e-227	9.375620	NODE_291_length_45649_cov_9.375620_14
_82	GH4.hmm	1.2e-66	4.907238	NODE_293_length_45577_cov_4.907238_2
_83	GH13_31.hmm	5.9e-174	2.472868	NODE_310_length_43642_cov_2.472868_5
_84	GH2.hmm	7e-213	4.014093	NODE_317_length_42456_cov_4.014093_21
_85	GH112.hmm	0	3.092707	NODE_352_length_38420_cov_3.092707_20
_87	GH130.hmm	9.4e-91	3.893469	NODE_364_length_36967_cov_3.893469_29
_88	GH31.hmm	3.2e-145	11.123182	NODE_368_length_36675_cov_11.123182_1
_89	GH29.hmm	7.3e-115	11.123182	NODE_368_length_36675_cov_11.123182_4
_90	GH31.hmm	3.3e-142	16.768209	NODE_374_length_35696_cov_16.768209_15
_91	GH84.hmm	9.5e-109	10.748177	NODE_386_length_34786_cov_10.748177_8
_92	GH2.hmm	1.2e-216	15.112599	NODE_405_length_33177_cov_15.112599_6
_93	GH36.hmm	2.4e-205	6.245962	NODE_407_length_32844_cov_6.245962_5
_94	GH36.hmm	2.1e-264	3.135716	NODE_428_length_31344_cov_3.135716_9
_96	GH130.hmm	2.1e-93	3.135716	NODE_428_length_31344_cov_3.135716_14
_97	GH130.hmm	4e-84	3.135716	NODE_428_length_31344_cov_3.135716_16
_98	GH110.hmm	1.8e-230	2.600143	NODE_439_length_30881_cov_2.600143_8
_99	GH27.hmm	2.5e-54	4.653408	NODE_448_length_30012_cov_4.653408_19
_100	GH13_36.hmm	5.9e-112	4.272136	NODE_463_length_29312_cov_4.272136_10
_102	GH130.hmm	3.8e-92	9.629021	NODE_464_length_29164_cov_9.629021_16
_103	GH84.hmm	2.2e-109	4.986213	NODE_516_length_26207_cov_4.986213_15
_104	GH110.hmm	5e-222	4.986213	NODE_516_length_26207_cov_4.986213_17
_105	GH35.hmm	2.4e-119	4.725169	NODE_518_length_26111_cov_4.725169_2
_106	GH84.hmm	1.7e-111	17.928633	NODE_530_length_25527_cov_17.928633_1
_107	GH13_39.hmm	2.8e-129	3.067558	NODE_537_length_25155_cov_3.067558_1
_108	GH36.hmm	1.9e-152	12.585655	NODE_604_length_22277_cov_12.585655_5
_109	GH13_31.hmm	1.3e-131	2.790123	NODE_628_length_21417_cov_2.790123_10
_110	GH13_31.hmm	1.9e-169	2.790123	NODE_628_length_21417_cov_2.790123_11
_111	GH84.hmm	8e-108	5.095896	NODE_640_length_20951_cov_5.095896_4
_112	GH84.hmm	1.2e-111	2.290581	NODE_660_length_20406_cov_2.290581_8
_113	GH3.hmm	3.1e-46	3.688336	NODE_713_length_19093_cov_3.688336_15
_114	GH2.hmm	2.9e-217	7.408663	NODE_881_length_15702_cov_7.408663_5
_115	GH84.hmm	1.1e-107	10.894020	NODE_884_length_15664_cov_10.894020_6
_116	GH95.hmm	1.5e-262	4.780998	NODE_949_length_14725_cov_4.780998_1
_117	GH2.hmm	1.3e-216	2.382932	NODE_953_length_14672_cov_2.382932_8
_118	GH36.hmm	2.2e-217	3.585681	NODE_968_length_14509_cov_3.585681_7
_119	GH27.hmm	2.8e-71	3.180723	NODE_973_length_14454_cov_3.180723_3
_120	GH29.hmm	1.3e-81	2.234351	NODE_975_length_14441_cov_2.234351_9
_121	GH130.hmm	9.9e-92	2.401330	NODE_1024_length_13929_cov_2.401330_8
_122	GH2.hmm	1.2e-204	2.217573	NODE_1051_length_13502_cov_2.217573_4
_123	GH2.hmm	1e-215	3.755793	NODE_1095_length_12998_cov_3.755793_5
_124	GH2.hmm	7.1e-220	2.655642	NODE_1100_length_12945_cov_2.655642_9
_125	GH36.hmm	2.2e-215	2.312282	NODE_1222_length_11876_cov_2.312282_7
_126	GH36.hmm	1.1e-212	2.128141	NODE_1373_length_10919_cov_2.128141_7
_127	GH2.hmm	1.5e-234	6.236740	NODE_1374_length_10917_cov_6.236740_5
_128	GH36.hmm	2e-242	3.449048	NODE_1399_length_10762_cov_3.449048_6
_129	GH130.hmm	2.9e-69	2.267915	NODE_1416_length_10673_cov_2.267915_8
_130	GH36.hmm	1.4e-204	1.899743	NODE_1424_length_10618_cov_1.899743_7
_131	GH2.hmm	6.7e-93	3.804361	NODE_1466_length_10323_cov_3.804361_7
_132	GH2.hmm	1e-215	10.639059	NODE_1483_length_10213_cov_10.639059_4
_133	GH13_39.hmm	2.3e-94	2.311835	NODE_1488_length_10158_cov_2.311835_3
_134	GH2.hmm	9.9e-167	2.770669	NODE_1499_length_10098_cov_2.770669_8
_135	GH2.hmm	1.2e-199	2.045344	NODE_1580_length_9578_cov_2.045344_1
_136	GH2.hmm	9.9e-188	1.800892	NODE_1592_length_9507_cov_1.800892_1
_137	GH95.hmm	1.4e-269	10.273952	NODE_1647_length_9301_cov_10.273952_6
_138	GH31.hmm	2.4e-107	3.691255	NODE_1724_length_8934_cov_3.691255_1
_139	GH36.hmm	8.8e-249	3.646829	NODE_1755_length_8782_cov_3.646829_3
_140	GH2.hmm	2.5e-221	3.580951	NODE_1761_length_8736_cov_3.580951_5
_141	GH35.hmm	2.3e-119	10.855851	NODE_1764_length_8718_cov_10.855851_5
_142	GH29.hmm	3.5e-80	2.204617	NODE_1873_length_8369_cov_2.204617_9
_143	GH130.hmm	1.1e-85	2.043827	NODE_1949_length_8081_cov_2.043827_1
_144	GH2.hmm	9.3e-201	2.458896	NODE_2116_length_7576_cov_2.458896_2
_145	GH36.hmm	1.8e-168	2.155403	NODE_2146_length_7508_cov_2.155403_1
_146	GH67.hmm	1.3e-240	1.871879	NODE_2175_length_7424_cov_1.871879_3
_147	GH31.hmm	7.9e-143	10.181170	NODE_2365_length_6967_cov_10.181170_2
_148	GH84.hmm	3e-106	2.192050	NODE_2435_length_6812_cov_2.192050_5
_149	GH2.hmm	3.4e-204	2.481766	NODE_2526_length_6594_cov_2.481766_1
_150	GH29.hmm	2.3e-81	3.910596	NODE_2551_length_6560_cov_3.910596_3
_151	GH2.hmm	6.3e-227	1.798861	NODE_2646_length_6414_cov_1.798861_2
_152	GH95.hmm	4.9e-268	4.539355	NODE_2753_length_6206_cov_4.539355_5
_153	GH31.hmm	2.1e-49	4.539355	NODE_2753_length_6206_cov_4.539355_6
_154	GH67.hmm	1.1e-242	1.604444	NODE_2784_length_6170_cov_1.604444_1
_155	GH130.hmm	6.5e-92	14.128341	NODE_2955_length_5931_cov_14.128341_4
_156	GH31.hmm	3.9e-43	1.876582	NODE_3004_length_5864_cov_1.876582_1
_157	GH31.hmm	5.5e-45	1.876582	NODE_3004_length_5864_cov_1.876582_2
_159	GH130.hmm	3.7e-89	1.688676	NODE_3023_length_5835_cov_1.688676_2
_160	GH110.hmm	2.2e-202	2.316947	NODE_3126_length_5689_cov_2.316947_4
_161	GH2.hmm	2.2e-81	10.895305	NODE_3151_length_5654_cov_10.895305_4
_163	GH130.hmm	1.4e-89	2.085643	NODE_3439_length_5291_cov_2.085643_3
_165	GH130.hmm	4.6e-90	2.357423	NODE_3524_length_5201_cov_2.357423_3
_166	GH35.hmm	6.6e-117	1.507302	NODE_3697_length_5025_cov_1.507302_1
_167	GH36.hmm	3.4e-207	1.887954	NODE_3763_length_4968_cov_1.887954_3
_168	GH84.hmm	9.7e-102	1.505799	NODE_4020_length_4751_cov_1.505799_3
_169	GH2.hmm	1.7e-200	1.474554	NODE_4246_length_4575_cov_1.474554_2
_170	GH31.hmm	6.2e-36	1.979444	NODE_4319_length_4522_cov_1.979444_1
_171	GH36.hmm	2.3e-217	8.635760	NODE_4406_length_4463_cov_8.635760_3
_172	GH110.hmm	1.9e-235	1.984079	NODE_4452_length_4429_cov_1.984079_1
_173	GH130.hmm	3.7e-65	1.357688	NODE_4899_length_4160_cov_1.357688_1
_174	GH130.hmm	4.1e-85	1.976976	NODE_5221_length_4004_cov_1.976976_2
_176	GH130.hmm	6.8e-83	1.976976	NODE_5221_length_4004_cov_1.976976_4
_178	GH36.hmm	9.6e-204	2.382408	NODE_5526_length_3858_cov_2.382408_3
_179	GH35.hmm	5.3e-118	2.405441	NODE_5557_length_3844_cov_2.405441_3
_180	GH36.hmm	3e-214	1.817840	NODE_5623_length_3817_cov_1.817840_1
_181	GH36.hmm	4.4e-245	1.703231	NODE_5715_length_3778_cov_1.703231_3
_182	GH36.hmm	5.5e-258	1.435818	NODE_6001_length_3663_cov_1.435818_3
_183	GH31.hmm	2.1e-137	1.342833	NODE_6168_length_3604_cov_1.342833_1
_184	GH2.hmm	7.7e-216	1.835013	NODE_6260_length_3568_cov_1.835013_2
_185	GH2.hmm	4.8e-159	2.042508	NODE_6678_length_3412_cov_2.042508_2
_186	GH130.hmm	1.1e-48	1.704663	NODE_6801_length_3376_cov_1.704663_3
_187	GH2.hmm	7.7e-49	2.233220	NODE_6936_length_3328_cov_2.233220_1
_188	GH2.hmm	4.1e-215	10.760087	NODE_6974_length_3317_cov_10.760087_2
_189	GH13_31.hmm	2.6e-127	1.585491	NODE_7307_length_3224_cov_1.585491_2
_190	GH35.hmm	1.1e-121	1.997424	NODE_7393_length_3200_cov_1.997424_3
_191	GH36.hmm	3.3e-260	1.664686	NODE_7677_length_3125_cov_1.664686_2
_192	GH2.hmm	6.1e-207	1.943979	NODE_7864_length_3076_cov_1.943979_1
_193	GH36.hmm	4.7e-236	1.896820	NODE_7963_length_3051_cov_1.896820_2
_194	GH2.hmm	4.4e-189	1.248985	NODE_7966_length_3051_cov_1.248985_1
_195	GH35.hmm	2.7e-94	1.534660	NODE_8107_length_3009_cov_1.534660_1
_196	GH36.hmm	6.3e-131	1.757481	NODE_8261_length_2969_cov_1.757481_2
_197	GH95.hmm	8.9e-233	1.928171	NODE_8330_length_2949_cov_1.928171_2
_198	GH13_31.hmm	1.4e-56	1.576091	NODE_8497_length_2914_cov_1.576091_1
_199	GH2.hmm	2.4e-163	2.125091	NODE_8870_length_2829_cov_2.125091_1
_200	GH2.hmm	1.2e-85	1.316959	NODE_9757_length_2660_cov_1.316959_1
_201	GH36.hmm	4.8e-266	1.618132	NODE_9841_length_2643_cov_1.618132_2
_202	GH112.hmm	1.9e-108	1.797753	NODE_11425_length_2409_cov_1.797753_1
_203	GH2.hmm	1.4e-179	2.207899	NODE_11503_length_2399_cov_2.207899_1
_204	GH13_31.hmm	4.6e-45	1.539341	NODE_11715_length_2370_cov_1.539341_2
_205	GH31.hmm	5.8e-96	1.901434	NODE_12024_length_2327_cov_1.901434_1
_206	GH35.hmm	1.6e-117	1.752829	NODE_12216_length_2304_cov_1.752829_1
_207	GH36.hmm	7.9e-198	1.253975	NODE_12283_length_2296_cov_1.253975_2
_208	GH29.hmm	9.2e-29	1.582565	NODE_12575_length_2263_cov_1.582565_1
_209	GH36.hmm	7.4e-258	5.592661	NODE_12692_length_2248_cov_5.592661_1
_210	GH36.hmm	2.8e-203	1.711268	NODE_12901_length_2225_cov_1.711268_1
_211	GH2.hmm	1.5e-149	3.680690	NODE_15761_length_1949_cov_3.680690_1
_212	GH95.hmm	4.2e-171	1.066010	NODE_17507_length_1822_cov_1.066010_2
_213	GH31.hmm	4.7e-109	1.546856	NODE_18077_length_1781_cov_1.546856_1
_214	GH36.hmm	4.9e-173	1.628468	NODE_18524_length_1753_cov_1.628468_2
_215	GH36.hmm	8.7e-232	1.927250	NODE_19142_length_1717_cov_1.927250_1
_216	GH27.hmm	2.4e-49	1.452690	NODE_19233_length_1712_cov_1.452690_1
_217	GH67.hmm	2.9e-151	1.387223	NODE_20762_length_1629_cov_1.387223_1
_218	GH36.hmm	3.3e-177	1.534791	NODE_21234_length_1604_cov_1.534791_1
_219	GH112.hmm	2.6e-261	1.333333	NODE_22145_length_1559_cov_1.333333_1
_220	GH112.hmm	4.4e-79	1.447514	NODE_22448_length_1543_cov_1.447514_1
_221	GH29.hmm	2.7e-43	1.694662	NODE_23412_length_1500_cov_1.694662_1
_222	GH31.hmm	4.2e-114	2.252406	NODE_24646_length_1446_cov_2.252406_1
_223	GH36.hmm	3.5e-154	1.423938	NODE_26155_length_1390_cov_1.423938_2
_224	GH84.hmm	5.4e-15	3.162077	NODE_26785_length_1366_cov_3.162077_2
_226	GH35.hmm	8.4e-120	1.835962	NODE_26901_length_1363_cov_1.835962_1
_227	GH2.hmm	3.3e-08	1.358615	NODE_28524_length_1308_cov_1.358615_1
_229	GH2.hmm	5.3e-129	6.054852	NODE_29343_length_1280_cov_6.054852_1
_230	GH2.hmm	5.2e-131	4.985654	NODE_29344_length_1280_cov_4.985654_1
_231	GH95.hmm	2.6e-159	2.006849	NODE_29920_length_1263_cov_2.006849_1
_232	GH130.hmm	1.5e-08	1.355401	NODE_30577_length_1243_cov_1.355401_1
_233	GH13_31.hmm	8.9e-146	1.922467	NODE_31040_length_1230_cov_1.922467_1
_234	GH36.hmm	6.4e-191	2.182060	NODE_31337_length_1221_cov_2.182060_1
_235	GH31.hmm	5e-97	2.146319	NODE_33287_length_1168_cov_2.146319_1
_236	GH2.hmm	2.1e-110	1.382493	NODE_34151_length_1146_cov_1.382493_1
_237	GH2.hmm	3.4e-76	1.280193	NODE_34855_length_1130_cov_1.280193_1
_238	GH67.hmm	1.7e-168	1.830846	NODE_36149_length_1100_cov_1.830846_1
_239	GH84.hmm	7.5e-84	1.226891	NODE_38559_length_1047_cov_1.226891_1
_240	GH2.hmm	3.2e-82	1.331813	NODE_42430_length_972_cov_1.331813_1
_241	GH2.hmm	1.2e-109	2.284730	NODE_42748_length_966_cov_2.284730_1
_242	GH36.hmm	2e-142	1.171529	NODE_43612_length_952_cov_1.171529_1
_243	GH2.hmm	5.4e-93	1.078219	NODE_45178_length_926_cov_1.078219_1
_244	GH110.hmm	1.5e-65	1.822600	NODE_45618_length_918_cov_1.822600_1
_245	GH2.hmm	2.4e-56	1.848939	NODE_46970_length_896_cov_1.848939_1
_246	GH130.hmm	1.8e-35	1.134689	NODE_47929_length_882_cov_1.134689_1
_247	GH164.hmm	5.7e-08	0.963952	NODE_50600_length_844_cov_0.963952_1
_248	GH2.hmm	2.1e-47	1.600551	NODE_52313_length_821_cov_1.600551_1
_249	GH13_31.hmm	6e-90	1.622069	NODE_52382_length_820_cov_1.622069_1
_250	GH36.hmm	4.9e-111	1.711699	NODE_52925_length_813_cov_1.711699_1
_251	GH13_31.hmm	5.9e-68	1.652051	NODE_53837_length_802_cov_1.652051_1
_252	GH36.hmm	1.5e-98	1.325409	NODE_56577_length_768_cov_1.325409_1
_254	GH130.hmm	1.5e-68	1.421450	NODE_57558_length_757_cov_1.421450_1
_255	GH13_39.hmm	1.2e-75	1.273570	NODE_58997_length_742_cov_1.273570_1
_256	GH31.hmm	1.5e-60	1.743349	NODE_59740_length_734_cov_1.743349_1
_257	GH2.hmm	8.9e-64	1.243548	NODE_61672_length_715_cov_1.243548_1
_258	GH31.hmm	4.5e-59	1.228896	NODE_62087_length_711_cov_1.228896_1
_259	GH112.hmm	1.5e-121	1.492462	NODE_64104_length_692_cov_1.492462_1
_260	GH35.hmm	2.7e-83	1.030354	NODE_64552_length_688_cov_1.030354_1
_261	GH2.hmm	5e-54	2.231561	NODE_65580_length_678_cov_2.231561_1
_262	GH13_31.hmm	1.4e-82	1.219858	NODE_67766_length_659_cov_1.219858_1
_263	GH13_39.hmm	4.4e-78	0.882771	NODE_67920_length_658_cov_0.882771_1
_264	GH35.hmm	1e-74	2.282101	NODE_73967_length_609_cov_2.282101_1
_266	GH130.hmm	5e-13	1.104743	NODE_75070_length_601_cov_1.104743_1
_267	GH2.hmm	9e-39	1.418651	NODE_75314_length_599_cov_1.418651_1
_268	GH31.hmm	8.4e-42	1.330677	NODE_75586_length_597_cov_1.330677_1
_270	GH2.hmm	5.2e-73	1.804040	NODE_76529_length_590_cov_1.804040_1
_271	GH130.hmm	6.2e-14	1.561077	NODE_78358_length_578_cov_1.561077_1
_272	GH31.hmm	9.4e-15	1.273292	NODE_78404_length_578_cov_1.273292_1
_273	GH110.hmm	6.3e-66	1.818966	NODE_81167_length_559_cov_1.818966_1
_275	GH130.hmm	3.1e-53	1.743875	NODE_83429_length_544_cov_1.743875_2
_276	GH2.hmm	5.8e-45	0.927907	NODE_86750_length_525_cov_0.927907_1
_277	GH36.hmm	1.3e-74	1.279343	NODE_87364_length_521_cov_1.279343_1
_278	GH36.hmm	3.4e-82	1.314421	NODE_87868_length_518_cov_1.314421_1
_280	GH112.hmm	3.9e-77	0.829208	NODE_91189_length_499_cov_0.829208_1
_281	GH67.hmm	4.4e-93	1.370277	NODE_92396_length_492_cov_1.370277_1
_282	GH31.hmm	6.2e-32	1.535912	NODE_99218_length_457_cov_1.535912_1
_283	GH36.hmm	2.9e-48	1.109244	NODE_100373_length_452_cov_1.109244_1
_284	GH13_29.hmm	7.3e-12	0.938375	NODE_100417_length_452_cov_0.938375_1
_285	GH130.hmm	5.7e-31	0.976676	NODE_103609_length_438_cov_0.976676_1
_286	GH36.hmm	6.4e-43	0.920354	NODE_104547_length_434_cov_0.920354_1
_287	GH84.hmm	4.9e-26	0.841945	NODE_106946_length_424_cov_0.841945_2
_288	GH110.hmm	2.8e-47	1.230284	NODE_109793_length_412_cov_1.230284_1
_290	GH130.hmm	1.8e-34	0.894569	NODE_111028_length_408_cov_0.894569_1
_291	GH112.hmm	2.6e-76	0.914754	NODE_113245_length_400_cov_0.914754_1
_292	GH130.hmm	1.9e-31	0.720395	NODE_113577_length_399_cov_0.720395_1
_293	GH42.hmm	1.6e-53	0.927152	NODE_114107_length_397_cov_0.927152_1
_294	GH112.hmm	7.7e-75	1.691781	NODE_116816_length_387_cov_1.691781_1
_295	GH112.hmm	2.3e-64	1.351724	NODE_117480_length_385_cov_1.351724_1
_296	GH130.hmm	5.3e-30	0.780488	NODE_118634_length_382_cov_0.780488_1
_297	GH130.hmm	3e-20	1.018182	NODE_122396_length_370_cov_1.018182_1
_298	GH36.hmm	8.4e-59	1.232472	NODE_123691_length_366_cov_1.232472_1
_299	GH13_29.hmm	2.6e-16	1.876404	NODE_125038_length_362_cov_1.876404_1
_300	GH110.hmm	2.6e-38	1.255639	NODE_125518_length_361_cov_1.255639_1
_301	GH27.hmm	2.9e-14	1.272031	NODE_127445_length_356_cov_1.272031_1
_303	GH130.hmm	2e-34	0.888889	NODE_131081_length_347_cov_0.888889_1
_305	GH36.hmm	1.6e-52	1.417021	NODE_138414_length_330_cov_1.417021_1
_308	GH36.hmm	3.9e-49	1.250000	NODE_144248_length_319_cov_1.250000_1
_310	GH130.hmm	7.6e-21	0.763636	NODE_146758_length_315_cov_0.763636_2
_311	GH110.hmm	6.1e-31	0.990826	NODE_147880_length_313_cov_0.990826_1
_312	GH2.hmm	3.5e-22	1.028169	NODE_150953_length_308_cov_1.028169_1
_313	GH130.hmm	6.8e-22	0.700508	NODE_162621_length_292_cov_0.700508_1
_315	GH130.hmm	1.7e-22	0.876923	NODE_163923_length_290_cov_0.876923_1
_316	GH2.hmm	2.7e-20	0.879581	NODE_167223_length_286_cov_0.879581_1
_317	GH42.hmm	3e-10	0.873684	NODE_168166_length_285_cov_0.873684_1
_318	GH112.hmm	1.9e-40	1.135870	NODE_173123_length_279_cov_1.135870_1
_319	GH36.hmm	1.3e-42	0.913043	NODE_173323_length_279_cov_0.913043_1
_320	GH112.hmm	3.5e-15	1.541436	NODE_175554_length_276_cov_1.541436_1
_322	GH36.hmm	3.6e-40	0.938547	NODE_177889_length_274_cov_0.938547_1
_323	GH29.hmm	2.6e-30	0.932961	NODE_177995_length_274_cov_0.932961_1
_324	GH36.hmm	5.2e-45	1.958084	NODE_189186_length_262_cov_1.958084_1
_325	GH2.hmm	2e-13	1.374233	NODE_193828_length_258_cov_1.374233_1
_327	GH130.hmm	7.6e-20	2.049383	NODE_194715_length_257_cov_2.049383_1
_328	GH2.hmm	9.4e-26	1.000000	NODE_195634_length_257_cov_1.000000_1
_329	GH67.hmm	6.2e-43	1.037267	NODE_196648_length_256_cov_1.037267_1
_330	GH112.hmm	1.5e-39	1.090909	NODE_204779_length_249_cov_1.090909_1
_331	GH42.hmm	1.8e-13	1.464052	NODE_205740_length_248_cov_1.464052_1
_332	GH36.hmm	2e-41	1.091503	NODE_206361_length_248_cov_1.091503_1
AA total	0
CBM total	0
CE total	0
GH total	304
GT total	0
PL total	0
SLH total	0
