ORF,predicted_protein,Full_Seq_E-value,Coverage,Location
_510,GH31.hmm,9.90E-135,,contig-125_1_79
_511,GH97.hmm,2.50E-159,,contig-125_1_80
_512,GH31.hmm,2.70E-143,,contig-125_1_81
_514,GT4.hmm,3.40E-25,,contig-125_1_83
_529,GT4.hmm,3.20E-35,,contig-125_1_98
_532,GT4.hmm,1.20E-19,,contig-125_1_101
_539,GT4.hmm,4.10E-06,,contig-125_1_108
_540,GT2.hmm,9.10E-25,,contig-125_1_109
_541,GT4.hmm,1.80E-17,,contig-125_1_110
_543,GT2.hmm,3.50E-22,,contig-125_1_112
_545,GT2.hmm,6.60E-28,,contig-125_1_114
_547,GT2.hmm,2.60E-30,,contig-125_1_116
_614,PL11.hmm,4.60E-247,,contig-125_1_183
_615,GH105.hmm,1.70E-89,,contig-125_1_184
_635,PL1_2.hmm,1.50E-41,,contig-125_1_204
_636,CBM56.hmm,4.80E-09,,contig-125_1_205
_637,CBM56.hmm,4.00E-07,,contig-125_1_206
_639,GH105.hmm,1.50E-115,,contig-125_1_208
_656,GT2.hmm,2.50E-14,,contig-125_1_225
_658,GH28.hmm,8.20E-54,,contig-125_1_227
_684,CE8.hmm,6.00E-10,,contig-125_1_253
_686,GH105.hmm,3.40E-72,,contig-125_1_255
_750,GT2.hmm,1.70E-33,,contig-125_1_319
_752,GT4.hmm,1.70E-30,,contig-125_1_321
_753,GT2.hmm,4.90E-19,,contig-125_1_322
_754,GT2.hmm,8.10E-30,,contig-125_1_323
_755,GT2.hmm,1.20E-28,,contig-125_1_324
_756,GT2.hmm,6.40E-28,,contig-125_1_325
_758,GT4.hmm,7.70E-39,,contig-125_1_327
_759,GT4.hmm,8.20E-21,,contig-125_1_328
_760,GT4.hmm,5.30E-35,,contig-125_1_329
_770,GT41.hmm,7.90E-18,,contig-125_1_339
_771,GH43_37.hmm,1.30E-70,,contig-125_1_340
_772,GH35.hmm,2.30E-79,,contig-125_1_341
_775,GH106.hmm,3.20E-218,,contig-125_1_344
_776,GH78.hmm,1.00E-141,,contig-125_1_345
_777,PL27.hmm,6.20E-148,,contig-125_1_346
_778,PL27.hmm,3.30E-22,,contig-125_1_347
_779,PL27.hmm,4.40E-30,,contig-125_1_348
_788,GT56.hmm,7.60E-43,,contig-125_1_357
_791,GT2.hmm,2.60E-20,,contig-125_1_360
_795,GT2.hmm,5.00E-28,,contig-125_1_364
_798,CE8.hmm,5.70E-101,,contig-125_1_367
_804,GT40.hmm,9.10E-09,,contig-125_1_373
_813,GH133.hmm,1.40E-98,,contig-125_1_382
_814,GT4.hmm,2.90E-35,,contig-125_1_383
_815,GH57.hmm,2.90E-49,,contig-125_1_384
_837,GT2.hmm,1.90E-15,,contig-125_2_7
_838,GT2.hmm,3.60E-22,,contig-125_2_8
_839,GT101.hmm,5.50E-89,,contig-125_2_9
_840,GT4.hmm,3.00E-43,,contig-125_2_10
_842,GT2.hmm,1.20E-32,,contig-125_2_12
_845,GT2.hmm,2.50E-07,,contig-125_2_15
_846,GT2.hmm,1.80E-17,,contig-125_2_16
_878,CE10.hmm,2.20E-37,,contig-125_2_48
_904,CE7.hmm,1.30E-08,,contig-125_2_74
_951,GH20.hmm,1.20E-104,,contig-125_2_121
_977,CE10.hmm,3.30E-23,,contig-125_2_147
_1002,CE3.hmm,6.30E-17,,contig-125_2_172
_1034,GH33.hmm,3.20E-07,,contig-125_2_204
_1039,GT51.hmm,5.30E-58,,contig-125_2_209
_1049,GT41.hmm,5.30E-06,,contig-125_2_219
_1053,GH13_8.hmm,1.00E-109,,contig-125_2_223
_1054,GH13_38.hmm,6.00E-185,,contig-125_2_224
_1055,GH109.hmm,1.30E-10,,contig-125_2_225
_1172,GT41.hmm,1.30E-09,,contig-125_2_342
_1178,GT41.hmm,2.90E-14,,contig-125_2_348
_1225,PL15_2.hmm,3.00E-73,,contig-125_3_35
_1256,CE7.hmm,7.60E-87,,contig-125_3_66
_1260,GT2.hmm,2.00E-28,,contig-125_3_70
_1278,CE1.hmm,1.70E-07,,contig-125_3_88
_1287,PL8_2.hmm,2.20E-91,,contig-125_3_97
_1288,GH88.hmm,1.00E-123,,contig-125_3_98
_1289,PL8_2.hmm,6.90E-86,,contig-125_3_99
_1293,CE9.hmm,1.70E-12,,contig-125_3_103
_1349,AA6.hmm,7.00E-06,,contig-125_3_159
_1357,GH36.hmm,1.80E-41,,contig-125_3_167
_1425,AA6.hmm,8.60E-07,,contig-125_3_235
_1430,GT41.hmm,1.10E-13,,contig-125_3_240
_1447,CBM9.hmm,2.20E-08,,contig-125_3_257
_1448,CE14.hmm,9.90E-13,,contig-125_3_258
_1457,CE1.hmm,5.90E-19,,contig-125_3_267
_1460,GT14.hmm,6.30E-37,,contig-125_3_270
_1525,GH120.hmm,5.10E-53,,contig-125_4_15
_1526,GH3.hmm,1.10E-67,,contig-125_4_16
_1531,GH3.hmm,3.00E-66,,contig-125_4_21
_1559,GH25.hmm,8.40E-57,,contig-125_4_49
_1560,GH33.hmm,1.50E-27,,contig-125_4_50
_1562,CBM32.hmm,3.50E-10,,contig-125_4_52
_1564,CBM32.hmm,1.70E-14,,contig-125_4_54
_1578,CE9.hmm,2.00E-112,,contig-125_4_68
_1579,CE14.hmm,1.90E-10,,contig-125_4_69
_1590,GT2.hmm,2.30E-30,,contig-125_4_80
_1591,CE9.hmm,6.80E-15,,contig-125_4_81
_1620,CBM62.hmm,3.50E-37,,contig-125_4_110
_1621,CBM62.hmm,1.40E-24,,contig-125_4_111
_1637,GT1.hmm,8.10E-09,,contig-125_4_127
_1660,GH23.hmm,5.10E-23,,contig-125_4_150
_1675,GH13_5.hmm,1.20E-149,,contig-125_4_165
_1709,GH29.hmm,4.30E-84,,contig-125_4_199
_1710,GH2.hmm,9.70E-216,,contig-125_4_200
_1711,GH20.hmm,1.60E-112,,contig-125_4_201
_1714,GH20.hmm,1.20E-117,,contig-125_4_204
_1718,GH141.hmm,4.30E-64,,contig-125_4_208
_1721,GH20.hmm,2.90E-104,,contig-125_4_211
_1726,GH13_13.hmm,3.40E-65,,contig-125_4_216
_1737,GT41.hmm,2.80E-17,,contig-125_4_227
_1739,GH16.hmm,1.40E-42,,contig-125_4_229
_1757,GT41.hmm,2.60E-11,,contig-125_4_247
_1758,GT41.hmm,5.40E-12,,contig-125_4_248
_1759,GH13.hmm,2.50E-63,,contig-125_4_249
_1770,GH13.hmm,1.30E-42,,contig-125_4_260
_1776,GH65.hmm,3.40E-136,,contig-125_4_266
_1785,GH36.hmm,3.40E-08,,contig-125_4_275
_1804,GH32.hmm,1.50E-94,,contig-125_4_294
_1837,GH18.hmm,2.10E-18,,contig-125_5_31
_1854,GT41.hmm,8.10E-09,,contig-125_5_48
_1868,GT2.hmm,8.80E-20,,contig-125_5_62
_1869,GT4.hmm,9.30E-21,,contig-125_5_63
_1871,GT2.hmm,2.50E-21,,contig-125_5_65
_1872,GT2.hmm,5.70E-31,,contig-125_5_66
_1873,GT2.hmm,1.10E-24,,contig-125_5_67
_1874,GT10.hmm,5.30E-47,,contig-125_5_68
_1929,GH43.hmm,5.60E-23,,contig-125_5_123
_1976,GH43_24.hmm,2.00E-66,,contig-125_5_170
_1990,CBM32.hmm,8.80E-19,,contig-125_5_184
_2001,GH29.hmm,8.90E-107,,contig-125_5_195
_2020,GH20.hmm,7.10E-122,,contig-125_5_214
_2022,GH3.hmm,7.70E-69,,contig-125_5_216
_2030,GH77.hmm,1.40E-158,,contig-125_5_224
_2036,GT2.hmm,2.90E-19,,contig-125_5_230
_2065,GH92.hmm,1.50E-186,,contig-125_5_259
_2075,GH35.hmm,6.90E-118,,contig-125_5_269
_2112,GT41.hmm,3.90E-24,,contig-125_6_25
_2156,GH97.hmm,1.10E-159,,contig-125_6_69
_2171,PL11.hmm,2.60E-06,,contig-125_6_84
_2180,GH16.hmm,3.60E-47,,contig-125_6_93
_2181,GH5_46.hmm,8.90E-89,,contig-125_6_94
_2182,GH3.hmm,6.50E-63,,contig-125_6_95
_2183,GH3.hmm,2.30E-72,,contig-125_6_96
_2200,GH94.hmm,6.90E-276,,contig-125_6_113
_2201,GH5_4.hmm,1.10E-92,,contig-125_6_114
_2204,CBM72.hmm,9.40E-06,,contig-125_6_117
_2206,GH3.hmm,5.60E-65,,contig-125_6_119
_2213,GH43_30.hmm,1.00E-06,,contig-125_6_126
_2218,dockerin.hmm,1.80E-06,,contig-125_6_131
_2222,CBM50.hmm,1.30E-11,,contig-125_6_135
_2241,GH51.hmm,1.90E-106,,contig-125_6_154
_2242,GT41.hmm,3.20E-10,,contig-125_6_155
_2291,AA6.hmm,2.40E-10,,contig-125_6_204
_2296,GH95.hmm,3.00E-263,,contig-125_6_209
_2303,PL22.hmm,1.30E-20,,contig-125_6_216
_2313,PL1_2.hmm,5.50E-70,,contig-125_6_226
_2349,GT41.hmm,7.70E-07,,contig-125_6_262
_2361,GH92.hmm,9.20E-41,,contig-125_7_1
_2363,CBM32.hmm,2.20E-12,,contig-125_7_3
_2390,GH92.hmm,4.90E-174,,contig-125_7_30
_2392,GH92.hmm,7.30E-190,,contig-125_7_32
_2393,GH92.hmm,1.80E-188,,contig-125_7_33
_2395,CBM32.hmm,4.40E-15,,contig-125_7_35
_2507,GH24.hmm,4.10E-17,,contig-125_7_147
_2525,GH29.hmm,8.60E-73,,contig-125_7_165
_2552,CE4.hmm,4.90E-33,,contig-125_7_192
_2556,GT2.hmm,1.10E-24,,contig-125_7_196
_2567,GT41.hmm,4.70E-23,,contig-125_7_207
_2578,CBM50.hmm,1.30E-11,,contig-125_7_218
_2633,GH20.hmm,2.90E-68,,contig-125_7_273
_2667,GH33.hmm,6.30E-95,,contig-125_8_10
_2678,GH57.hmm,7.10E-44,,contig-125_8_21
_2679,GT5.hmm,5.40E-32,,contig-125_8_22
_2680,GH31.hmm,1.90E-146,,contig-125_8_23
_2724,CE11.hmm,3.90E-95,,contig-125_8_67
_2730,GH20.hmm,1.50E-51,,contig-125_8_73
_2738,GT41.hmm,5.50E-20,,contig-125_8_81
_2742,GH76.hmm,4.00E-07,,contig-125_8_85
_2806,PL10.hmm,2.20E-08,,contig-125_8_149
_2838,GH20.hmm,2.50E-10,,contig-125_8_181
_2839,GH20.hmm,1.70E-102,,contig-125_8_182
_2871,GT19.hmm,2.00E-104,,contig-125_8_214
_2891,GT2.hmm,1.20E-27,,contig-125_8_234
_2906,GH13_8.hmm,2.50E-123,,contig-125_8_249
_2907,GH109.hmm,3.20E-10,,contig-125_8_250
_2955,GH5_2.hmm,3.60E-50,,contig-125_9_28
_2956,CE6.hmm,3.70E-11,,contig-125_9_29
_2957,GH5_7.hmm,1.70E-59,,contig-125_9_30
_2962,GH26.hmm,8.80E-78,,contig-125_9_35
_2963,GH94.hmm,6.00E-296,,contig-125_9_36
_2964,GH26.hmm,3.20E-57,,contig-125_9_37
_2965,GH130.hmm,9.70E-86,,contig-125_9_38
_2967,GH76.hmm,6.30E-07,,contig-125_9_40
_2984,PL1_2.hmm,4.90E-45,,contig-125_9_57
_3012,CE8.hmm,2.10E-06,,contig-125_9_85
_3017,GT30.hmm,2.60E-42,,contig-125_9_90
_3020,GT9.hmm,3.60E-35,,contig-125_9_93
_3031,GH29.hmm,9.20E-104,,contig-125_9_104
_3042,PL10_1.hmm,5.40E-115,,contig-125_9_115
_3045,CE14.hmm,1.50E-13,,contig-125_9_118
_3048,GH28.hmm,2.20E-82,,contig-125_9_121
_3049,GH105.hmm,3.60E-90,,contig-125_9_122
_3050,GH106.hmm,9.40E-240,,contig-125_9_123
_3057,GH78.hmm,2.30E-09,,contig-125_9_130
_3058,GH95.hmm,8.60E-11,,contig-125_9_131
_3063,PL1_2.hmm,5.20E-72,,contig-125_9_136
_3085,GH25.hmm,1.40E-44,,contig-125_9_158
_3106,CBM20.hmm,8.10E-06,,contig-125_9_179
_3164,GH51.hmm,5.60E-138,,contig-125_9_237
_3270,CE3.hmm,8.40E-06,,contig-125_10_85
_3342,GH5_2.hmm,1.50E-55,,contig-125_10_157
_3346,GH109.hmm,3.20E-07,,contig-125_10_161
_3359,AA3_1.hmm,2.10E-06,,contig-125_10_174
_3380,GT51.hmm,2.60E-58,,contig-125_10_195
_3415,GT4.hmm,3.80E-22,,contig-125_10_230
_3461,CBM13.hmm,1.30E-17,,contig-125_11_32
_3476,CBM61.hmm,3.50E-13,,contig-125_11_47
_3480,CBM61.hmm,1.30E-18,,contig-125_11_51
_3519,CBM61.hmm,5.20E-09,,contig-125_11_90
_3547,GT30.hmm,4.00E-48,,contig-125_11_118
_3566,PL10.hmm,9.20E-06,,contig-125_11_137
_3569,GT41.hmm,5.80E-07,,contig-125_11_140
_3586,GT94.hmm,8.70E-18,,contig-125_11_157
_3587,GT13.hmm,1.70E-09,,contig-125_11_158
_3588,GT4.hmm,5.10E-10,,contig-125_11_159
_3589,GT4.hmm,2.30E-26,,contig-125_11_160
_3590,GT2.hmm,2.70E-19,,contig-125_11_161
_3591,GH43_10.hmm,1.90E-101,,contig-125_11_162
_3595,GH3.hmm,8.70E-72,,contig-125_11_166
_3605,GH92.hmm,1.80E-180,,contig-125_11_176
_3606,GH95.hmm,4.50E-250,,contig-125_11_177
_3608,GH2.hmm,5.40E-88,,contig-125_11_179
_3609,GH2.hmm,9.80E-13,,contig-125_11_180
_3610,GH36.hmm,3.10E-207,,contig-125_11_181
_3636,CBM62.hmm,1.60E-33,,contig-125_11_207
_3637,CBM51.hmm,3.10E-54,,contig-125_11_208
_3654,GH95.hmm,3.50E-238,,contig-125_12_10
_3660,GH2.hmm,7.40E-12,,contig-125_12_16
_3661,GH36.hmm,1.20E-206,,contig-125_12_17
_3662,GH2.hmm,8.40E-101,,contig-125_12_18
_3675,GH51.hmm,3.00E-140,,contig-125_12_31
_3685,GT28.hmm,6.50E-49,,contig-125_12_41
_3695,PL11.hmm,5.80E-247,,contig-125_12_51
_3696,CE12.hmm,4.70E-180,,contig-125_12_52
_3697,GH105.hmm,6.90E-81,,contig-125_12_53
_3705,GH43_3.hmm,2.90E-103,,contig-125_12_61
_3717,GH2.hmm,2.50E-221,,contig-125_12_73
_3724,GT2.hmm,6.40E-18,,contig-125_12_80
_3725,GT11.hmm,1.70E-18,,contig-125_12_81
_3726,GT90.hmm,1.10E-17,,contig-125_12_82
_3727,GT4.hmm,5.00E-24,,contig-125_12_83
_3728,GT2.hmm,2.50E-16,,contig-125_12_84
_3729,GT2.hmm,1.90E-11,,contig-125_12_85
_3730,GT4.hmm,1.80E-17,,contig-125_12_86
_3733,GT19.hmm,1.40E-117,,contig-125_12_89
_3734,GH31.hmm,1.90E-126,,contig-125_12_90
_3751,GH89.hmm,2.40E-238,,contig-125_12_107
_3759,GH28.hmm,1.00E-68,,contig-125_12_115
_3760,GH92.hmm,5.00E-161,,contig-125_12_116
_3773,PL22.hmm,2.10E-24,,contig-125_12_129
_3779,GH3.hmm,3.20E-70,,contig-125_12_135
_3780,GH3.hmm,3.90E-70,,contig-125_12_136
_3781,GH2.hmm,3.80E-92,,contig-125_12_137
_3782,CE7.hmm,5.20E-75,,contig-125_12_138
_3783,GH36.hmm,3.70E-30,,contig-125_12_139
_3784,CBM35.hmm,7.40E-07,,contig-125_12_140
_3789,GH42.hmm,6.60E-06,,contig-125_12_145
_3819,GT4.hmm,4.50E-16,,contig-125_12_175
_3824,GT4.hmm,2.40E-34,,contig-125_12_180
_3825,GT4.hmm,8.60E-09,,contig-125_12_181
_3826,GT26.hmm,6.10E-41,,contig-125_12_182
_3860,AA6.hmm,4.30E-06,,contig-125_13_2
_3922,AA3.hmm,5.30E-06,,contig-125_13_64
_3929,GH95.hmm,2.60E-216,,contig-125_13_71
_3936,cohesin.hmm,3.80E-10,,contig-125_13_78
_3938,CBM50.hmm,2.10E-09,,contig-125_13_80
_3941,GH28.hmm,8.60E-72,,contig-125_13_83
_3963,GH36.hmm,1.70E-45,,contig-125_13_105
_3966,GT2.hmm,2.00E-31,,contig-125_13_108
_3972,GH2.hmm,1.70E-96,,contig-125_13_114
_3992,dockerin.hmm,6.80E-07,,contig-125_13_134
_4014,GH95.hmm,1.20E-118,,contig-125_13_156
_4041,CE10.hmm,8.10E-34,,contig-125_13_183
_4060,GH2.hmm,9.70E-213,,contig-125_13_202
_4085,cohesin.hmm,2.80E-10,,contig-125_13_227
_4086,GH29.hmm,7.10E-96,,contig-125_13_228
_4133,GH27.hmm,6.00E-58,,contig-125_14_33
_4139,GH36.hmm,4.00E-213,,contig-125_14_39
_4158,GT28.hmm,2.60E-47,,contig-125_14_58
_4177,GT41.hmm,4.80E-26,,contig-125_14_77
_4181,GH43_26.hmm,8.50E-68,,contig-125_14_81
_4182,GH3.hmm,1.10E-70,,contig-125_14_82
_4183,GH76.hmm,4.10E-82,,contig-125_14_83
_4184,GH2.hmm,1.20E-102,,contig-125_14_84
_4185,GH127.hmm,6.20E-39,,contig-125_14_85
_4186,GH127.hmm,2.90E-37,,contig-125_14_86
_4187,GH43_26.hmm,1.40E-75,,contig-125_14_87
_4188,GH2.hmm,6.20E-101,,contig-125_14_88
_4189,CBM67.hmm,1.60E-09,,contig-125_14_89
_4191,GH38.hmm,9.90E-55,,contig-125_14_91
_4196,GH43_3.hmm,3.90E-112,,contig-125_14_96
_4197,GH76.hmm,2.80E-81,,contig-125_14_97
_4199,CBM67.hmm,2.60E-08,,contig-125_14_99
_4200,GH92.hmm,5.70E-187,,contig-125_14_100
_4201,GH125.hmm,2.00E-188,,contig-125_14_101
_4204,GH43.hmm,1.80E-45,,contig-125_14_104
_4205,GH43_31.hmm,4.20E-113,,contig-125_14_105
_4209,GH43_31.hmm,5.60E-16,,contig-125_14_109
_4216,GH127.hmm,7.20E-181,,contig-125_14_116
_4217,GH51.hmm,1.30E-65,,contig-125_14_117
_4218,GH78.hmm,4.00E-155,,contig-125_14_118
_4229,GH2.hmm,5.30E-104,,contig-125_14_129
_4230,GH20.hmm,1.60E-110,,contig-125_14_130
_4232,GH88.hmm,7.50E-122,,contig-125_14_132
_4233,PL12.hmm,3.60E-12,,contig-125_14_133
_4238,GH144.hmm,9.50E-193,,contig-125_14_138
_4239,GH3.hmm,5.00E-71,,contig-125_14_139
_4266,CE3.hmm,1.40E-11,,contig-125_14_166
_4275,GT2.hmm,7.40E-21,,contig-125_14_175
_4299,GH2.hmm,8.50E-201,,contig-125_15_2
_4311,GT41.hmm,3.90E-42,,contig-125_15_14
_4332,CE4.hmm,3.40E-24,,contig-125_15_35
_4351,CBM32.hmm,1.10E-12,,contig-125_15_54
_4353,GH18.hmm,2.60E-15,,contig-125_15_56
_4357,GT2.hmm,7.50E-16,,contig-125_15_60
_4367,GT41.hmm,5.70E-08,,contig-125_15_70
_4378,GT41.hmm,2.40E-15,,contig-125_15_81
_4379,GT2.hmm,2.50E-22,,contig-125_15_82
_4397,GH123.hmm,2.20E-163,,contig-125_15_100
_4402,GH85.hmm,1.20E-38,,contig-125_15_105
_4403,GH85.hmm,1.70E-37,,contig-125_15_106
_4412,CE3.hmm,5.40E-14,,contig-125_15_115
_4433,CE10.hmm,1.60E-29,,contig-125_15_136
_4436,GT2.hmm,6.60E-24,,contig-125_15_139
_4480,GT2.hmm,2.80E-24,,contig-125_15_183
_4481,AA3_1.hmm,3.70E-06,,contig-125_15_184
_4494,GH13_8.hmm,8.20E-113,,contig-125_15_197
_4516,GH97.hmm,2.00E-234,,contig-125_15_219
_4531,GH77.hmm,1.70E-149,,contig-125_16_2
_4553,GH127.hmm,1.70E-222,,contig-125_16_24
_4591,CBM51.hmm,1.20E-10,,contig-125_16_62
_4643,CE9.hmm,3.10E-06,,contig-125_16_114
_4663,GH3.hmm,1.40E-66,,contig-125_16_134
_4701,GH20.hmm,1.50E-105,,contig-125_16_172
_4702,GH18.hmm,2.20E-31,,contig-125_16_173
_4791,CBM62.hmm,2.20E-12,,contig-125_17_13
_4792,GH31.hmm,4.30E-143,,contig-125_17_14
_4799,GH78.hmm,4.70E-159,,contig-125_17_21
_4809,PL1_2.hmm,2.70E-56,,contig-125_17_31
_4826,GH30_8.hmm,7.70E-71,,contig-125_17_48
_4827,GH43_12.hmm,1.20E-116,,contig-125_17_49
_4828,GH67.hmm,2.10E-267,,contig-125_17_50
_4829,GH10.hmm,9.90E-97,,contig-125_17_51
_4837,CBM4.hmm,9.10E-08,,contig-125_17_59
_4838,GH115.hmm,3.50E-267,,contig-125_17_60
_4839,GH127.hmm,2.10E-29,,contig-125_17_61
_4840,GH95.hmm,1.50E-292,,contig-125_17_62
_4841,GH2.hmm,1.70E-125,,contig-125_17_63
_4843,CE6.hmm,1.90E-10,,contig-125_17_65
_4845,GH43_1.hmm,5.50E-136,,contig-125_17_67
_4846,GH97.hmm,1.20E-169,,contig-125_17_68
_4847,GH43_29.hmm,6.20E-84,,contig-125_17_69
_4848,GH43_29.hmm,1.20E-84,,contig-125_17_70
_4851,GH98.hmm,3.90E-106,,contig-125_17_73
_4852,GH43_10.hmm,2.10E-99,,contig-125_17_74
_4855,CE1.hmm,4.70E-14,,contig-125_17_77
_4932,CE4.hmm,9.30E-26,,contig-125_17_154
_4940,GH4.hmm,2.50E-06,,contig-125_17_162
_4947,GH3.hmm,4.90E-65,,contig-125_17_169
_4999,GH102.hmm,5.60E-23,,contig-125_18_20
_5004,GT32.hmm,8.10E-20,,contig-125_18_25
_5005,GT2.hmm,5.90E-31,,contig-125_18_26
_5006,GT4.hmm,3.40E-25,,contig-125_18_27
_5014,AA3_1.hmm,5.10E-06,,contig-125_18_35
_5032,GH24.hmm,2.70E-11,,contig-125_18_53
_5060,CBM50.hmm,2.90E-24,,contig-125_18_81
_5107,PL22.hmm,1.90E-25,,contig-125_18_128
_5134,GH73.hmm,7.30E-12,,contig-125_18_155
_5205,GH23.hmm,8.50E-25,,contig-125_18_226
_5273,GH31.hmm,6.50E-69,,contig-125_19_28
_5307,GT4.hmm,3.60E-14,,contig-125_19_62
_5311,GT4.hmm,1.00E-15,,contig-125_19_66
_5313,GT56.hmm,8.60E-26,,contig-125_19_68
_5372,GH20.hmm,1.20E-123,,contig-125_19_127
_5401,GT5.hmm,9.40E-49,,contig-125_19_156
_5403,GH57.hmm,8.50E-53,,contig-125_19_158
_5404,GT4.hmm,2.60E-34,,contig-125_19_159
_5405,GH133.hmm,4.70E-103,,contig-125_19_160
_5415,GT41.hmm,2.10E-14,,contig-125_19_170
_5420,AA6.hmm,1.40E-08,,contig-125_19_175
_5424,CE1.hmm,4.60E-11,,contig-125_19_179
_5465,GT30.hmm,3.20E-39,,contig-125_20_17
_5468,GT9.hmm,2.10E-30,,contig-125_20_20
_5471,GT4.hmm,8.70E-29,,contig-125_20_23
_5473,GT2.hmm,4.20E-11,,contig-125_20_25
_5492,GH73.hmm,1.90E-18,,contig-125_20_44
_5497,CE9.hmm,2.30E-13,,contig-125_20_49
_5498,GT2.hmm,5.50E-31,,contig-125_20_50
_5511,GH13_38.hmm,8.70E-167,,contig-125_20_63
_5533,GT4.hmm,8.50E-28,,contig-125_20_85
_5543,GH2.hmm,7.20E-184,,contig-125_20_95
_5552,GH130.hmm,4.20E-90,,contig-125_20_104
_5570,GH33.hmm,3.90E-83,,contig-125_20_122
_5610,PL22.hmm,1.80E-19,,contig-125_20_162
_5613,GT2.hmm,5.30E-21,,contig-125_20_165
_5615,GH109.hmm,3.40E-52,,contig-125_20_167
_5616,GH84.hmm,1.20E-105,,contig-125_20_168
_5634,GH85.hmm,5.50E-33,,contig-125_20_186
_5696,GH57.hmm,1.50E-68,,contig-125_21_46
_5697,GT5.hmm,2.00E-35,,contig-125_21_47
_5698,GH133.hmm,4.20E-86,,contig-125_21_48
_5699,GT3.hmm,9.70E-180,,contig-125_21_49
_5703,CE7.hmm,6.20E-09,,contig-125_21_53
_5707,GT41.hmm,7.00E-08,,contig-125_21_57
_5720,GH16.hmm,7.80E-52,,contig-125_21_70
_5721,CBM37.hmm,1.70E-07,,contig-125_21_71
_5724,GH3.hmm,1.10E-73,,contig-125_21_74
_5730,AA6.hmm,2.20E-07,,contig-125_21_80
_5796,PL22.hmm,2.90E-11,,contig-125_21_146
_5805,GH13_13.hmm,1.10E-62,,contig-125_21_155
_5812,PL15.hmm,5.00E-43,,contig-125_21_162
_5887,GH63.hmm,3.20E-23,,contig-125_22_28
_5888,CE3.hmm,2.20E-11,,contig-125_22_29
_5889,GH110.hmm,1.50E-41,,contig-125_22_30
_5890,GH13_18.hmm,9.80E-88,,contig-125_22_31
_5893,GH109.hmm,3.80E-14,,contig-125_22_34
_5914,GH109.hmm,4.00E-10,,contig-125_22_55
_5925,GT41.hmm,1.70E-14,,contig-125_22_66
