name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Vibrio fluvialis	676	species	9679388	14	4	0.0
Vibrio campbellii	680	species	12090206	21	9	0.0
Vibrio natriegens	691	species	10343839	30	5	0.0
Plesiomonas shigelloides	703	species	3405979	5	5	0.0
Pasteurellaceae	712	family	2335045	3	0	0.0
Aggregatibacter actinomycetemcomitans	714	species	2648839	19	3	0.0
Haemophilus influenzae	727	species	1900712	23	8	0.0
[Haemophilus] ducreyi	730	species	1698955	64	7	0.0
Histophilus somni	731	species	2138367	1	0	0.0
Aggregatibacter aphrophilus	732	species	4626291	10	5	0.0
[Haemophilus] parasuis	738	species	2296948	41	4	0.0
Pasteurella multocida	747	species	2337619	18	7	0.0
Bartonella bacilliformis	774	species	1445021	8	0	0.0
Coxiella burnetii	777	species	2066931	17	5	0.0
Ehrlichia ruminantium	779	species	2264626	1	0	0.0
Rickettsia	780	genus	1249850	10	6	0.0
Rickettsia prowazekii	782	species	1111192	6	2	0.0
Rickettsia rickettsii	783	species	1265141	6	0	0.0
Bacteroides	816	genus	5275069	35	6	0.0
Bacteroides fragilis	817	species	5308603	519	243	0.34193
Bacteroides thetaiotaomicron	818	species	6293399	556	327	0.0933925
Parabacteroides distasonis	823	species	4811379	7	0	0.0
Campylobacter gracilis	824	species	2281652	7	7	0.0
Porphyromonas	836	genus	2317859	1	0	0.0
Porphyromonas gingivalis	837	species	2339774	72	16	0.0
Prevotella	838	genus	3023914	4	0	0.0
Prevotella ruminicola	839	species	3619559	2	0	0.0
Fusobacterium	848	genus	2723507	1	0	0.0
Fusobacterium nucleatum	851	species	2791628	25	6	0.0
Desulfovibrio	872	genus	3918779	4	0	0.0
Desulfovibrio vulgaris	881	species	3802302	1	0	0.0
Desulfovibrio vulgaris str. Hildenborough	882	leaf	3773159	28	3	0.0
Desulfovibrio vulgaris str. 'Miyazaki F'	883	leaf	4040304	58	41	0.0
Desulfococcus multivorans	897	species	8911375	16	0	0.0
Desulfovibrio piger	901	species	2807531	117	106	0.0
Nitrobacter hamburgensis	912	species	5011522	1	0	0.0
Thiomonas intermedia	926	species	3462095	6	3	0.0
Ehrlichia chaffeensis	945	species	1174554	3	1	0.0
Francisella persica	954	species	3057444	1	0	0.0
Bdellovibrio bacteriovorus	959	species	3592845	3	1	0.0
Herbaspirillum	963	genus	5363540	2	0	0.0
Herbaspirillum seropedicae	964	species	5513887	22	3	0.0
Bacteroidetes	976	phylum	3555791	3	0	0.0
Cytophaga	978	genus	4433218	1	0	0.0
Cellulophaga lytica	979	species	3765936	54	4	0.0
Flavobacterium johnsoniae	986	species	6096872	27	19	0.0
Flavobacterium columnare	996	species	3162432	138	51	0.0
Saprospira	1007	genus	4400185	1	0	0.0
Weeksella virosa	1014	species	2272954	1	0	0.0
Capnocytophaga	1016	genus	2592165	1	0	0.0
Rhodobacter	1060	genus	4407391	1	0	0.0
Rhodobacter sphaeroides	1063	species	4585882	18	0	0.0
Rhodomicrobium	1068	genus	4014469	1	0	0.0
Rhodopseudomonas palustris	1076	species	5408501	6	0	0.0
Blastochloris viridis	1079	species	11174693	33	3	0.0
Porphyrobacter neustonensis	1112	species	3090363	2	0	0.0
Cyanobacteria	1117	phylum	4372850	4	0	0.0
Microcystis aeruginosa	1126	species	4810004	1	0	0.0
Synechococcus elongatus PCC 7942	1140	leaf	2742269	2	1	0.0
Synechocystis sp. PCC 6714	1147	species	3738889	3	2	0.0
Synechocystis sp. PCC 6803	1148	species	3570073	6	0	0.0
Oscillatoriales	1150	order	7831139	1	0	0.0
Trichormus azollae	1164	species	5486145	1	0	0.0
Anabaena cylindrica	1165	species	7063285	1	0	0.0
Nostoc	1177	genus	9059191	1	0	0.0
Prochlorococcus	1218	genus	1879471	1	0	0.0
Proteobacteria	1224	phylum	4771018	23	0	0.0
Gammaproteobacteria	1236	class	5441807	29	0	0.0
Piscirickettsia salmonis	1238	species	3450064	90	33	0.0
Firmicutes	1239	phylum	3549710	5	0	0.0
Leuconostoc	1243	genus	2139487	1	0	0.0
Leuconostoc mesenteroides	1245	species	2333944	8	4	0.0
Leuconostoc lactis	1246	species	1788069	4	2	0.0
Pediococcus	1253	genus	1866772	1	0	0.0
Pediococcus acidilactici	1254	species	4301984	14	2	0.0
Pediococcus pentosaceus	1255	species	1810762	13	7	0.0
Micrococcaceae	1268	family	3531727	1	0	0.0
Dermacoccus nishinomiyaensis	1274	species	3113642	4	2	0.0
Staphylococcus aureus	1280	species	4891244	109	45	0.0
Staphylococcus carnosus	1281	species	2566424	14	8	0.0
Staphylococcus epidermidis	1282	species	2601987	65	25	0.0
Staphylococcus haemolyticus	1283	species	2697861	40	11	0.0
Staphylococcus hyicus	1284	species	2472129	15	11	0.0
Staphylococcus simulans	1286	species	2647552	18	15	0.0
Staphylococcus xylosus	1288	species	8411206	84	18	0.0
Staphylococcus schleiferi	1295	species	12494798	36	6	0.0
Staphylococcus sciuri	1296	species	2673451	18	14	0.0
Deinococcus	1298	genus	4148054	1	0	0.0
Streptococcus	1301	genus	2063424	5	0	0.0
Streptococcus gordonii	1302	species	2196662	25	6	0.0
Streptococcus oralis	1303	species	1958690	4	2	0.0
Streptococcus salivarius	1304	species	2202440	28	3	0.0
Streptococcus suis	1307	species	2105536	21	11	0.0
Streptococcus thermophilus	1308	species	1844731	35	5	0.0
Streptococcus mutans	1309	species	2024183	12	1	0.0
Streptococcus agalactiae	1311	species	2036565	65	10	0.0
Streptococcus pneumoniae	1313	species	2114821	18	3	0.0
Streptococcus pyogenes	1314	species	1934284	74	37	0.0
Streptococcus sp. 'group B'	1319	species	2178064	9	0	0.0
Streptococcus anginosus	1328	species	2089210	22	5	0.0
Streptococcus dysgalactiae	1334	species	2134563	4	0	0.0
Streptococcus equinus	1335	species	2311351	5	0	0.0
Streptococcus equi	1336	species	2140495	1	0	0.0
Streptococcus intermedius	1338	species	1963517	11	2	0.0
Streptococcus iniae	1346	species	2149844	27	0	0.0
Enterococcus faecalis	1351	species	3016110	30	13	0.0
Enterococcus faecium	1352	species	2979896	99	20	0.0
Enterococcus gallinarum	1353	species	3821349	8	2	0.0
Enterococcus hirae	1354	species	2856440	15	8	0.0
Lactococcus lactis	1358	species	2728319	19	12	0.0
Lactococcus lactis subsp. lactis	1360	subspecies	5219324	5	3	0.0
Planococcus	1372	genus	3804624	1	0	0.0
Planococcus kocurii	1374	species	3485580	8	7	0.0
Aerococcus urinae	1376	species	2080974	6	3	0.0
Aerococcus viridans	1377	species	2199877	7	5	0.0
Bacillales	1385	order	4709187	3	0	0.0
Bacillus	1386	genus	5427446	34	11	0.0
Bacillus amyloliquefaciens	1390	species	3989737	52	7	0.0
Bacillus anthracis	1392	species	5891621	55	3	0.0
Bacillus cereus	1396	species	6217228	250	31	0.0
Bacillus coagulans	1398	species	3330766	34	2	0.0
Bacillus licheniformis	1402	species	8445242	23	9	0.0
Bacillus megaterium	1404	species	5334474	20	3	0.0
Bacillus mycoides	1405	species	11312355	51	20	0.0
Paenibacillus polymyxa	1406	species	5942566	53	15	0.0
Bacillus pumilus	1408	species	3704641	91	22	0.0
Bacillus sp.	1409	species	4233615	5	0	0.0
Lysinibacillus sphaericus	1421	species	4817463	71	15	0.0
Bacillus subtilis	1423	species	5400405	154	10	0.0
Parageobacillus thermoglucosidans	1426	species	3993793	59	0	0.0
Bacillus thuringiensis	1428	species	6822475	292	52	0.0
Bacillus thuringiensis serovar alesti	1440	leaf	5818118	6	1	0.0
Bacillus thuringiensis serovar morrisoni	1441	leaf	6179896	7	1	0.0
Bacillus thuringiensis serovar tolworthi	1442	leaf	6870591	22	5	0.0
Bacillus atrophaeus	1452	species	4168266	14	0	0.0
Sporosarcina psychrophila	1476	species	4674191	18	10	0.0
Paenibacillus larvae subsp. pulvifaciens	1477	subspecies	8964909	12	1	0.0
Bacillus simplex	1478	species	5521719	37	13	0.0
Bacillus smithii	1479	species	3381292	11	7	0.0
Virgibacillus halodenitrificans	1482	species	3917759	24	12	0.0
Clostridium	1485	genus	4594375	5	0	0.0
Clostridium acetobutylicum	1488	species	4136895	3	0	0.0
Clostridium botulinum	1491	species	4185437	342	89	0.0
Clostridium butyricum	1492	species	22946883	321	36	0.0
Clostridioides difficile	1496	species	4744422	279	64	0.0
Clostridium formicaceticum	1497	species	4586755	34	23	0.0
Clostridium pasteurianum	1501	species	9050473	40	0	0.0
Clostridium perfringens	1502	species	3100837	129	52	0.0
Clostridium sporogenes	1509	species	8284974	151	0	0.0
[Clostridium] stercorarium	1510	species	4042789	2	0	0.0
Acetoanaerobium sticklandii	1511	species	2715461	26	13	0.0
Clostridium tetani	1513	species	2869591	1	0	0.0
Ruminiclostridium thermocellum	1515	species	3634338	1	0	0.0
Thermoanaerobacterium thermosaccharolyticum	1517	species	2840014	1	0	0.0
Clostridium tyrobutyricum	1519	species	6208479	75	0	0.0
Clostridium beijerinckii	1520	species	6062187	141	40	0.0
Moorella thermoacetica	1525	species	2628784	26	2	0.0
Clostridium kluyveri	1534	species	3989551	67	36	0.0
Clostridium scatologenes	1548	species	5749410	69	47	0.0
Clostridium estertheticum subsp. estertheticum	1552	subspecies	4785613	67	47	0.0
Clostridium baratii	1561	species	3338630	76	47	0.0
Leifsonia xyli	1575	species	2635288	11	7	0.0
Lactobacillus	1578	genus	2558400	1	0	0.0
Lactobacillus acidophilus	1579	species	1992569	13	0	0.0
Lactobacillus brevis	1580	species	2464052	2	1	0.0
Lactobacillus casei	1582	species	3039836	4	0	0.0
Lactobacillus delbrueckii	1584	species	2539646	7	6	0.0
Lactobacillus delbrueckii subsp. bulgaricus	1585	subspecies	5605005	9	0	0.0
Lactobacillus helveticus	1587	species	2095920	31	4	0.0
Lactobacillus plantarum	1590	species	3300682	33	8	0.0
Lactobacillus paracasei	1597	species	3007940	14	3	0.0
Lactobacillus reuteri	1598	species	2118918	16	2	0.0
Lactobacillus acetotolerans	1600	species	1704859	8	4	0.0
Lactobacillus amylovorus	1604	species	1977087	5	0	0.0
Lactobacillus fermentum	1613	species	2148561	7	2	0.0
Lactobacillus ruminis	1623	species	2066652	1	0	0.0
Lactobacillus salivarius	1624	species	2082826	46	23	0.0
Lactobacillus oris	1632	species	3235996	4	2	0.0
Listeria ivanovii	1638	species	3701623	3	0	0.0
Listeria monocytogenes	1639	species	3038659	101	37	0.0
Renibacterium salmoninarum	1646	species	3155250	1	0	0.0
Erysipelothrix rhusiopathiae	1648	species	1770425	19	0	0.0
Corynebacteriaceae	1653	family	2718289	1	0	0.0
Actinomyces	1654	genus	0	1	0	0.0
Trueperella pyogenes	1661	species	2272494	4	3	0.0
Bifidobacterium	1678	genus	2353730	4	0	0.0
Bifidobacterium longum subsp. longum	1679	subspecies	7220280	8	0	0.0
Bifidobacterium adolescentis	1680	species	2089645	10	0	0.0
Bifidobacterium bifidum	1681	species	2209060	7	0	0.0
Bifidobacterium longum subsp. infantis	1682	subspecies	2578115	3	1	0.0
Bifidobacterium angulatum	1683	species	2021974	8	1	0.0
Bifidobacterium breve	1685	species	2317134	12	6	0.0
Bifidobacterium coryneforme	1687	species	1755151	3	0	0.0
Corynebacterium ammoniagenes	1697	species	2790185	6	0	0.0
Brevibacterium linens	1703	species	8072179	12	11	0.0
Corynebacterium stationis	1705	species	8587058	2	2	0.0
Corynebacterium	1716	genus	2718289	3	2	0.0
Corynebacterium diphtheriae	1717	species	2469401	2	1	0.0
Corynebacterium glutamicum	1718	species	3768251	6	0	0.0
Corynebacterium pseudotuberculosis	1719	species	2333432	11	0	0.0
Peptoclostridium acidaminophilum	1731	species	3055036	1	0	0.0
Eubacterium limosum	1736	species	4316707	72	60	0.0
Propionibacterium	1743	genus	2646865	1	0	0.0
Propionibacterium freudenreichii	1744	species	2646865	1	0	0.0
Cutibacterium acnes	1747	species	2515790	5	3	0.0
Acidipropionibacterium acidipropionici	1748	species	3656170	65	2	0.0
Propionibacterium freudenreichii subsp. shermanii	1752	subspecies	2675045	7	1	0.0
Thermoanaerobacter	1754	genus	2449969	1	0	0.0
Actinobacteria	1760	class	4582488	24	0	0.0
Mycobacteriaceae	1762	family	5858859	1	0	0.0
Mycobacterium	1763	genus	5871459	6	2	0.0
Mycobacterium avium	1764	species	6186937	10	4	0.0
Mycobacterium bovis	1765	species	5999573	3	0	0.0
Mycobacterium fortuitum	1766	species	6254616	4	0	0.0
Mycobacterium intracellulare	1767	species	5374059	2	0	0.0
Mycobacterium avium subsp. paratuberculosis	1770	subspecies	14396848	5	0	0.0
Mycobacterium phlei	1771	species	5349645	4	2	0.0
Mycobacterium smegmatis	1772	species	20964686	10	7	0.0
Mycobacterium tuberculosis	1773	species	5191731	11	1	0.0
Mycobacterium microti	1806	species	4370115	2	0	0.0
Amycolatopsis methanolica	1814	species	7237391	3	0	0.0
Rhodococcus	1827	genus	7101773	1	0	0.0
Rhodococcus erythropolis	1833	species	6691155	6	0	0.0
Saccharopolyspora erythraea	1836	species	8212805	2	0	0.0
Pseudonocardia	1847	genus	7303989	2	0	0.0
Saccharomonospora viridis	1852	species	4308349	1	0	0.0
Frankia	1854	genus	7497934	1	0	0.0
Geodermatophilus obscurus	1861	species	5322497	1	0	0.0
Streptomyces	1883	genus	9489906	16	3	0.0
Streptomyces albus	1888	species	6841649	64	0	0.0
Streptomyces ambofaciens	1889	species	8393598	14	1	0.0
Streptomyces clavuligerus	1901	species	7590758	4	4	0.0
Streptomyces glaucescens	1907	species	7623774	6	4	0.0
Streptomyces hygroscopicus	1912	species	10333189	20	9	0.0
Streptomyces lincolnensis	1915	species	10319054	6	3	0.0
Streptomyces reticuli	1926	species	9336224	10	6	0.0
Nocardiopsis dassonvillei	2014	species	6543312	10	0	0.0
Thermomonospora curvata	2020	species	5639016	1	0	0.0
Curtobacterium	2034	genus	0	1	0	0.0
Aeromicrobium erythreum	2041	species	3629239	10	4	0.0
Pimelobacter simplex	2045	species	5637360	6	3	0.0
Mobiluncus	2050	genus	2146480	1	0	0.0
Gordonia terrae	2055	species	5701501	6	4	0.0
Sphaerobacter thermophilus	2057	species	3993764	1	0	0.0
Streptomycetaceae	2062	family	9456257	7	0	0.0
Kitasatospora setae	2066	species	8783278	2	0	0.0
Pseudonocardiaceae	2070	family	9456940	10	0	0.0
Saccharothrix	2071	genus	9360653	1	0	0.0
Mycoplasma	2093	genus	1020345	3	0	0.0
Mycoplasma arginini	2094	species	678592	12	10	0.0
Mycoplasma capricolum	2095	species	1777990	21	11	0.0
Mycoplasma gallisepticum	2096	species	969960	10	6	0.0
Mycoplasma genitalium	2097	species	579782	2	0	0.0
Mycoplasma hominis	2098	species	690305	27	10	0.0
Mycoplasma hyopneumoniae	2099	species	909234	8	6	0.0
Mycoplasma hyorhinis	2100	species	836229	25	1	0.0
Mycoplasma mycoides	2102	species	2476665	24	12	0.0
Mycoplasma mycoides subsp. mycoides	2103	subspecies	8039092	22	10	0.0
Mycoplasma pneumoniae	2104	species	866945	2	1	0.0
Mycoplasma agalactiae	2110	species	877438	12	4	0.0
Mycoplasma californicum	2113	species	799088	9	5	0.0
Spiroplasma	2132	genus	1281839	3	1	0.0
Spiroplasma citri	2133	species	1640878	24	16	0.0
Methanobacterium formicicum	2162	species	7422571	53	9	0.0
Methanobrevibacter	2172	genus	2395181	1	0	0.0
Methanohalophilus halophilus	2177	species	2022959	3	3	0.0
Methanosarcina	2207	genus	4416987	1	0	0.0
Methanosarcina mazei	2209	species	4021532	3	0	0.0
Pyrococcus	2260	genus	1808393	1	0	0.0
Thermococcus	2263	genus	2003986	2	0	0.0
Thermofilum pendens	2269	species	1813393	1	0	0.0
Sulfolobus	2284	genus	2554261	1	0	0.0
Sulfolobus solfataricus	2287	species	2830609	21	11	0.0
Thermoanaerobacter kivui	2325	species	2397824	13	6	0.0
Thermotoga	2335	genus	2865001	1	0	0.0
Thermotoga maritima	2336	species	7469591	36	0	0.0
Candidatus Sodalis pierantonius str. SOPE	2342	leaf	4513140	5	3	0.0
Xylella fastidiosa	2371	species	2609554	2	1	0.0
Fervidobacterium islandicum	2423	species	2237377	2	2	0.0
Gardnerella vaginalis	2702	species	1669705	12	3	0.0
Hirschia	2723	genus	3540114	1	0	0.0
Marinobacter	2742	genus	4473655	4	0	0.0
Fungi	4751	kingdom	0	3	0	0.0
Ascomycota	4890	phylum	24221269	14	0	0.0
Saccharomycetes	4891	class	12670544	9	0	0.0
Saccharomycetales	4892	order	12670544	9	0	0.0
Saccharomycetaceae	4893	family	10328564	10	0	0.0
Kluyveromyces	4910	genus	10966467	2	0	0.0
Kluyveromyces marxianus	4911	species	10966467	688	153	0.0
Saccharomyces cerevisiae	4932	species	12071326	175	4	0.0
Saccharomycopsis	4943	genus	0	6	0	0.0
Saccharomycopsis fibuligera	4944	species	19567216	458	243	0.0
Yarrowia	4951	genus	20090583	1	0	0.0
Yarrowia lipolytica	4952	species	20090583	145	5	0.0
Zygosaccharomyces	4953	genus	0	1	0	0.0
Sordariales	5139	order	37828236	1	0	0.0
Helotiales	5178	order	42630066	1	0	0.0
Ustilaginomycetes	5257	class	0	5	0	0.0
Ustilaginales	5267	order	0	1	0	0.0
Ustilaginaceae	5268	family	0	8	0	0.0
Ustilago	5269	genus	0	1	0	0.0
Chordata	7711	phylum	0	1	0	0.0
Rodentia	9989	order	0	2	0	0.0
Acidovorax	12916	genus	4877171	2	0	0.0
Azoarcus	12960	genus	0	1	0	0.0
Dactylococcopsis salina PCC 8305	13035	leaf	3781008	25	15	0.0
Burkholderia mallei	13373	species	7121566	8	0	0.0
Sphingomonas	13687	genus	5564099	2	0	0.0
Verticillium dahliae	27337	species	36062078	7	2	0.0
Bifidobacterium animalis	28025	species	1931770	8	6	0.0
Lysinibacillus fusiformis	28031	species	4843789	23	5	0.0
Staphylococcus lugdunensis	28035	species	2627127	45	8	0.0
Streptococcus mitis	28037	species	2146611	18	7	0.0
Lactobacillus curvatus	28038	species	5775917	14	3	0.0
Acidothermus	28048	genus	2443540	1	0	0.0
Micromonosporaceae	28056	family	7146176	4	0	0.0
Nostoc sp. PCC 7524	28072	species	6718869	21	13	0.0
Neisseria weaveri	28091	species	2188497	8	6	0.0
Burkholderia gladioli	28095	species	9052299	18	7	0.0
Sinorhizobium	28105	genus	6953179	1	0	0.0
Alteromonas macleodii	28108	species	4602757	11	2	0.0
Francisella philomiragia	28110	species	2033555	54	12	0.0
Tannerella forsythia	28112	species	3383154	9	0	0.0
Bacteroides ovatus	28116	species	6475296	925	7	1.83682e-13
Odoribacter splanchnicus	28118	species	4392288	2	0	0.0
Prevotella intermedia	28131	species	2686803	190	20	0.0
Prevotella melaninogenica	28132	species	3168282	1	0	0.0
Cronobacter sakazakii	28141	species	4439412	14	1	0.0
Salmonella enterica subsp. enterica serovar Senftenberg	28150	leaf	10025118	5	1	0.0
Yersinia kristensenii	28152	species	4496569	8	2	0.0
Vibrio nigripulchritudo	28173	species	6322155	6	4	0.0
Arcobacter	28196	genus	2510848	1	0	0.0
Chelatococcus	28209	genus	0	1	0	0.0
Alphaproteobacteria	28211	class	3721642	20	0	0.0
Betaproteobacteria	28216	class	5328760	11	0	0.0
Deltaproteobacteria	28221	class	4979291	8	0	0.0
Colwellia psychrerythraea	28229	species	5373180	1	0	0.0
